rollout/ep_rew_mean,time/iterations,rollout/ep_len_mean,time/time_elapsed,time/total_timesteps,time/fps,train/approx_kl,train/loss,train/entropy_loss,train/explained_variance,train/clip_range,train/n_updates,train/clip_fraction,train/std,train/learning_rate,train/value_loss,train/policy_gradient_loss
-1772.2268044900002,127,8640.0,5623,1097280,195,0.003657526,-0.4842820167541504,-9.664417457580566,0.9974077343940735,0.2,1260,0.017604166666666667,3.758390188217163,5e-05,0.0006433968387190598,-0.0017489698720682
-1765.97215303,128,8640.0,5678,1105920,194,0.0032404808,-0.5076442360877991,-9.717862899215133,0.9992064237594604,0.2,1270,0.012893518518518518,3.8022499084472656,5e-05,0.0005742433077992043,-0.0024061483326712966
-1758.70678134,129,8640.0,5707,1114560,195,0.004479682,-0.4962657392024994,-9.767353209742794,0.9986613988876343,0.2,1280,0.026979166666666665,3.8648061752319336,5e-05,0.0005742416362584293,-0.00400369376702993
-1752.4591632,130,8640.0,5735,1123200,195,0.0046986984,-0.4863838255405426,-9.814654306482385,0.9998230934143066,0.2,1290,0.028530092592592593,3.906938076019287,5e-05,0.00043261658289271444,-0.005108101621649607
-1745.9741105300002,131,8640.0,5767,1131840,196,0.004786261,-0.49032893776893616,-9.853839004657887,0.9997422099113464,0.2,1300,0.02665509259259259,3.9763007164001465,5e-05,0.00042715501048843615,-0.00520668119399084
-1741.49241034,132,8640.0,5793,1140480,196,0.004487467,-0.5120818614959717,-9.897038467548512,0.9995568990707397,0.2,1310,0.02803240740740741,4.03315544128418,5e-05,0.0005366227719005783,-0.003995391584380909
-1735.66350466,133,8640.0,5821,1149120,197,0.0037255262,-0.4960836172103882,-9.950713489673756,0.9974283576011658,0.2,1320,0.017037037037037038,4.111547470092773,5e-05,0.0006442458015711357,-0.002357386862686663
-1728.8848284800001,134,8640.0,5850,1157760,197,0.0042763595,-0.5114912986755371,-9.997185618082682,0.9998019337654114,0.2,1330,0.021747685185185186,4.170532703399658,5e-05,0.0003611060880723892,-0.00537267650063667
-1722.6516102300002,135,8640.0,5878,1166400,198,0.004411398,-0.49615198373794556,-10.016151291176126,0.9998304843902588,0.2,1340,0.02277777777777778,4.2101898193359375,5e-05,0.0003709139388822088,-0.003873094408772886
-1718.1218748000001,136,8640.0,5906,1175040,198,0.0053135795,-0.5159413814544678,-10.0339665695473,0.9998328685760498,0.2,1350,0.03037037037037037,4.250720977783203,5e-05,0.00037451542676771406,-0.006083252148840714
-1712.2361044700003,137,8640.0,5934,1183680,199,0.0044899923,-0.5205357670783997,-10.084640783380578,0.9982523918151855,0.2,1360,0.024525462962962964,4.346043586730957,5e-05,0.00046574113154309563,-0.003746532114757294
-1706.0708379000002,138,8640.0,5963,1192320,199,0.004389776,-0.5141782760620117,-10.144372266133626,0.9998290538787842,0.2,1370,0.026851851851851852,4.4205403327941895,5e-05,0.00043611678478083814,-0.004416673873654671
-1699.9207319200007,139,8640.0,5992,1200960,200,0.003991665,-0.5275052189826965,-10.180602217073794,0.9998471736907959,0.2,1380,0.018993055555555555,4.478717803955078,5e-05,0.0003104398118254418,-0.003384725106017733
-1694.0339605400002,140,8640.0,6020,1209600,200,0.004099631,-0.5209475755691528,-10.215089369173404,0.9998472332954407,0.2,1390,0.02011574074074074,4.5411505699157715,5e-05,0.00030094187196852916,-0.0043527563399186845
-1688.6765435800003,141,8640.0,6049,1218240,201,0.003828897,-0.5319071412086487,-10.248278360720034,0.9998460412025452,0.2,1400,0.01699074074074074,4.601193428039551,5e-05,0.0003693955555920386,-0.003977463298511726
-1682.7263311299996,142,8640.0,6093,1226880,201,0.0047208127,-0.5181626081466675,-10.285642233954535,0.9997179508209229,0.2,1410,0.03158564814814815,4.655757904052734,5e-05,0.0004350601358628073,-0.0050444402687113594
-1677.1441536099999,143,8640.0,6154,1235520,200,0.004699256,-0.52358478307724,-10.315622403180157,0.9998814463615417,0.2,1420,0.026030092592592594,4.704286098480225,5e-05,0.00039083975984896015,-0.005277786851964063
-1670.6836997999997,144,8640.0,6202,1244160,200,0.0044991467,-0.5482946038246155,-10.349882433855974,0.9996914267539978,0.2,1430,0.024756944444444446,4.780297756195068,5e-05,0.0005055758539647623,-0.004930777370722757
-1665.51126594,145,8640.0,6243,1252800,200,0.0049969796,-0.5436798334121704,-10.390204346268265,0.9997318983078003,0.2,1440,0.02991898148148148,4.841884613037109,5e-05,0.00048480112038776967,-0.003871392677969265
-1659.7627247499997,146,8640.0,6294,1261440,200,0.004485298,-0.5254839062690735,-10.419085972397415,0.999809741973877,0.2,1450,0.03266203703703704,4.885325908660889,5e-05,0.0004236325579350469,-0.004557239026072676
-1653.9672749299998,147,8640.0,6355,1270080,199,0.004370515,-0.5166541934013367,-10.441641547591598,0.9998292326927185,0.2,1460,0.027164351851851853,4.945147514343262,5e-05,0.0005106112976015235,-0.005253089704999218
-1647.97712238,148,8640.0,6402,1278720,199,0.0040781624,-0.522830069065094,-10.463111444402625,0.9997959136962891,0.2,1470,0.01965277777777778,4.999725818634033,5e-05,0.0004077064558212576,-0.004455783757277661
-1642.4613159100002,149,8640.0,6454,1287360,199,0.003989818,-0.517147421836853,-10.484797367519803,0.9998617172241211,0.2,1480,0.02802083333333333,5.050394058227539,5e-05,0.00040000418291634155,-0.004529429874382913
-1636.75533318,150,8640.0,6502,1296000,199,0.0039020653,-0.5225895643234253,-10.514257141395852,0.9998862147331238,0.2,1490,0.021122685185185185,5.123885154724121,5e-05,0.00037244717466550085,-0.003523816338878263
-1630.51219545,151,8640.0,6557,1304640,198,0.004150924,-0.5469061732292175,-10.548681638505723,0.9998634457588196,0.2,1500,0.022268518518518517,5.187570095062256,5e-05,0.00042567691025194814,-0.004004046018235385
-1624.57894387,152,8640.0,6608,1313280,198,0.0042108097,-0.5442796945571899,-10.5731709240101,0.9998729825019836,0.2,1510,0.025,5.232580184936523,5e-05,0.00035302597482869815,-0.005347650758404698
-1620.0501885899998,153,8640.0,6665,1321920,198,0.0044072988,-0.5371099710464478,-10.596941490879765,0.9998635053634644,0.2,1520,0.027685185185185184,5.294531345367432,5e-05,0.00032425473702864515,-0.005040786920667247
-1615.5049167099999,154,8640.0,6716,1330560,198,0.0045387973,-0.5361528992652893,-10.63968065403126,0.9990506172180176,0.2,1530,0.032928240740740744,5.385874271392822,5e-05,0.0005958760692306829,-0.005256414280264397
-1611.93986593,155,8640.0,6765,1339200,197,0.0045683007,-0.5411354899406433,-10.695097476111519,0.9995055198669434,0.2,1540,0.024560185185185185,5.468201637268066,5e-05,0.0005501944540042637,-0.004350019356891237
-1608.23572334,156,8640.0,6825,1347840,197,0.0035776806,-0.534019947052002,-10.750184711173729,0.9983046650886536,0.2,1550,0.020439814814814813,5.553297996520996,5e-05,0.0006377346872640946,-0.0022439512077512013
-1605.15110469,157,8640.0,6861,1356480,197,0.004427131,-0.5181310176849365,-10.810888797618725,0.99898761510849,0.2,1560,0.02423611111111111,5.671093463897705,5e-05,0.0005471946117123244,-0.003007190132824083
-1601.06793978,158,8640.0,6895,1365120,197,0.0039006511,-0.5703378915786743,-10.874557601081001,0.9984755516052246,0.2,1570,0.020324074074074074,5.746295928955078,5e-05,0.0006126739001074047,-0.003056963117086087
-1596.9652774699998,159,8640.0,6936,1373760,198,0.0035427995,-0.5686919093132019,-10.922871661716037,0.9990166425704956,0.2,1580,0.018032407407407407,5.811845302581787,5e-05,0.0006525083960689329,-0.0032041925867088137
-1593.5709742699996,160,8640.0,6989,1382400,197,0.0035252343,-0.565365731716156,-10.961490598607947,0.9997900724411011,0.2,1590,0.01980324074074074,5.89048433303833,5e-05,0.00046080256336911894,-0.0037504763641670624
