rollout/ep_rew_mean,time/iterations,rollout/ep_len_mean,time/time_elapsed,time/total_timesteps,time/fps,train/approx_kl,train/loss,train/entropy_loss,train/explained_variance,train/clip_range,train/n_updates,train/clip_fraction,train/std,train/learning_rate,train/value_loss,train/policy_gradient_loss
-3599.6677959,30,8640.0,1455,259200,178,0.004970698,-0.3840467929840088,-7.070707155510231,0.9982981085777283,0.2,290,0.029675925925925925,1.4322848320007324,5e-05,0.0019483447755273017,-0.003933169086791437
-3550.8012609032257,31,8640.0,1498,267840,178,0.0046400214,-0.37342727184295654,-7.117660057279799,0.9982141852378845,0.2,300,0.024085648148148148,1.4461007118225098,5e-05,0.001517379945898601,-0.003459769205397202
-3503.9262381875,32,8640.0,1539,276480,179,0.004915312,-0.36044061183929443,-7.163189635453401,0.9986933469772339,0.2,310,0.03886574074074074,1.4662309885025024,5e-05,0.0016046276046997971,-0.004958603165664331
-3457.1016551212124,33,8640.0,1583,285120,180,0.005556442,-0.3791029751300812,-7.210464819095753,0.9987798929214478,0.2,320,0.04127314814814815,1.482574462890625,5e-05,0.0013614764419832715,-0.005182314917307209
-3415.793467382353,34,8640.0,1637,293760,179,0.004823729,-0.3844469487667084,-7.251971318986681,0.9986017942428589,0.2,330,0.032268518518518516,1.497853398323059,5e-05,0.0013106746966648779,-0.005089537241944561
-3375.663602085714,35,8640.0,1681,302400,179,0.003468103,-0.36808720231056213,-7.2940950008674905,0.9991254210472107,0.2,340,0.02267361111111111,1.5167492628097534,5e-05,0.001371162301360595,-0.004439770148342682
-3337.8116021388887,36,8640.0,1721,311040,180,0.0044057765,-0.4064283072948456,-7.333991643411142,0.9985678791999817,0.2,350,0.023715277777777776,1.5305373668670654,5e-05,0.0014900372681613252,-0.004336422293412465
-3300.9806812432435,37,8640.0,1747,319680,182,0.004414889,-0.3728630542755127,-7.369293769553855,0.9988388419151306,0.2,360,0.027627314814814816,1.545830488204956,5e-05,0.0010234486544289177,-0.003333748264272732
-3266.2595670526316,38,8640.0,1774,328320,185,0.0039446554,-0.36719679832458496,-7.399073234840675,0.9989670515060425,0.2,370,0.027662037037037037,1.555726408958435,5e-05,0.0010294846155146067,-0.0039564065642103
-3233.3159223076923,39,8640.0,1800,336960,187,0.0043023303,-0.3750029504299164,-7.426984142374109,0.9989709854125977,0.2,380,0.034131944444444444,1.5694270133972168,5e-05,0.0010751423250918311,-0.0044280372654881195
-3201.6654632,40,8640.0,1827,345600,189,0.003996564,-0.3638838827610016,-7.463548580805461,0.9990767240524292,0.2,390,0.018078703703703704,1.586595892906189,5e-05,0.0010140103068099254,-0.003544594064803311
-3171.3731730975605,41,8640.0,1853,354240,191,0.0043929736,-0.37041038274765015,-7.501216965074892,0.9987355470657349,0.2,400,0.02414351851851852,1.6015779972076416,5e-05,0.0010213530525409926,-0.0045863732262686994
-3142.660185666666,42,8640.0,1880,362880,193,0.003991836,-0.3727874457836151,-7.533691839995208,0.9988025426864624,0.2,410,0.026157407407407407,1.6151340007781982,5e-05,0.0010319041362877384,-0.003617691934902083
-3115.7478023720923,43,8640.0,1906,371520,194,0.0032096903,-0.3798980414867401,-7.57026887787713,0.9989246129989624,0.2,420,0.017986111111111112,1.632978916168213,5e-05,0.0010847862842234058,-0.0035040985175442915
-3090.5335694545447,44,8640.0,1932,380160,196,0.003612646,-0.3934314250946045,-7.6042449997089525,0.9989715814590454,0.2,430,0.015208333333333334,1.6464381217956543,5e-05,0.0011140274298506686,-0.0031436050778116892
-3064.321863266666,45,8640.0,1958,388800,198,0.003210868,-0.3896406292915344,-7.628768145596539,0.9989741444587708,0.2,440,0.015243055555555555,1.6553711891174316,5e-05,0.0009918104598936796,-0.0030707177300765007
-3040.3652504130428,46,8640.0,1985,397440,200,0.003916313,-0.3811127543449402,-7.6577971144075745,0.9986371994018555,0.2,450,0.020127314814814813,1.672731637954712,5e-05,0.0008031173360413286,-0.0032960568354637536
-3017.2903435319145,47,8640.0,2012,406080,201,0.005115114,-0.37407395243644714,-7.697174722883436,0.9986914992332458,0.2,460,0.039837962962962964,1.6909648180007935,5e-05,0.0009041444042318121,-0.005001649085984186
-2995.3060354583336,48,8640.0,2039,414720,203,0.004168366,-0.3896375596523285,-7.7314563991405345,0.9988119602203369,0.2,470,0.026875,1.706006646156311,5e-05,0.0008643053964004611,-0.004282609336250634
-2973.1489749591838,49,8640.0,2065,423360,204,0.0042556375,-0.41041097044944763,-7.759759985252663,0.9987891316413879,0.2,480,0.033483796296296296,1.719138503074646,5e-05,0.0008470045363625373,-0.0047460272192472105
-2952.04113284,50,8640.0,2092,432000,206,0.0045943647,-0.40733569860458374,-7.781607010806049,0.9988361597061157,0.2,490,0.02329861111111111,1.7277374267578125,5e-05,0.000833101512959089,-0.003597774739480681
-2932.5269864313727,51,8640.0,2118,440640,207,0.003924803,-0.3994561731815338,-7.80538705084059,0.9989062547683716,0.2,500,0.014444444444444444,1.7416880130767822,5e-05,0.0006973245065051338,-0.002695369697952022
-2913.126644846154,52,8640.0,2147,449280,209,0.004368789,-0.3809545040130615,-7.838012508816189,0.9990600943565369,0.2,510,0.02755787037037037,1.759228229522705,5e-05,0.0007887832816534986,-0.003975974086982508
-2894.172427283019,53,8640.0,2175,457920,210,0.0039264234,-0.38320192694664,-7.866920879505299,0.9991695880889893,0.2,520,0.021875,1.7716847658157349,5e-05,0.0007291777577052859,-0.003468887169190027
-2875.7439011481483,54,8640.0,2242,466560,208,0.004918043,-0.3927184045314789,-7.894101807629621,0.9990742206573486,0.2,530,0.02221064814814815,1.7895455360412598,5e-05,0.0007304385158500669,-0.00395701834725009
-2857.967939090909,55,8640.0,2306,475200,206,0.003866977,-0.4094579517841339,-7.930772274865045,0.9992392063140869,0.2,540,0.017997685185185186,1.8088302612304688,5e-05,0.0005964769776026649,-0.00406200336413113
-2840.358045642857,56,8640.0,2360,483840,204,0.0039022374,-0.40600916743278503,-7.953555367787679,0.9991176128387451,0.2,550,0.02224537037037037,1.8182188272476196,5e-05,0.000675747384321531,-0.0043195146970726826
-2823.4019773157897,57,8640.0,2424,492480,203,0.0047407043,-0.3984522819519043,-7.975181844499376,0.9991592168807983,0.2,560,0.02696759259259259,1.83555006980896,5e-05,0.0007063710423945277,-0.004871316672371769
-2808.010357086207,58,8640.0,2477,501120,202,0.0040732427,-0.41983163356781006,-8.006709424124823,0.9992550015449524,0.2,570,0.018229166666666668,1.853691577911377,5e-05,0.0006437647294822253,-0.003307149106533163
-2791.97007540678,59,8640.0,2541,509760,200,0.0038450153,-0.39886611700057983,-8.039489252302381,0.9993003010749817,0.2,580,0.017511574074074075,1.8734617233276367,5e-05,0.0006817237817880663,-0.003510069050481198
-2777.0775072000006,60,8640.0,2604,518400,199,0.0049262606,-0.4100925028324127,-8.064369212962964,0.9991825222969055,0.2,590,0.025381944444444443,1.8849900960922241,5e-05,0.0005927978675053627,-0.005601754713182648
-2762.9232676721313,61,8640.0,2668,527040,197,0.0043297224,-0.4293360710144043,-8.083325670736807,0.9993063807487488,0.2,600,0.022002314814814815,1.899492859840393,5e-05,0.0005468821008926843,-0.003646688066698887
-2749.4529233548387,62,8640.0,2731,535680,196,0.004353057,-0.4255791902542114,-8.119413011338976,0.9992637038230896,0.2,610,0.019444444444444445,1.9248839616775513,5e-05,0.0006970104361944659,-0.002729069118525971
-2736.771320079365,63,8640.0,2773,544320,196,0.0037312286,-0.41216492652893066,-8.15578581986604,0.9992590546607971,0.2,620,0.017986111111111112,1.9440970420837402,5e-05,0.000684778460353199,-0.0036472489532186755
-2724.5522312187504,64,8640.0,2799,552960,197,0.0044742683,-0.4226309061050415,-8.187860936058891,0.9991199970245361,0.2,630,0.02701388888888889,1.9639551639556885,5e-05,0.0007082511005164296,-0.004394147414024229
-2712.3615937230775,65,8640.0,2825,561600,198,0.004255905,-0.42979586124420166,-8.215743307890715,0.9993066191673279,0.2,640,0.02045138888888889,1.9791139364242554,5e-05,0.0007055480462386859,-0.004070409803685767
-2700.1539720303035,66,8640.0,2880,570240,197,0.0037337136,-0.43946897983551025,-8.245643547905816,0.9993044137954712,0.2,650,0.02171296296296296,1.9981646537780762,5e-05,0.0005726748122186917,-0.003965870001249843
-2687.8439824925376,67,8640.0,2939,578880,196,0.0046304585,-0.42575669288635254,-8.269429395463732,0.9993494153022766,0.2,660,0.018344907407407407,2.0095813274383545,5e-05,0.0006106456392660254,-0.004371743095107377
-2676.6532892352943,68,8640.0,2987,587520,196,0.004435111,-0.43458986282348633,-8.294425557454428,0.999412477016449,0.2,670,0.026643518518518518,2.0285377502441406,5e-05,0.0006534294383729705,-0.004571916696581023
-2665.3071977246377,69,8640.0,3046,596160,195,0.005998093,-0.4282650351524353,-8.323538449605307,0.9993894100189209,0.2,680,0.038969907407407404,2.047792673110962,5e-05,0.0005198866414031255,-0.0058576854612436835
-2654.7355926142855,70,8640.0,3109,604800,194,0.0040984047,-0.4219173789024353,-8.33582629804258,0.9993615746498108,0.2,690,0.01773148148148148,2.0516223907470703,5e-05,0.0005661009431868378,-0.004749817389270498
-2644.192843915493,71,8640.0,3153,613440,194,0.005558988,-0.4373820722103119,-8.352297666337755,0.9993439316749573,0.2,700,0.037418981481481484,2.069904327392578,5e-05,0.0005919805161344508,-0.00475135493747614
-2633.9224963472225,72,8640.0,3182,622080,195,0.0044696154,-0.4552159309387207,-8.381133300639965,0.9994903802871704,0.2,710,0.02246527777777778,2.0859317779541016,5e-05,0.0005446932965316119,-0.005047061065625813
-2623.5911541780824,73,8640.0,3210,630720,196,0.004335172,-0.42429882287979126,-8.401741032777009,0.9994374513626099,0.2,720,0.02670138888888889,2.1011385917663574,5e-05,0.0006019714401595087,-0.00411796567633886
-2613.797429675676,74,8640.0,3246,639360,196,0.0043279976,-0.4165937304496765,-8.429105094627097,0.9994437098503113,0.2,730,0.023564814814814816,2.1218414306640625,5e-05,0.0005608611925574089,-0.003433323736923436
-2603.6376342000003,75,8640.0,3302,648000,196,0.004033382,-0.4036983549594879,-8.461072302924261,0.9994955062866211,0.2,740,0.027800925925925927,2.142347812652588,5e-05,0.0005951473127977267,-0.0041537401501813695
-2594.2634842368425,76,8640.0,3366,656640,195,0.0040950547,-0.4158898591995239,-8.482798452024106,0.9995383620262146,0.2,750,0.01570601851851852,2.1571733951568604,5e-05,0.0004961819708006698,-0.003692860356014636
-2584.5499763116886,77,8640.0,3399,665280,195,0.004287707,-0.4548158347606659,-8.511044376514576,0.9995564222335815,0.2,760,0.023935185185185184,2.18947172164917,5e-05,0.0005853949184745068,-0.004673047195085221
-2574.9951317435903,78,8640.0,3427,673920,196,0.0044811578,-0.42332255840301514,-8.533319003493698,0.9995102286338806,0.2,770,0.028842592592592593,2.196772575378418,5e-05,0.0006046156658730642,-0.005748307346538813
-2565.3494760126587,79,8640.0,3456,682560,197,0.0044246246,-0.42878687381744385,-8.541927699336298,0.9995366930961609,0.2,780,0.022395833333333334,2.2102508544921875,5e-05,0.000516569708922395,-0.004559184146130941
-2556.20093135,80,8640.0,3485,691200,198,0.004188709,-0.44151487946510315,-8.565120237844962,0.9995611906051636,0.2,790,0.025034722222222222,2.234086751937866,5e-05,0.000546704652165149,-0.004475598729094836
-2547.0014817901233,81,8640.0,3551,699840,197,0.0043354006,-0.41543853282928467,-8.600104930312545,0.9996169805526733,0.2,800,0.01990740740740741,2.267712354660034,5e-05,0.0005461605123558979,-0.004256034397037217
-2537.794153817073,82,8640.0,3603,708480,196,0.0045322287,-0.4296662211418152,-8.62788921214916,0.9996410012245178,0.2,810,0.021979166666666668,2.2862370014190674,5e-05,0.0004948773475458708,-0.0049651588571982255
-2529.0387753614455,83,8640.0,3666,717120,195,0.004591667,-0.4510883092880249,-8.644502979561135,0.9995981454849243,0.2,820,0.025972222222222223,2.3047332763671875,5e-05,0.0004930334309810186,-0.00537308039419629
-2520.7470598809523,84,8640.0,3729,725760,194,0.005819243,-0.44541120529174805,-8.672438355905038,0.999647855758667,0.2,830,0.03521990740740741,2.3340213298797607,5e-05,0.000475024687647992,-0.00460903634213739
-2512.5007835058823,85,8640.0,3793,734400,193,0.0049689803,-0.44536635279655457,-8.697840075316252,0.9996059536933899,0.2,840,0.03150462962962963,2.3551652431488037,5e-05,0.0006399642839527654,-0.0055344450639353854
-2504.6696121860464,86,8640.0,3848,743040,193,0.0047919867,-0.45865657925605774,-8.725508521751122,0.9996379613876343,0.2,850,0.03319444444444444,2.3825125694274902,5e-05,0.0005614127280164717,-0.004855242891547581
-2496.7055988850575,87,8640.0,3911,751680,192,0.0051263687,-0.43002817034721375,-8.75679768950851,0.9995909929275513,0.2,860,0.03630787037037037,2.409836769104004,5e-05,0.0005939823080552742,-0.004691976920304889
-2488.405362625,88,8640.0,3965,760320,191,0.0045239767,-0.4671841859817505,-8.78472404691908,0.9996451735496521,0.2,870,0.01894675925925926,2.440572738647461,5e-05,0.0005478249023953039,-0.005530641795722423
-2479.958800269663,89,8640.0,3994,768960,192,0.0049906955,-0.433559387922287,-8.810647194473832,0.9996988773345947,0.2,880,0.021655092592592594,2.467787742614746,5e-05,0.0004894982897935228,-0.004010221150151833
-2471.941740422222,90,8640.0,4043,777600,192,0.004477733,-0.4572248160839081,-8.823817800592494,0.9997201561927795,0.2,890,0.030694444444444444,2.4758968353271484,5e-05,0.0005804121359014297,-0.003751337689658006
-2463.6625124285715,91,8640.0,4090,786240,192,0.0047558006,-0.4601841866970062,-8.838428634360984,0.9997400641441345,0.2,900,0.02564814814814815,2.502354383468628,5e-05,0.0004956558915350965,-0.004971929886550815
-2455.8541495434783,92,8640.0,4141,794880,191,0.005447569,-0.44324547052383423,-8.862355959150527,0.9997343420982361,0.2,910,0.03679398148148148,2.52524471282959,5e-05,0.0004759016613954575,-0.006266061644828706
-2447.8393049892475,93,8640.0,4207,803520,190,0.0045912466,-0.4517473876476288,-8.885610602343524,0.9997255206108093,0.2,920,0.023310185185185184,2.5506174564361572,5e-05,0.0005399070142367337,-0.004531294368552389
-2440.0073139255323,94,8640.0,4260,812160,190,0.0053522913,-0.4470241665840149,-8.910597171783447,0.9997367858886719,0.2,930,0.03321759259259259,2.5786030292510986,5e-05,0.0004944698729862769,-0.0047790344932151065
-2432.2153450421056,95,8640.0,4288,820800,191,0.004839383,-0.44883617758750916,-8.931648888058133,0.999711275100708,0.2,940,0.025636574074074076,2.59999418258667,5e-05,0.0005997181233747311,-0.004528545343524052
-2424.3694447395833,96,8640.0,4317,829440,192,0.0043937443,-0.44003039598464966,-8.953075757909705,0.9997379183769226,0.2,950,0.02141203703703704,2.626396417617798,5e-05,0.0005106800438133413,-0.003997466373860974
-2416.678159,97,8640.0,4346,838080,192,0.004676788,-0.45731160044670105,-8.96902910091259,0.9997501373291016,0.2,960,0.0333912037037037,2.6437325477600098,5e-05,0.0005239613252666054,-0.0054921434074640275
-2408.792146867347,98,8640.0,4374,846720,193,0.0045893225,-0.45893844962120056,-8.995004895528158,0.999788761138916,0.2,970,0.027569444444444445,2.684781551361084,5e-05,0.0005180238163059888,-0.005986641082326295
-2401.2081317676766,99,8640.0,4403,855360,194,0.004990362,-0.4509432911872864,-9.02934237020987,0.9997831583023071,0.2,980,0.02673611111111111,2.719525098800659,5e-05,0.0005247256014263257,-0.005798278383531228
-2393.56256358,100,8640.0,4447,864000,194,0.0035338886,-0.4686008393764496,-9.050100738384106,0.9997604489326477,0.2,990,0.012094907407407407,2.7448816299438477,5e-05,0.0004538548147818936,-0.0033956141285253344
-2371.7774464300005,101,8640.0,4511,872640,193,0.004591363,-0.4608388841152191,-9.05612274169922,0.999788761138916,0.2,1000,0.020231481481481482,2.765688419342041,5e-05,0.0004982354227858768,-0.005537428603749032
-2341.65628589,102,8640.0,4559,881280,193,0.0042684115,-0.45693105459213257,-9.060562353487368,0.9997739195823669,0.2,1010,0.023425925925925926,2.7919137477874756,5e-05,0.0004687938494262872,-0.005104509246604586
-2277.89495096,103,8640.0,4614,889920,192,0.0042910753,-0.4517683684825897,-9.075014673868814,0.9998165369033813,0.2,1020,0.023055555555555555,2.8245110511779785,5e-05,0.0004249742545868719,-0.004354184760746581
-2210.4231484,104,8640.0,4645,898560,193,0.004725621,-0.45437994599342346,-9.0983009924712,0.9997773170471191,0.2,1030,0.026770833333333334,2.859468936920166,5e-05,0.0005201649078366312,-0.004947734457026753
-2141.3747961600006,105,8640.0,4687,907200,193,0.0050202957,-0.45231884717941284,-9.114137079450819,0.999819278717041,0.2,1040,0.029930555555555554,2.8823647499084473,5e-05,0.00048716202154065725,-0.00582838528237685
-2082.43058968,106,8640.0,4721,915840,193,0.0049556512,-0.4444121718406677,-9.124975279348869,0.9998182654380798,0.2,1050,0.028842592592592593,2.905644416809082,5e-05,0.00042372618560437803,-0.005308310037513298
-2054.9427341200003,107,8640.0,4777,924480,193,0.005180021,-0.4648878574371338,-9.146348221390335,0.9998214840888977,0.2,1060,0.029895833333333333,2.943173885345459,5e-05,0.00046941240410820615,-0.005684058917945044
-2034.9665839599998,108,8640.0,4841,933120,192,0.005287776,-0.45040062069892883,-9.173937863243951,0.9998263120651245,0.2,1070,0.03702546296296296,2.9805643558502197,5e-05,0.00045280223594831853,-0.0057140961320449905
-2017.3916353599998,109,8640.0,4902,941760,192,0.004247292,-0.4721178710460663,-9.193999763064914,0.999843180179596,0.2,1080,0.022453703703703705,3.008993625640869,5e-05,0.00039842603425279744,-0.004277183443687304
-2003.9304579399998,110,8640.0,4961,950400,191,0.005459929,-0.46759170293807983,-9.204331053981075,0.999855101108551,0.2,1090,0.034583333333333334,3.0334694385528564,5e-05,0.00038916371778921325,-0.005004764684234504
-1993.7310478900001,111,8640.0,4988,959040,192,0.0041248896,-0.47202539443969727,-9.214547074635824,0.9998298287391663,0.2,1100,0.015891203703703703,3.067497730255127,5e-05,0.0005339568297602926,-0.004600236515462813
-1983.7236978199999,112,8640.0,5022,967680,192,0.0045636594,-0.4887791574001312,-9.229136887303104,0.9998304843902588,0.2,1110,0.03770833333333334,3.092439651489258,5e-05,0.0004521385192250212,-0.005359787550168457
-1973.67035071,113,8640.0,5073,976320,192,0.0049205623,-0.45680171251296997,-9.25361372064661,0.9998201131820679,0.2,1120,0.026643518518518518,3.138911485671997,5e-05,0.00042182275267636956,-0.0050066775490564324
-1950.26955704,114,8640.0,5131,984960,191,0.0050847954,-0.4855159819126129,-9.279865166699445,0.9998146891593933,0.2,1130,0.028715277777777777,3.174381971359253,5e-05,0.00042260338554452,-0.005357820850590037
-1927.6288202400006,115,8640.0,5166,993600,192,0.00524905,-0.4679611623287201,-9.292111258330168,0.9998417496681213,0.2,1140,0.03217592592592593,3.2027907371520996,5e-05,0.00038071646801351257,-0.006680821828475153
-1904.6551800100005,116,8640.0,5195,1002240,192,0.0047413525,-0.45872873067855835,-9.312396258601435,0.9997991919517517,0.2,1150,0.02564814814814815,3.2458276748657227,5e-05,0.00045044010383275303,-0.0057823174634810395
-1881.2829870500004,117,8640.0,5224,1010880,193,0.0051582074,-0.4750491976737976,-9.336785964259395,0.9998064041137695,0.2,1160,0.027199074074074073,3.28692364692688,5e-05,0.00041082274286223026,-0.004660166341776925
-1863.52823272,118,8640.0,5266,1019520,193,0.0043748175,-0.47494781017303467,-9.360682362450493,0.9998072385787964,0.2,1170,0.025763888888888888,3.3255980014801025,5e-05,0.00038504976353444226,-0.004828076139264913
-1849.9571245500001,119,8640.0,5306,1028160,193,0.0049240757,-0.4759518802165985,-9.381946902804904,0.9997992515563965,0.2,1180,0.03315972222222222,3.36357045173645,5e-05,0.00045156340348680884,-0.005155152922185759
-1837.8861155,120,8640.0,5369,1036800,193,0.005025857,-0.47349679470062256,-9.400888168193676,0.9998282194137573,0.2,1190,0.030648148148148147,3.3950109481811523,5e-05,0.000387207063257746,-0.004645130824711588
-1825.95453299,121,8640.0,5397,1045440,193,0.004971311,-0.4810921549797058,-9.424423198699952,0.9998255968093872,0.2,1200,0.034930555555555555,3.4359142780303955,5e-05,0.0003748461744140109,-0.005663954260483108
-1815.5215166100002,122,8640.0,5425,1054080,194,0.0046009123,-0.4733356237411499,-9.453524373372396,0.9998140931129456,0.2,1210,0.02841435185185185,3.4796695709228516,5e-05,0.00036283543544683467,-0.004661636810266861
-1805.3917675299997,123,8640.0,5482,1062720,193,0.0044949115,-0.47808292508125305,-9.495245667210332,0.9973258972167969,0.2,1220,0.022407407407407407,3.5285329818725586,5e-05,0.0007204827002823111,-0.0026272649990601673
-1796.3296141600001,124,8640.0,5509,1071360,194,0.00527379,-0.4950141906738281,-9.54920358022054,0.9997722506523132,0.2,1230,0.030706018518518518,3.5889484882354736,5e-05,0.0003814887151410976,-0.005055938328926762
-1787.3772977100002,125,8640.0,5537,1080000,195,0.004114251,-0.475324422121048,-9.596924848203306,0.9997705221176147,0.2,1240,0.018796296296296297,3.656238317489624,5e-05,0.00035269236330080913,-0.00425410778572162
-1779.7170418100004,126,8640.0,5570,1088640,195,0.0041420744,-0.4877321422100067,-9.624749888667354,0.9997295141220093,0.2,1250,0.021550925925925925,3.6840243339538574,5e-05,0.0004899552250625911,-0.0050170668866485356
