time/fps,rollout/ep_rew_mean,time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,time/iterations,train/approx_kl,train/learning_rate,train/loss,train/explained_variance,train/clip_range,train/entropy_loss,train/value_loss,train/std,train/clip_fraction,train/n_updates,train/policy_gradient_loss
346,-43026.95114479001,6016,7560.0,3836043,482,0.00024467704,1e-05,0.028555672615766525,0.2289014458656311,0.2,-5.628840214014053,0.08021188946440816,0.9883829355239868,0.0,8860,-0.0005155773559387455
346,-43304.060734959996,6029,7560.0,3840363,483,0.00054364954,1e-05,0.009364692494273186,0.9950741529464722,0.2,-5.628950423002243,0.0417293110396713,0.9883575439453125,0.0,8870,-0.0007091356404291815
346,-43304.060734959996,6040,7560.0,3844683,484,0.0004492193,1e-05,0.023696158081293106,0.4501792788505554,0.2,-5.628621673583984,0.06814921954646706,0.9882121682167053,0.0,8880,-0.0007610549479498019
346,-43376.59727260999,6053,7560.0,3849003,485,9.3074865e-05,1e-05,0.02069125697016716,0.9940362572669983,0.2,-5.628365153074265,0.05419168099761009,0.9882816076278687,0.0,8890,-0.0002551414685621367
346,-43376.59727260999,6065,7560.0,3853323,486,0.0004787657,1e-05,0.01736871898174286,0.9935099482536316,0.2,-5.628970718383789,0.05389395793899894,0.9885070323944092,0.0,8900,-0.0008388285792187755
346,-43644.57060638999,6078,7560.0,3857643,487,0.00010080891,1e-05,0.022557804360985756,0.06825357675552368,0.2,-5.6294827401638035,0.06392900850623846,0.9884846210479736,0.0,8910,-0.0003260314782899343
346,-43644.57060638999,6089,7560.0,3861963,488,0.00021069689,1e-05,0.010658035054802895,0.9942631721496582,0.2,-5.629167437553406,0.037233411939814685,0.9883636236190796,0.0,8920,-0.0005230285831972381
346,-43911.240646039994,6103,7560.0,3866283,489,0.00019702406,1e-05,0.025055494159460068,0.14220917224884033,0.2,-5.628417629003525,0.07005711486563086,0.9881089925765991,0.0,8930,-0.0004126856902857412
346,-43935.457429609996,6116,7560.0,3870603,490,0.0001892742,1e-05,0.010533499531447887,0.9956735372543335,0.2,-5.62730119228363,0.03540108052548021,0.9878154993057251,0.0,8940,-0.0004789205489352355
346,-43935.457429609996,6127,7560.0,3874923,491,0.00030788392,1e-05,0.020110007375478745,0.42784392833709717,0.2,-5.627001971006393,0.0642134016379714,0.9880415797233582,0.0,8950,-0.0006987738881823802
346,-44207.62225317,6141,7560.0,3879243,492,0.00023868048,1e-05,0.015679793432354927,0.9926482439041138,0.2,-5.627332007884979,0.05008689258247614,0.9878585338592529,0.0,8960,-0.00040807005853746856
346,-44207.62225317,6152,7560.0,3883563,493,0.0003622562,1e-05,0.011848926544189453,0.9926692843437195,0.2,-5.626839292049408,0.04526087576523423,0.9878868460655212,0.0,8970,-0.0008307288006621838
346,-44221.62159598,6165,7560.0,3887883,494,0.001011904,1e-05,0.015270356088876724,0.08603906631469727,0.2,-5.62694861292839,0.056790654361248014,0.9878705739974976,0.0,8980,-0.0011242379215740783
346,-44221.62159598,6177,7560.0,3892203,495,0.00033748124,1e-05,0.010769927874207497,0.9937003254890442,0.2,-5.6269073486328125,0.038735729781910776,0.9878787994384766,0.0,8990,-0.000702356921330849
346,-44491.69815006,6190,7560.0,3896523,496,9.361896e-05,1e-05,0.025694219395518303,0.13406628370285034,0.2,-5.6269926071167,0.07155199856497348,0.9879117012023926,0.0,9000,-0.0002456319335870205
346,-44767.14203105001,6203,7560.0,3900843,497,5.6018183e-05,1e-05,0.009869478642940521,0.994785726070404,0.2,-5.627167797088623,0.03481623793486506,0.9879703521728516,0.0,9010,-0.00022078578005682025
346,-44767.14203105001,6215,7560.0,3905163,498,0.0003472792,1e-05,0.02064071223139763,0.33673030138015747,0.2,-5.627513432502747,0.06405092189088464,0.9880933165550232,0.0,9020,-0.00045440095613198396
346,-45038.208957150004,6228,7560.0,3909483,499,0.00011085243,1e-05,0.017784401774406433,0.9919295310974121,0.2,-5.627903640270233,0.050446206238120794,0.9881439208984375,0.0,9030,-0.0002923566761456442
346,-45038.208957150004,6240,7560.0,3913803,500,0.00013690005,1e-05,0.01328771561384201,0.9934115409851074,0.2,-5.627862673997879,0.043808247847482565,0.9880648851394653,0.0,9040,-0.0005530266851541566
346,-45101.28994836,6253,7560.0,3918123,501,0.00017971269,1e-05,0.01947595365345478,0.06112957000732422,0.2,-5.627727496623993,0.05753678334876895,0.9881018400192261,0.0,9050,-0.0003414046466707177
346,-45101.28994836,6264,7560.0,3922443,502,0.00030615187,1e-05,0.011397936381399632,0.9936234354972839,0.2,-5.627721202373505,0.03663477015215903,0.988029420375824,0.0,9060,-0.0006126584764706067
346,-45112.45146269,6278,7560.0,3926763,503,0.00029089866,1e-05,0.021729815751314163,0.05936306715011597,0.2,-5.627436846494675,0.06656299480237067,0.9879810214042664,0.0,9070,-0.00047008585735142105
346,-45126.10648885001,6291,7560.0,3931083,504,0.00012209924,1e-05,0.009192181751132011,0.9944591522216797,0.2,-5.627303141355514,0.03332037411164492,0.9879628419876099,0.0,9080,-0.00031961903858110927
346,-45126.10648885001,6302,7560.0,3935403,505,8.5374566e-05,1e-05,0.023316189646720886,0.25302356481552124,0.2,-5.626990455389023,0.0654027910437435,0.9878076910972595,0.0,9090,-0.000300336805791801
346,-45139.13459855001,6315,7560.0,3939723,506,0.00027069615,1e-05,0.01610185205936432,0.9906195998191833,0.2,-5.626411944627762,0.04957885555922985,0.9876976013183594,0.0,9100,-0.0005983332760078674
346,-45139.13459855001,6327,7560.0,3944043,507,0.0005013174,1e-05,0.011947454884648323,0.9903914332389832,0.2,-5.626485562324524,0.044568168092519046,0.987869143486023,4.629629547707737e-05,9110,-0.0015608091798700486
346,-45176.03610231,6340,7560.0,3948363,508,0.00048100288,1e-05,0.019661175087094307,0.11231577396392822,0.2,-5.6265501260757445,0.05858971513807774,0.9876569509506226,0.0,9120,-0.001066969744452706
346,-45176.03610231,6352,7560.0,3952683,509,0.0001535432,1e-05,0.010541453957557678,0.993728518486023,0.2,-5.626096177101135,0.03726536619942635,0.9877356290817261,0.0,9130,-0.0004648891995200244
346,-45156.995651909994,6365,7560.0,3957003,510,8.891878e-05,1e-05,0.025235600769519806,0.11464792490005493,0.2,-5.626393377780914,0.06949993339367211,0.9877462387084961,0.0,9140,-0.0003309930153971408
346,-45151.52369856,6378,7560.0,3961323,511,7.58964e-05,1e-05,0.009489688090980053,0.9932371377944946,0.2,-5.626540350914001,0.03329391421284526,0.9878350496292114,0.0,9150,-0.00027733822527071795
346,-45151.52369856,6389,7560.0,3965643,512,0.00017035965,1e-05,0.019152766093611717,0.2935582399368286,0.2,-5.62660521864891,0.059602569742128256,0.9877457618713379,0.0,9160,-0.00045563750294395076
346,-45406.948682019996,6402,7560.0,3969963,513,0.00015161294,1e-05,0.012574735097587109,0.9920910000801086,0.2,-5.626273149251938,0.04157642107456923,0.9876965284347534,0.0,9170,-0.0003810145773973872
346,-45406.948682019996,6413,7560.0,3974283,514,0.0005715161,1e-05,0.013443445786833763,0.9923595190048218,0.2,-5.626221090555191,0.04441705928184092,0.987725555896759,0.0,9180,-0.0009354983142380924
346,-45363.655878989994,6427,7560.0,3978603,515,0.000144328,1e-05,0.018473543226718903,0.03095942735671997,0.2,-5.626216042041778,0.05412382576614618,0.9876758456230164,0.0,9190,-0.0004886441185821156
346,-45363.655878989994,6438,7560.0,3982923,516,0.0003051571,1e-05,0.007119199726730585,0.9940385222434998,0.2,-5.625561028718948,0.034730031667277214,0.9873868823051453,0.0,9200,-0.0006322058491265992
346,-45316.99469609999,6451,7560.0,3987243,517,6.919516e-05,1e-05,0.019554171711206436,0.06726646423339844,0.2,-5.625035548210144,0.05903466008603573,0.9874923229217529,0.0,9210,-0.00022745425769628015
346,-45553.52545088,6464,7560.0,3991563,518,0.0001541209,1e-05,0.006399685051292181,0.9937777519226074,0.2,-5.62538332939148,0.027540805959142746,0.9874902367591858,0.0,9220,-0.0005559437848585702
346,-45553.52545088,6476,7560.0,3995883,519,0.0005341167,1e-05,0.018518850207328796,0.22862368822097778,0.2,-5.625161445140838,0.058296402683481574,0.9873847961425781,0.0,9230,-0.0006739381366823949
346,-45806.38340255999,6489,7560.0,4000203,520,0.00040290394,1e-05,0.010098256170749664,0.9934992790222168,0.2,-5.624885779619217,0.03854489868972451,0.9873920679092407,0.0,9240,-0.0009188992198593038
346,-45806.38340255999,6501,7560.0,4004523,521,5.58417e-05,1e-05,0.011444921605288982,0.9942718148231506,0.2,-5.624797201156616,0.0364013752900064,0.9873083829879761,0.0,9250,-0.0001916981856580513
346,-46067.612939650004,6514,7560.0,4008843,522,0.00020637101,1e-05,0.016962362453341484,0.037038981914520264,0.2,-5.624501633644104,0.05101932855322957,0.9872637987136841,0.0,9260,-0.0004351672201060808
346,-46067.612939650004,6525,7560.0,4013163,523,0.00011027789,1e-05,0.007452255114912987,0.9949706196784973,0.2,-5.623977500200271,0.02962698172777891,0.9870160818099976,0.0,9270,-0.0003408564323616581
346,-46027.047015239994,6538,7560.0,4017483,524,0.00029293142,1e-05,0.016995858401060104,0.014356851577758789,0.2,-5.623128068447113,0.05751686156727374,0.9868773221969604,0.0,9280,-0.0004578948216458656
346,-46288.426240830006,6551,7560.0,4021803,525,0.0003125592,1e-05,0.006994212511926889,0.9953324794769287,0.2,-5.622880548238754,0.02750887917354703,0.9869071245193481,0.0,9290,-0.0007767772133959405
346,-46288.426240830006,6563,7560.0,4026123,526,0.00056519127,1e-05,0.015506586991250515,0.18946290016174316,0.2,-5.622756987810135,0.053995580319315194,0.9867709279060364,0.0,9300,-0.000936988830474661
346,-46246.90983094,6576,7560.0,4030443,527,0.00050210743,1e-05,0.010185176506638527,0.9934887290000916,0.2,-5.622079384326935,0.035572006343863906,0.9865809082984924,0.0,9310,-0.0008590140832559712
346,-46246.90983094,6588,7560.0,4034763,528,0.00010605654,1e-05,0.008766794577240944,0.995263934135437,0.2,-5.621523278951645,0.032146454649046065,0.9865240454673767,0.0,9320,-0.00028778984733364156
346,-46187.88824548001,6602,7560.0,4039083,529,0.0013058488,1e-05,0.00875930767506361,0.015643596649169922,0.2,-5.621768516302109,0.04252468142658472,0.9867179989814758,9.259259095415474e-05,9330,-0.0013846111066476042
346,-46187.88824548001,6614,7560.0,4043403,530,0.0002532698,1e-05,0.006988309323787689,0.9949416518211365,0.2,-5.62213426232338,0.02775860163383186,0.9866373538970947,0.0,9340,-0.0005007454399812428
346,-46437.58021098,6627,7560.0,4047723,531,0.0001805791,1e-05,0.016072511672973633,0.02485138177871704,0.2,-5.621696978807449,0.0508393969386816,0.9865316152572632,0.0,9350,-0.0004134731291999927
346,-46395.122028460006,6640,7560.0,4052043,532,0.00049084704,1e-05,0.006143835373222828,0.9958549737930298,0.2,-5.621288466453552,0.025328970490954818,0.986443042755127,0.0,9360,-0.0007637096021531509
346,-46395.122028460006,6651,7560.0,4056363,533,0.00066092156,1e-05,0.014716943725943565,0.17912572622299194,0.2,-5.6210606634616855,0.04946782346814871,0.9864225387573242,0.0,9370,-0.0007209842869896121
346,-46651.58511981,6664,7560.0,4060683,534,0.0002265001,1e-05,0.01116335578262806,0.9940805435180664,0.2,-5.621231210231781,0.03623030711896717,0.986534595489502,0.0,9380,-0.0005472859397530616
346,-46651.58511981,6675,7560.0,4065003,535,0.00019280062,1e-05,0.009056061506271362,0.994533896446228,0.2,-5.6215563178062435,0.0321645169518888,0.9865522384643555,0.0,9390,-0.00037274494239305513
346,-46632.18273167,6688,7560.0,4069323,536,0.0002615982,1e-05,0.01186405960470438,0.052504658699035645,0.2,-5.621621000766754,0.0440581779461354,0.9865847229957581,0.0,9400,-0.0004105141553605307
346,-46632.18273167,6700,7560.0,4073643,537,0.0001228092,1e-05,0.0050050001591444016,0.9958155751228333,0.2,-5.621890777349472,0.02680375734344125,0.9866988658905029,0.0,9410,-0.0003686914913601846
346,-46592.85783760999,6713,7560.0,4077963,538,0.000121228746,1e-05,0.01522307749837637,-0.003154158592224121,0.2,-5.622201424837113,0.05021944451145828,0.986707329750061,0.0,9420,-0.0002482813961293573
346,-46845.76294615,6726,7560.0,4082283,539,0.00044360012,1e-05,0.00630184356123209,0.995974600315094,0.2,-5.6220994055271145,0.026653132238425314,0.986656904220581,0.0,9430,-0.0008332665169156428
346,-46845.76294615,6738,7560.0,4086603,540,0.00018895685,1e-05,0.013631441630423069,0.15739226341247559,0.2,-5.62227965593338,0.04751620404422283,0.9868384599685669,0.0,9440,-0.00035546659559599904
346,-46811.559686659995,6751,7560.0,4090923,541,0.0001746433,1e-05,0.011974209919571877,0.994478702545166,0.2,-5.622710973024368,0.038153669564053416,0.9868118166923523,0.0,9450,-0.00044393680142604806
346,-46811.559686659995,6762,7560.0,4095243,542,0.00042255555,1e-05,0.011049206368625164,0.9952515959739685,0.2,-5.622344839572906,0.03214225391857326,0.9866656064987183,0.0,9460,-0.0008298504476035529
346,-47038.75383257,6775,7560.0,4099563,543,0.0003156683,1e-05,0.012963949702680111,0.047514498233795166,0.2,-5.622091597318649,0.04085617153905332,0.9867314100265503,0.0,9470,-0.0004956841136767309
346,-47038.75383257,6787,7560.0,4103883,544,6.375756e-05,1e-05,0.0046849921345710754,0.9957455396652222,0.2,-5.622785526514053,0.022105507296510042,0.9869973659515381,0.0,9480,-0.0002928276617089054
346,-47264.78608916999,6800,7560.0,4108203,545,0.00043883867,1e-05,0.014650687575340271,0.022028565406799316,0.2,-5.623548316955566,0.04467144920490682,0.9870615005493164,0.0,9490,-0.0007000695102808319
346,-47485.81550035999,6813,7560.0,4112523,546,0.00077561557,1e-05,0.0013354192487895489,0.9952048063278198,0.2,-5.623335200548172,0.02191867947112769,0.9868961572647095,0.0,9500,-0.001221333457194085
346,-47485.81550035999,6825,7560.0,4116843,547,0.00015318542,1e-05,0.012661373242735863,0.15514636039733887,0.2,-5.62263822555542,0.04324109936133027,0.9867376089096069,0.0,9510,-0.00039985264522872653
346,-47709.48296936,6838,7560.0,4121163,548,0.0002649608,1e-05,0.009673230350017548,0.9945816397666931,0.2,-5.622037196159363,0.031450760248117146,0.9865933656692505,0.0,9520,-0.0005106431840400383
346,-47709.48296936,6850,7560.0,4125483,549,0.00032282848,1e-05,0.007673443760722876,0.9952849745750427,0.2,-5.621593409776688,0.030023426190018652,0.9865319728851318,0.0,9530,-0.0007824445399355007
346,-47933.309857939996,6864,7560.0,4129803,550,0.00028291246,1e-05,0.009911485947668552,0.062211453914642334,0.2,-5.6214741468429565,0.038266880856826904,0.9865381717681885,0.0,9540,-0.000653016469824963
346,-47933.309857939996,6875,7560.0,4134123,551,0.000116878124,1e-05,0.004851603880524635,0.9968335628509521,0.2,-5.621588861942291,0.02216279509011656,0.9865869283676147,0.0,9550,-0.0003168367730469912
346,-47904.99448988,6888,7560.0,4138443,552,6.782742e-05,1e-05,0.012789379805326462,0.009904921054840088,0.2,-5.622132730484009,0.04377265917137265,0.9868227243423462,0.0,9560,-0.000280743868481359
346,-47871.739475450006,6901,7560.0,4142763,553,0.00045371032,1e-05,0.0016404082998633385,0.9974513649940491,0.2,-5.622433620691299,0.020221851055976004,0.9866551756858826,0.0,9570,-0.0007684715444379542
346,-47871.739475450006,6913,7560.0,4147083,554,6.1033625e-05,1e-05,0.013148748315870762,0.11148065328598022,0.2,-5.621543592214584,0.04299337337724864,0.9864269495010376,0.0,9580,-0.00017141764068240306
346,-47830.640021160005,6926,7560.0,4151403,555,0.00039843973,1e-05,0.007692681159824133,0.9957621097564697,0.2,-5.62078977227211,0.032088193390518424,0.9862999320030212,0.0,9590,-0.000902810551867006
346,-47830.640021160005,6938,7560.0,4155723,556,0.00029606943,1e-05,0.00635166373103857,0.9966987371444702,0.2,-5.620570367574691,0.028840287332423033,0.9863333702087402,0.0,9600,-0.0009769030839039238
346,-47831.037817920005,6951,7560.0,4160043,557,6.919601e-05,1e-05,0.010951769538223743,0.06130152940750122,0.2,-5.620258241891861,0.03748745273333043,0.9860822558403015,0.0,9610,-0.00026729997316992103
346,-47831.037817920005,6962,7560.0,4164363,558,0.00021126258,1e-05,0.0025184075348079205,0.9966572523117065,0.2,-5.61959393620491,0.02123218704946339,0.9860901832580566,0.0,9620,-0.0004739427373920524
346,-48071.41677718,6975,7560.0,4168683,559,0.0005862333,1e-05,0.01387631893157959,0.028721094131469727,0.2,-5.619527232646942,0.04308752147480845,0.9860013127326965,0.0,9630,-0.0006676633020100021
346,-48031.10982069,6989,7560.0,4173003,560,0.00055916863,1e-05,0.003962351009249687,0.9976984858512878,0.2,-5.619528341293335,0.02000036690151319,0.9861305356025696,0.0,9640,-0.0010124715029451892
346,-48031.10982069,7000,7560.0,4177323,561,0.00022323432,1e-05,0.011525582522153854,0.130163311958313,0.2,-5.619896590709686,0.0410504708532244,0.9861316084861755,0.0,9650,-0.0004340330037273077
346,-47998.322921349994,7013,7560.0,4181643,562,0.00025210137,1e-05,0.005674079060554504,0.997047483921051,0.2,-5.619988572597504,0.027732184855267406,0.9862104654312134,0.0,9660,-0.0005090275438974778
346,-47998.322921349994,7025,7560.0,4185963,563,0.00035534595,1e-05,0.004916513804346323,0.9960954189300537,0.2,-5.6199386537075045,0.02995408228598535,0.986065685749054,0.0,9670,-0.0007321734830172067
346,-47964.137675629994,7037,7560.0,4190283,564,0.00036970933,1e-05,0.009130806662142277,0.06032359600067139,0.2,-5.619649946689606,0.03537889556027949,0.9861152172088623,0.0,9680,-0.00041255929606340833
346,-47964.137675629994,7049,7560.0,4194603,565,0.0001902497,1e-05,0.004164800979197025,0.9976407885551453,0.2,-5.619530743360519,0.020214403537102042,0.9859601259231567,0.0,9690,-0.0003364822593200145
346,-47940.37427577,7062,7560.0,4198923,566,9.156583e-05,1e-05,0.01414647325873375,-0.0034220218658447266,0.2,-5.6189551770687105,0.044964753976091745,0.9858746528625488,0.0,9700,-0.0002094757033049177
346,-47938.33348139,7076,7560.0,4203243,567,0.00023344716,1e-05,0.001816771924495697,0.997480034828186,0.2,-5.618632733821869,0.020922401768621056,0.9857814908027649,0.0,9710,-0.0005185469195489123
346,-47938.33348139,7087,7560.0,4207563,568,8.346939e-05,1e-05,0.012788660824298859,0.09395790100097656,0.2,-5.618536841869354,0.04157691127620637,0.9858542680740356,0.0,9720,-0.0003005202652014205
346,-47925.344437730004,7100,7560.0,4211883,569,0.00047332578,1e-05,0.00842729676514864,0.996642529964447,0.2,-5.618874192237854,0.03030709335580468,0.9859337210655212,0.0,9730,-0.0009130261320808408
346,-47925.344437730004,7112,7560.0,4216203,570,0.0004125603,1e-05,0.006478806026279926,0.9968922138214111,0.2,-5.61937997341156,0.02683330629952252,0.9861187934875488,0.0,9740,-0.0004962970341385597
346,-47935.31958612001,7125,7560.0,4220523,571,7.7061544e-05,1e-05,0.012700305320322514,0.0793200135231018,0.2,-5.619916719198227,0.03962858319282532,0.9861589670181274,0.0,9750,-0.00020090450849062912
346,-47935.31958612001,7136,7560.0,4224843,572,0.000544603,1e-05,0.0044411346316337585,0.9972089529037476,0.2,-5.619666409492493,0.02227641884237528,0.9859838485717773,2.3148147738538684e-05,9760,-0.0012497642775031626
346,-47935.715013379995,7149,7560.0,4229163,573,4.253186e-05,1e-05,0.013913641683757305,0.019908547401428223,0.2,-5.619182652235031,0.044935570610687134,0.9859709739685059,0.0,9770,-0.00011620246817400925
346,-47942.75319601001,7162,7560.0,4233483,574,0.0003295517,1e-05,0.003588480409234762,0.997917652130127,0.2,-5.619420272111893,0.02035844373749569,0.9860967397689819,0.0,9780,-0.0008294467801346808
346,-47942.75319601001,7174,7560.0,4237803,575,0.00016809485,1e-05,0.011475393548607826,0.10993552207946777,0.2,-5.619745069742203,0.04095001220703125,0.9860968589782715,0.0,9790,-0.0004584392812331473
346,-47957.51856058001,7188,7560.0,4242123,576,0.000181977,1e-05,0.006587028969079256,0.9977360963821411,0.2,-5.619517183303833,0.02843828990589827,0.985986053943634,0.0,9800,-0.0004921012080035148
346,-47957.51856058001,7200,7560.0,4246443,577,5.5216668e-05,1e-05,0.007177229970693588,0.9978945851325989,0.2,-5.619027334451675,0.027816517953760923,0.9858633279800415,0.0,9810,-0.00018308519884442377
346,-47977.203280140006,7213,7560.0,4250763,578,3.5292946e-05,1e-05,0.011734846979379654,0.07381677627563477,0.2,-5.6185606777668,0.03800803879275918,0.9857613444328308,0.0,9820,-0.0002082101200547637
346,-47977.203280140006,7224,7560.0,4255083,579,0.00014081225,1e-05,0.004230402875691652,0.9980003833770752,0.2,-5.618107277154922,0.019728661980479956,0.9856338500976562,0.0,9830,-0.00036376101953896625
346,-47997.614622010005,7238,7560.0,4259403,580,6.2007384e-05,1e-05,0.012336207553744316,0.013338923454284668,0.2,-5.617853224277496,0.04185276161879301,0.9856570959091187,0.0,9840,-0.00018129263954262952
346,-48021.193720660005,7251,7560.0,4263723,581,0.00046248036,1e-05,0.0036218585446476936,0.9977968335151672,0.2,-5.618288880586624,0.021154320263303817,0.9858531355857849,0.0,9850,-0.000977746697224946
346,-48021.193720660005,7262,7560.0,4268043,582,8.0862985e-05,1e-05,0.011210214346647263,0.09782534837722778,0.2,-5.618790149688721,0.039245805656537416,0.9858565330505371,0.0,9860,-0.00018903868610653518
346,-48038.7836469,7275,7560.0,4272363,583,0.0003008886,1e-05,0.0070765879936516285,0.9976996183395386,0.2,-5.618611437082291,0.028587840660475195,0.9857960939407349,0.0,9870,-0.0006218815874840189
346,-48038.7836469,7286,7560.0,4276683,584,0.00022544462,1e-05,0.006982414983212948,0.9977545738220215,0.2,-5.618205976486206,0.026653488958254458,0.9856452941894531,0.0,9880,-0.000475044062766683
346,-48050.05791383,7300,7560.0,4281003,585,9.489494e-05,1e-05,0.010622052475810051,0.11192107200622559,0.2,-5.617722815275192,0.03686299195978791,0.9855850338935852,0.0,9890,-0.00034251262754327885
346,-48050.05791383,7312,7560.0,4285323,586,0.00076323736,1e-05,0.0013588620349764824,0.9984729290008545,0.2,-5.617400431632996,0.01949171331943944,0.9854559898376465,0.0,9900,-0.0014229502117092771
346,-48055.61710473,7325,7560.0,4289643,587,0.00015388007,1e-05,0.014625776559114456,0.02891021966934204,0.2,-5.61686726808548,0.04697690191678703,0.9853367805480957,0.0,9910,-0.0003908844382499943
346,-47819.90627637999,7338,7560.0,4293963,588,8.215067e-05,1e-05,0.24466903507709503,0.998300313949585,0.2,-5.616556084156036,0.5959528498351574,0.985307514667511,0.0,9920,-0.0002494644803746726
346,-47819.90627637999,7349,7560.0,4298283,589,2.4548339e-05,1e-05,0.45467278361320496,0.9919136166572571,0.2,-5.616506505012512,1.018558069318533,0.9853085279464722,0.0,9930,-0.0001485585641698428
346,-47840.327536729994,7362,7560.0,4302603,590,0.0006060009,1e-05,0.003914243541657925,0.996989369392395,0.2,-5.616537350416183,0.03180022672750056,0.9853144884109497,4.629629547707737e-05,9940,-0.001685112107065434
346,-47840.327536729994,7373,7560.0,4306923,591,0.00031823618,1e-05,0.011397548019886017,0.997232973575592,0.2,-5.616500061750412,0.033911076141521335,0.985280454158783,0.0,9950,-0.0007788082563207732
346,-47602.502624270004,7386,7560.0,4311243,592,4.4437056e-05,1e-05,0.4344103932380676,0.9964342713356018,0.2,-5.6164017736911775,1.0003349743783474,0.9852815270423889,0.0,9960,-0.00023052566122716556
346,-47602.502624270004,7398,7560.0,4315563,593,3.822807e-05,1e-05,0.24143864214420319,0.9988388419151306,0.2,-5.616424918174744,0.5475025754421949,0.9852864742279053,0.0,9970,-0.00024800429549560186
346,-47602.53054318001,7411,7560.0,4319883,594,0.00035222725,1e-05,0.011929616332054138,0.01494520902633667,0.2,-5.616454762220383,0.044232203625142574,0.9853051900863647,0.0,9980,-0.0006127120103121442
346,-47614.54218591,7424,7560.0,4324203,595,0.0011920752,1e-05,0.004264522343873978,0.9978241324424744,0.2,-5.616325503587722,0.0202482411172241,0.9851868748664856,2.3148147738538684e-05,9990,-0.0011829780750592489
346,-47614.54218591,7436,7560.0,4328523,596,8.014683e-05,1e-05,0.014630711637437344,0.1142469048500061,0.2,-5.61585373878479,0.04475970696657896,0.9851055145263672,0.0,10000,-0.00017596915942235113
346,-47625.231403480015,7449,7560.0,4332843,597,0.0004372529,1e-05,0.00889586005359888,0.9971565008163452,0.2,-5.615513044595718,0.03427649165969342,0.98499995470047,2.3148147738538684e-05,10010,-0.001052462818612998
346,-47625.231403480015,7460,7560.0,4337163,598,0.00031241588,1e-05,0.009894649498164654,0.9975766539573669,0.2,-5.614928203821182,0.034717414155602457,0.9848175644874573,0.0,10020,-0.0009514075630760565
346,-47632.032805790004,7473,7560.0,4341483,599,0.00016397511,1e-05,0.011396899819374084,0.11504572629928589,0.2,-5.614180684089661,0.037204136000946166,0.9846400618553162,0.0,10030,-0.0004742367502528211
346,-47632.032805790004,7485,7560.0,4345803,600,1.0305312e-05,1e-05,0.1535562127828598,0.9953024387359619,0.2,-5.613715177774429,0.6559645481407642,0.9846067428588867,0.0,10040,-4.2090888581258756e-05
346,-47394.641279929994,7498,7560.0,4350123,601,5.0750386e-05,1e-05,0.2636370360851288,0.9942778944969177,0.2,-5.613667303323746,0.8495436299592256,0.9846065640449524,0.0,10050,-0.0002514453119163318
346,-47410.32362901,7511,7560.0,4354443,602,9.605578e-06,1e-05,0.14266566932201385,0.9990975856781006,0.2,-5.613733637332916,0.39819043353199957,0.9846445918083191,0.0,10060,-3.916730374041166e-05
346,-47410.32362901,7523,7560.0,4358763,603,0.00042368384,1e-05,0.01313107181340456,0.1838422417640686,0.2,-5.613732224702835,0.046631448715925214,0.9845856428146362,0.0,10070,-0.0008955856972928444
346,-47179.98376704,7536,7560.0,4363083,604,1.0134556e-05,1e-05,0.42853134870529175,0.9957541227340698,0.2,-5.61354768872261,1.3304082326591016,0.9845703840255737,0.0,10080,-2.478265356415932e-05
346,-47179.98376704,7548,7560.0,4367403,605,1.0851205e-05,1e-05,0.411232054233551,0.9919304847717285,0.2,-5.613475579023361,1.2059940546751022,0.9845370054244995,0.0,10090,-6.381525067664651e-05
346,-46952.206181969996,7561,7560.0,4371723,606,4.8415473e-05,1e-05,0.3552292287349701,0.995989203453064,0.2,-5.613373023271561,1.046125517040491,0.984535813331604,0.0,10100,-0.0002415017920605833
346,-46952.206181969996,7573,7560.0,4376043,607,3.868503e-05,1e-05,0.272185742855072,0.9988062977790833,0.2,-5.61335522532463,0.6241082198917866,0.9845142364501953,0.0,10110,-0.00021411790033038503
346,-46980.7008441,7587,7560.0,4380363,608,0.00039913604,1e-05,0.012365701608359814,0.04782664775848389,0.2,-5.61323606967926,0.048232463421300054,0.9844768643379211,0.0,10120,-0.0005430537004698976
346,-46745.31997301999,7600,7560.0,4384683,609,2.5964033e-05,1e-05,0.30133649706840515,0.997803807258606,0.2,-5.61313579082489,0.8687104761600495,0.9844695925712585,0.0,10130,-0.00012001672736077218
346,-46745.31997301999,7611,7560.0,4389003,610,4.5509965e-05,1e-05,0.4632064402103424,0.9893894791603088,0.2,-5.613142722845078,1.0869505472481251,0.9844913482666016,0.0,10140,-0.0002433614025542763
346,-46771.6324645,7624,7560.0,4393323,611,0.001153436,1e-05,0.0028993887826800346,0.9954686164855957,0.2,-5.613049250841141,0.035405729850754145,0.9843957424163818,4.629629547707737e-05,10150,-0.001463629984715098
346,-46771.6324645,7636,7560.0,4397643,612,0.0011107639,1e-05,0.01308360230177641,0.9974342584609985,0.2,-5.612992745637894,0.04603634742088616,0.9845044612884521,0.0006250000005820766,10160,-0.0023064737150124024
346,-46550.054608769984,7649,7560.0,4401963,613,9.379899e-05,1e-05,0.3893355429172516,0.9962856769561768,0.2,-5.613322979211807,0.9668136537075043,0.9845258593559265,0.0,10170,-0.0003950562170314087
