time/iterations,rollout/ep_rew_mean,time/fps,time/total_timesteps,rollout/ep_len_mean,time/time_elapsed,train/std,train/clip_range,train/entropy_loss,train/policy_gradient_loss,train/explained_variance,train/n_updates,train/value_loss,train/clip_fraction,train/loss,train/approx_kl,train/learning_rate
123,-9187.78726869,307,1062720,7560.0,3458,1.0170820951461792,0.2,-5.7399744867395475,-0.003746712930948922,0.9996256828308105,1220,7.535091818917189e-05,0.036967592592592594,0.007078736089169979,0.005656376,5e-05
124,-9176.643935110002,307,1071360,7560.0,3486,1.0222318172454834,0.2,-5.751749357647366,-0.00582503377356463,0.9994736313819885,1230,0.00011919758607998827,0.04383101851851852,-0.014914685860276222,0.004935285,5e-05
125,-9169.62456495,307,1080000,7560.0,3514,1.0205402374267578,0.2,-5.756708802117242,-0.0029398209206690945,0.9995463490486145,1240,9.137398127172168e-05,0.032476851851851854,-0.010626505129039288,0.0050797234,5e-05
126,-9042.45504937,307,1088640,7560.0,3544,1.0181283950805664,0.2,-5.749588529092295,-0.0031748473365722156,0.9996196627616882,1250,9.93413931104846e-05,0.023993055555555556,0.002315264195203781,0.0043719793,5e-05
127,-8950.62963376,307,1097280,7560.0,3571,1.018860936164856,0.2,-5.746225146187676,-0.002510411261270444,0.9997991323471069,1260,6.903728342068563e-05,0.023761574074074074,0.0025453621055930853,0.004483294,5e-05
128,-8864.902131769999,307,1105920,7560.0,3599,1.0160752534866333,0.2,-5.741578447553847,-0.004637743074929824,0.9996731281280518,1270,7.547324471589592e-05,0.04076388888888889,0.019629180431365967,0.0052433447,5e-05
129,-8778.17330531,307,1114560,7560.0,3626,1.0196112394332886,0.2,-5.743268174065484,-0.005342797740121131,0.999653697013855,1280,7.93363836527095e-05,0.04221064814814815,-0.0035413929726928473,0.004811091,5e-05
130,-8694.45342649,307,1123200,7560.0,3654,1.0160002708435059,0.2,-5.743081245422363,-0.004869065887329203,0.9995555281639099,1290,0.0001275671349692318,0.03269675925925926,-0.030537737533450127,0.004786507,5e-05
131,-8613.253210359999,307,1131840,7560.0,3682,1.014542579650879,0.2,-5.733952084294072,-0.0034421842165843204,0.9995462894439697,1300,6.502164908279492e-05,0.03274305555555555,-0.007063380442559719,0.0043740184,5e-05
132,-8540.7218266,307,1140480,7560.0,3710,1.0133912563323975,0.2,-5.726905447288796,-0.004754184715242849,0.9996335506439209,1310,5.791107835345125e-05,0.04875,-0.006779668852686882,0.0062924842,5e-05
133,-8566.58439571,307,1149120,7560.0,3739,1.0158158540725708,0.2,-5.730483635443228,-0.0039049167572348204,0.9945269823074341,1320,0.001580429830592712,0.0359375,-0.009081501513719559,0.0048609306,5e-05
134,-8441.34130152,307,1157760,7560.0,3766,1.0181987285614014,0.2,-5.739363425925926,-0.0032858728025005096,0.9929934144020081,1330,0.000365941498993952,0.031828703703703706,-0.0244230255484581,0.004086685,5e-05
135,-8398.73534864,307,1166400,7560.0,3793,1.0149426460266113,0.2,-5.737857614446569,-0.003616296594824504,0.9997311234474182,1340,6.124288173143416e-05,0.033680555555555554,-0.018724342808127403,0.004871561,5e-05
136,-8321.9144538,307,1175040,7560.0,3821,1.0188117027282715,0.2,-5.7384955755869544,-0.005245001363326554,0.9930734634399414,1350,0.0010552649014668228,0.038657407407407404,-0.010848660953342915,0.0050699613,5e-05
137,-8234.680975939998,307,1183680,7560.0,3848,1.0179715156555176,0.2,-5.7438438041121875,-0.0029228785073522616,0.9593685865402222,1360,0.0008707317530125794,0.022627314814814815,0.015338083729147911,0.004572041,5e-05
138,-8143.5177492500015,307,1192320,7560.0,3876,1.0155863761901855,0.2,-5.738180140389336,-0.0036689609028743926,0.9996619820594788,1370,7.651087984009387e-05,0.042291666666666665,-0.0003392634098418057,0.0057905484,5e-05
139,-8033.751232750002,307,1200960,7560.0,3903,1.0124411582946777,0.2,-5.725521302753025,-0.003524201787508058,0.9996194243431091,1380,0.00019460932126902562,0.03650462962962963,-0.018300073221325874,0.00520466,5e-05
140,-7868.703722900001,307,1209600,7560.0,3932,1.0072033405303955,0.2,-5.710113994457104,-0.003429016975203046,0.9996548891067505,1390,0.00011497758586806918,0.03400462962962963,-0.00012560618051793426,0.0051607993,5e-05
141,-7795.770866780001,307,1218240,7560.0,3959,1.0066003799438477,0.2,-5.699023077223036,-0.003766354390213059,0.9998161792755127,1400,8.77196695499286e-05,0.03777777777777778,-7.551501039415598e-05,0.0050871037,5e-05
142,-7686.731645409999,307,1226880,7560.0,3987,1.0058386325836182,0.2,-5.695707021995827,-0.004955641154751733,0.9997055530548096,1410,8.583964677570663e-05,0.04065972222222222,0.0007677114335820079,0.005074316,5e-05
143,-7579.57056206,307,1235520,7560.0,4014,1.0035980939865112,0.2,-5.688660393820869,-0.003452034837876757,0.999710202217102,1420,8.230518876964063e-05,0.03082175925925926,-0.005901063792407513,0.0043773167,5e-05
144,-7498.388315,307,1244160,7560.0,4042,1.0013929605484009,0.2,-5.6802505652109785,-0.004881223278568575,0.9996941685676575,1430,6.968575021380309e-05,0.04579861111111111,-0.01793779991567135,0.0057106465,5e-05
145,-7422.391778929999,307,1252800,7560.0,4070,0.9994637370109558,0.2,-5.673801646762424,-0.003932254269063748,0.9996805191040039,1440,6.103335872197662e-05,0.040150462962962964,-0.0005625127232633531,0.00500441,5e-05
146,-7349.90584618,307,1261440,7560.0,4097,0.9977484345436096,0.2,-5.666342644161648,-0.0045695297211339626,0.9996857643127441,1450,7.687465710424241e-05,0.036631944444444446,-0.005703943781554699,0.00527638,5e-05
147,-7274.10224025,307,1270080,7560.0,4126,1.0023750066757202,0.2,-5.672239493617305,-0.002123151041774286,0.993800699710846,1460,0.0010443563904307127,0.02741898148148148,-0.015512513928115368,0.0040889084,5e-05
148,-7211.7037601600005,307,1278720,7560.0,4154,1.007563829421997,0.2,-5.692747384177314,-0.004032865897407411,0.9978992342948914,1470,0.00020481937388400117,0.038703703703703705,-0.029774360358715057,0.0044924878,5e-05
149,-7190.31784294,307,1287360,7560.0,4184,1.0037399530410767,0.2,-5.693775359612924,-0.004540512447624847,0.9997957348823547,1480,5.826865134386699e-05,0.042881944444444445,-0.00015361575060524046,0.0053390316,5e-05
150,-7124.9089688700005,307,1296000,7560.0,4212,1.0099501609802246,0.2,-5.698080442923087,-0.004976722691553058,0.9609410166740417,1490,0.000801166823619968,0.03778935185185185,0.03767414391040802,0.0049004448,5e-05
151,-7050.09297482,307,1304640,7560.0,4240,1.0092060565948486,0.2,-5.709029934847797,-0.0053441283399998036,0.9997214078903198,1500,7.396703152254405e-05,0.05215277777777778,-0.03831525519490242,0.0063059824,5e-05
152,-6975.679774879999,307,1313280,7560.0,4268,1.0132684707641602,0.2,-5.716566736433241,-0.0038592611518860967,0.9996858835220337,1510,8.34246977548766e-05,0.035451388888888886,0.01294536143541336,0.005166427,5e-05
153,-6911.00173014,307,1321920,7560.0,4295,1.0121508836746216,0.2,-5.721083867461593,-0.0035322130607717017,0.9997414946556091,1520,8.205088604342934e-05,0.028506944444444446,-0.012643225491046906,0.00473834,5e-05
154,-6895.8097433600005,307,1330560,7560.0,4323,1.0165594816207886,0.2,-5.728632730201439,-0.0039057677318514498,0.9963740110397339,1530,0.0008368819977988971,0.03539351851851852,0.01398427877575159,0.0045441473,5e-05
155,-7005.28128576,307,1339200,7560.0,4350,1.0209236145019531,0.2,-5.744731306146693,-0.004401730927293775,0.9988710880279541,1540,0.0002454822868889163,0.05122685185185185,0.0011259225429967046,0.0053814235,5e-05
156,-7047.22746157,307,1347840,7560.0,4378,1.0260130167007446,0.2,-5.763161660653574,-0.0026274590546058285,0.9916562438011169,1550,0.001593457951212595,0.028854166666666667,-0.012005078606307507,0.004062496,5e-05
157,-7062.648104149999,307,1356480,7560.0,4405,1.0277066230773926,0.2,-5.776497492260403,-0.00382809960524793,0.9942266345024109,1560,0.0012596186057285026,0.03803240740740741,-0.01567213237285614,0.004456664,5e-05
158,-7061.964199019999,307,1365120,7560.0,4433,1.0287556648254395,0.2,-5.7816195929491965,-0.0033976148800165563,0.9954439997673035,1570,0.0014312521639469734,0.0369212962962963,-0.03170157968997955,0.004854598,5e-05
159,-7087.688259889999,307,1373760,7560.0,4460,1.0303326845169067,0.2,-5.78561843836749,-0.0044729325594380495,0.9997196793556213,1580,0.00011555464382615389,0.04517361111111111,-0.018736092373728752,0.0058389623,5e-05
160,-7113.980715639998,308,1382400,7560.0,4488,1.033290982246399,0.2,-5.794997265073988,-0.0036691557226219665,0.9934504628181458,1590,0.0019321674300806114,0.03491898148148148,-0.011713801883161068,0.0046992707,5e-05
161,-7165.553777839998,307,1391040,7560.0,4517,1.0355803966522217,0.2,-5.80391523361206,-0.0026631402831386636,0.9958875775337219,1600,0.0009892727954839183,0.03380787037037037,-0.00011431140592321754,0.0043774056,5e-05
162,-7185.997892139999,308,1399680,7560.0,4544,1.0407302379608154,0.2,-5.819556895715219,-0.004188500616906418,0.9949575066566467,1610,0.0008614293731106618,0.042083333333333334,-0.0031158002093434334,0.0051770504,5e-05
163,-7191.514359159999,308,1408320,7560.0,4570,1.0475913286209106,0.2,-5.841259161278054,-0.003788111436146277,0.9941879510879517,1620,0.0007694076693884131,0.034513888888888886,-0.003351014107465744,0.004604987,5e-05
164,-7249.60633163,308,1416960,7560.0,4598,1.045133113861084,0.2,-5.8484049959535955,-0.0033950923112462516,0.9991528987884521,1630,0.00020522362172616543,0.036828703703703704,0.021438661962747574,0.0051135365,5e-05
165,-7316.712864079999,308,1425600,7560.0,4625,1.0452497005462646,0.2,-5.843698117997911,-0.00256996668237089,0.9969925284385681,1640,0.0007983997280825861,0.02616898148148148,-0.010510637424886227,0.0038531772,5e-05
166,-7371.925696369999,308,1434240,7560.0,4652,1.0505374670028687,0.2,-5.855146750697383,-0.002929314171584944,0.9970623850822449,1650,0.0012129857664048259,0.03577546296296296,0.003648624289780855,0.005122755,5e-05
167,-7432.01009687,308,1442880,7560.0,4679,1.0555673837661743,0.2,-5.872305745725279,-0.00479413763033571,0.9976342916488647,1660,0.0016242820268962531,0.04769675925925926,-0.024689003825187683,0.005215763,5e-05
168,-7566.897215359999,308,1451520,7560.0,4708,1.058063268661499,0.2,-5.886360601849026,-0.0039235798214320786,0.9978992342948914,1670,0.0013071790556164666,0.038391203703703705,-0.0021815532818436623,0.005315172,5e-05
169,-7630.915001099999,308,1460160,7560.0,4735,1.0644028186798096,0.2,-5.903832973197654,-0.004084994702220515,0.9978141188621521,1680,0.001018975534836365,0.03871527777777778,-0.008854766376316547,0.0051274537,5e-05
170,-7696.226498669999,308,1468800,7560.0,4762,1.0726712942123413,0.2,-5.9303719792542635,-0.005360672328172734,0.9980114102363586,1690,0.0006901292619834378,0.03702546296296296,-0.01672683283686638,0.004808601,5e-05
171,-7759.91846286,308,1477440,7560.0,4790,1.0783178806304932,0.2,-5.955594274026376,-0.002437520955033876,0.997956395149231,1700,0.0010310695079452771,0.024953703703703704,0.004593751858919859,0.0037614265,5e-05
172,-7824.721376990001,308,1486080,7560.0,4819,1.0803405046463013,0.2,-5.969326220971567,-0.0025236560587115864,0.9981911778450012,1710,0.0009036409872782383,0.025347222222222222,-0.008168032392859459,0.004227749,5e-05
173,-7891.089680969999,308,1494720,7560.0,4847,1.080519437789917,0.2,-5.974267081861143,-0.005181662000853706,0.9983610510826111,1720,0.0012798613635176378,0.045474537037037036,-0.031088808551430702,0.005129118,5e-05
174,-7955.877334169999,308,1503360,7560.0,4875,1.0810234546661377,0.2,-5.9745363221345125,-0.0038750253779882633,0.9984897375106812,1730,0.0011860814894101134,0.034861111111111114,-0.011447351425886154,0.005035685,5e-05
175,-8088.252107290001,308,1512000,7560.0,4904,1.0823737382888794,0.2,-5.978002134958903,-0.003609714153809128,0.9989176392555237,1740,0.0010026220006316348,0.027546296296296298,-0.006857131142169237,0.004665528,5e-05
176,-8162.224205210001,308,1520640,7560.0,4932,1.0833203792572021,0.2,-5.981810342294199,-0.002902093695614625,0.9987968802452087,1750,0.0010886742322515973,0.028368055555555556,-0.011834337376058102,0.0046625766,5e-05
177,-8223.16489253,308,1529280,7560.0,4960,1.0906774997711182,0.2,-5.996857183244494,-0.003297028252165075,0.9985636472702026,1760,0.000827599689957289,0.028425925925925927,-0.010958637110888958,0.004288242,5e-05
178,-8279.371374720002,308,1537920,7560.0,4988,1.0901559591293335,0.2,-6.00802544593811,-0.004068565741698775,0.9989157319068909,1770,0.0006627660595027178,0.04181712962962963,0.0071219452656805515,0.0050347424,5e-05
179,-8336.822500520002,308,1546560,7560.0,5016,1.0903562307357788,0.2,-6.00826528761122,-0.0033519986596096444,0.9989669322967529,1780,0.0008171384050230565,0.031377314814814816,-0.007990285754203796,0.004735145,5e-05
180,-8399.607628950002,308,1555200,7560.0,5044,1.093268632888794,0.2,-6.013057706620958,-0.0039025929639184918,0.9988911747932434,1790,0.001113881408624972,0.03539351851851852,-0.01787828654050827,0.0047641895,5e-05
181,-8462.54954341,308,1563840,7560.0,5072,1.0947591066360474,0.2,-6.022156506291142,-0.003406949709686968,0.9990045428276062,1800,0.0006765069502526549,0.03556712962962963,-0.0035541781689971685,0.005022274,5e-05
182,-8578.66873167,308,1572480,7560.0,5101,1.0990363359451294,0.2,-6.032037874504372,-0.0034152669870053175,0.9992442727088928,1810,0.0007483610862874668,0.029675925925925925,-0.014841272495687008,0.004628081,5e-05
183,-8636.83171926,308,1581120,7560.0,5129,1.1023796796798706,0.2,-6.044177071606671,-0.002978382093693923,0.9992060661315918,1820,0.0005051177166536002,0.024918981481481483,-0.025388838723301888,0.0041041747,5e-05
184,-8690.59974614,308,1589760,7560.0,5157,1.1011371612548828,0.2,-6.0464971280981,-0.0033885376779707495,0.9992562532424927,1830,0.0005546275558407177,0.03071759259259259,-0.012885703705251217,0.0047918344,5e-05
185,-8750.505112899998,308,1598400,7560.0,5185,1.1021599769592285,0.2,-6.045709678508617,-0.005119699932358883,0.9993916153907776,1840,0.0005899389558773557,0.03640046296296296,-0.01908087730407715,0.004862985,5e-05
186,-8771.38816892,308,1607040,7560.0,5213,1.111485481262207,0.2,-6.063276220604226,-0.004959154280799407,0.9993074536323547,1850,0.0006605274053678537,0.03606481481481481,0.0075200279243290424,0.004894518,5e-05
187,-8780.58979528,308,1615680,7560.0,5241,1.1143760681152344,0.2,-6.084330770704481,-0.005046367258247402,0.9984009861946106,1860,0.0015698828847207887,0.04055555555555555,-0.016123337671160698,0.0057041133,5e-05
188,-8797.574154180002,308,1624320,7560.0,5269,1.1144241094589233,0.2,-6.090501071788647,-0.005299076215122585,0.9994252324104309,1870,0.000894076549943916,0.04542824074074074,-0.029770171269774437,0.0052071237,5e-05
189,-8834.88482773,308,1632960,7560.0,5298,1.1161686182022095,0.2,-6.092569341659546,-0.0036512352727112118,0.998012125492096,1880,0.002213167543048729,0.03424768518518519,-0.0066347368992865086,0.004995018,5e-05
190,-8854.12215022,308,1641600,7560.0,5326,1.1198982000350952,0.2,-6.1026227191642475,-0.005716110213952898,0.9984468221664429,1890,0.0015741842670616245,0.044537037037037035,-0.007137260399758816,0.0055855936,5e-05
191,-8865.73153537,308,1650240,7560.0,5354,1.1232411861419678,0.2,-6.115958920231572,-0.004013619758878593,0.9986870288848877,1900,0.001403234414583831,0.039594907407407405,0.002422957681119442,0.005015847,5e-05
192,-8881.21684913,308,1658880,7560.0,5382,1.1259708404541016,0.2,-6.1257690065878405,-0.005744040320385937,0.998700737953186,1910,0.0011604359600028988,0.039907407407407405,-0.01287029031664133,0.0052340585,5e-05
193,-8856.446553,308,1667520,7560.0,5410,1.1237399578094482,0.2,-6.125044240598325,-0.005421892946620506,0.998315155506134,1920,0.0007354666715535266,0.03111111111111111,0.0006482461467385292,0.0050225523,5e-05
194,-8773.312135809998,308,1676160,7560.0,5438,1.1244045495986938,0.2,-6.123340148925781,-0.00497993660642317,0.9994932413101196,1930,0.0006026907081616594,0.04878472222222222,-0.0050113620236516,0.005789216,5e-05
195,-8771.709857859998,308,1684800,7560.0,5465,1.11909019947052,0.2,-6.115236730928774,-0.004401244330392392,0.9995247721672058,1940,0.0003980346951694055,0.0378125,-0.005672202445566654,0.005079751,5e-05
196,-8767.983126029998,308,1693440,7560.0,5495,1.1193183660507202,0.2,-6.105259475001582,-0.00292137549413989,0.9995291233062744,1950,0.0003062808232250434,0.02952546296296296,-0.01396880391985178,0.004769808,5e-05
197,-8763.49236372,308,1702080,7560.0,5522,1.1171324253082275,0.2,-6.100825274078934,-0.004011428379798653,0.9996911883354187,1960,0.0002928010424538688,0.03693287037037037,-0.014119844883680344,0.0048972783,5e-05
198,-8762.232094210001,308,1710720,7560.0,5551,1.1115601062774658,0.2,-6.086567521625095,-0.003785679061655645,0.9996074438095093,1970,0.00026349199492768904,0.03719907407407407,0.015970595180988312,0.0053911083,5e-05
199,-8684.48201158,308,1719360,7560.0,5579,1.1113592386245728,0.2,-6.0777608094392,-0.004340562098573341,0.999589204788208,1980,0.0003031123212174323,0.03145833333333333,0.006808388978242874,0.0050093005,5e-05
200,-8682.71607,308,1728000,7560.0,5607,1.1117621660232544,0.2,-6.078149935757672,-0.0050105290114879604,0.9996017217636108,1990,0.00018677223849172824,0.04221064814814815,-0.006761368364095688,0.0059754085,5e-05
201,-8681.57027912,308,1736640,7560.0,5635,1.1091986894607544,0.2,-6.073900485921789,-0.0030223329622229493,0.9996556639671326,2000,0.00014058343054515447,0.04196759259259259,-0.025416379794478416,0.0055829673,5e-05
202,-8680.6363024,308,1745280,7560.0,5662,1.1047170162200928,0.2,-6.059643591421622,-0.004039359594074388,0.9995253086090088,2010,0.00024301482160269557,0.04259259259259259,-0.004092933610081673,0.005511355,5e-05
203,-8676.54174898,308,1753920,7560.0,5692,1.0970523357391357,0.2,-6.036128070619371,-0.004244715918407396,0.9996457695960999,2020,0.00016153330529319917,0.03363425925925926,0.00765117397531867,0.004844133,5e-05
204,-8675.39671065,308,1762560,7560.0,5719,1.090750813484192,0.2,-6.009934910668267,-0.0018639661739062931,0.999746561050415,2030,0.00012900394900093994,0.015694444444444445,-0.012763789854943752,0.00353728,5e-05
205,-8673.30232198,308,1771200,7560.0,5747,1.0869507789611816,0.2,-5.9916456674646446,-0.004534132526670065,0.9996824860572815,2040,0.0001119535147423718,0.04677083333333333,-0.021902987733483315,0.005515043,5e-05
206,-8671.75309418,308,1779840,7560.0,5774,1.0875146389007568,0.2,-5.986495943069458,-0.004881427641699298,0.9996716380119324,2050,0.0001487624414315818,0.045196759259259256,-0.00966674741357565,0.0056358455,5e-05
207,-8670.84453266,308,1788480,7560.0,5803,1.0867290496826172,0.2,-5.983713319213302,-0.0049228375015297424,0.999681830406189,2060,0.00012029516118572145,0.043090277777777776,0.0051470352336764336,0.006260887,5e-05
208,-8670.629488839999,308,1797120,7560.0,5831,1.0858784914016724,0.2,-5.981089737503617,-0.0030796746038659305,0.999701738357544,2070,0.00015315952994569672,0.03185185185185185,0.005039711948484182,0.0040696533,5e-05
209,-8670.414588779999,308,1805760,7560.0,5858,1.0853172540664673,0.2,-5.977524019877116,-0.003553704678391417,0.9996244311332703,2080,0.00013064889287946885,0.03902777777777778,-0.0113574443385005,0.0053686593,5e-05
210,-8665.316979989999,308,1814400,7560.0,5888,1.089133620262146,0.2,-5.98433473057217,-0.0031834634848766858,0.9997146725654602,2090,0.00011635760219414132,0.02962962962962963,-0.008112013339996338,0.004480929,5e-05
211,-8664.118095209999,308,1823040,7560.0,5915,1.084407925605774,0.2,-5.980592231750489,-0.003256279475883477,0.9997881650924683,2100,0.00013559709981361974,0.031574074074074074,-0.008744914084672928,0.005330591,5e-05
212,-8662.461020199999,308,1831680,7560.0,5943,1.080509066581726,0.2,-5.965030047098796,-0.0025583601633466227,0.999729335308075,2110,0.0001385001105787793,0.028854166666666667,0.004163391888141632,0.0046999264,5e-05
213,-8661.979417279998,308,1840320,7560.0,5971,1.0801527500152588,0.2,-5.956454363222475,-0.0033494751407178464,0.9997148513793945,2120,0.00017364562426573011,0.04212962962962963,0.006278947461396456,0.0059569166,5e-05
214,-8659.951223039998,308,1848960,7560.0,5999,1.0775363445281982,0.2,-5.951686051686605,-0.0037546269133411072,0.999671459197998,2130,0.00016094620758613692,0.04517361111111111,0.0062019191682338715,0.005987305,5e-05
215,-8659.052233639999,308,1857600,7560.0,6026,1.0776628255844116,0.2,-5.945650110597963,-0.004346472273270289,0.9997267127037048,2140,0.00013228400971490408,0.04131944444444444,-0.007923347875475883,0.0055995784,5e-05
216,-8657.00169022,308,1866240,7560.0,6054,1.0813418626785278,0.2,-5.950139747902199,-0.0036370785103214008,0.9996705651283264,2150,0.00016231399688910675,0.03993055555555555,0.00830578338354826,0.005675578,5e-05
217,-8653.72043856,308,1874880,7560.0,6084,1.0783287286758423,0.2,-5.950979700088501,-0.0037084450505466926,0.9997109174728394,2160,0.00014812196262937506,0.03518518518518519,-0.0030428122263401747,0.0048427884,5e-05
218,-8651.88394437,308,1883520,7560.0,6111,1.0746796131134033,0.2,-5.9374690839979385,-0.0036913277038062614,0.9997885227203369,2170,0.00018085717597622768,0.03185185185185185,-0.027017639949917793,0.004879776,5e-05
219,-8650.95996668,308,1892160,7560.0,6139,1.072135329246521,0.2,-5.926582942185578,-0.004603527766238484,0.9997280836105347,2180,0.0001539660744688094,0.04505787037037037,-0.026446735486388206,0.0050726086,5e-05
220,-8467.020099309999,308,1900800,7560.0,6167,1.0733672380447388,0.2,-5.924588880892153,-0.004053625873358989,0.9997673034667969,2190,0.00012614437694503944,0.04449074074074074,-0.009584793820977211,0.00541304,5e-05
221,-8465.860057740001,308,1909440,7560.0,6195,1.073615312576294,0.2,-5.924880117840237,-0.0034979142828120125,0.9997624754905701,2200,0.00012561690745685526,0.03616898148148148,-0.03236459195613861,0.0052507306,5e-05
222,-8464.64349749,308,1918080,7560.0,6223,1.0702571868896484,0.2,-5.918287959981848,-0.004103172998185511,0.9997313618659973,2210,0.00012766121105987286,0.03840277777777778,-0.020368121564388275,0.0052853143,5e-05
223,-8387.25341307,308,1926720,7560.0,6250,1.071737289428711,0.2,-5.916556773009123,-0.0036622393750413147,0.9996703863143921,2220,0.00011336955291982222,0.03894675925925926,0.009222595021128654,0.005298664,5e-05
224,-8334.652123920001,308,1935360,7560.0,6280,1.071544885635376,0.2,-5.9192495070563425,-0.004296174469162468,0.9993051290512085,2230,0.00025952622515668973,0.028657407407407406,0.003917180001735687,0.0044308403,5e-05
225,-8333.742982929998,308,1944000,7560.0,6308,1.0733897686004639,0.2,-5.923217671005814,-0.003781923605474057,0.9998157620429993,2240,0.0001330294119785928,0.04394675925925926,0.0011997901601716876,0.0055519803,5e-05
226,-8334.312982959998,308,1952640,7560.0,6336,1.0748697519302368,0.2,-5.92995358467102,-0.005906515213557416,0.9997478127479553,2250,0.00011041350278564668,0.050034722222222223,-0.01509278453886509,0.0064525898,5e-05
227,-8334.858883439998,308,1961280,7560.0,6364,1.0722428560256958,0.2,-5.927198278285839,-0.004191557895909581,0.9997871518135071,2260,0.00014116133298860706,0.04722222222222222,-0.002867596223950386,0.0059970515,5e-05
228,-8335.013212499998,308,1969920,7560.0,6392,1.0690860748291016,0.2,-5.915968799591065,-0.003895596303390684,0.9997734427452087,2270,0.0001337505854893674,0.04273148148148148,-0.008863923139870167,0.006080915,5e-05
229,-8334.712405409999,308,1978560,7560.0,6419,1.0730408430099487,0.2,-5.919484234209414,-0.00497153180392666,0.9997909069061279,2280,9.743312144968917e-05,0.051944444444444446,-0.01117007341235876,0.0056896466,5e-05
230,-8335.10481191,308,1987200,7560.0,6447,1.072258710861206,0.2,-5.924999793017352,-0.002888099983231061,0.9997254014015198,2290,0.00012637001689721794,0.031377314814814816,0.025431178510189056,0.005311889,5e-05
231,-8333.98942903,308,1995840,7560.0,6476,1.0718507766723633,0.2,-5.922357453240289,-0.0029543138995628665,0.9998131990432739,2300,8.259133286493899e-05,0.028483796296296295,-0.008711451664566994,0.004713732,5e-05
232,-8333.54575133,308,2004480,7560.0,6504,1.0697895288467407,0.2,-5.916798321759259,-0.003393237147549236,0.9998646974563599,2310,0.00010566992503165103,0.024756944444444446,-0.020391959697008133,0.0042997557,5e-05
233,-8333.41058561,308,2013120,7560.0,6532,1.070791244506836,0.2,-5.912595147380123,-0.002957577458410351,0.9998142123222351,2320,8.430557782655039e-05,0.02847222222222222,-0.020557034760713577,0.004545273,5e-05
234,-8279.172533769999,308,2021760,7560.0,6560,1.069908618927002,0.2,-5.91342300803573,-0.002861206224101975,0.9998216032981873,2330,9.971181496641496e-05,0.031435185185185184,0.012582588009536266,0.0046520196,5e-05
235,-8278.009898530001,308,2030400,7560.0,6588,1.0672359466552734,0.2,-5.9062081167433,-0.003873444349091086,0.9998248219490051,2340,0.00010830202347144088,0.03540509259259259,0.009249385446310043,0.0053397752,5e-05
236,-8277.13173714,308,2039040,7560.0,6616,1.0640559196472168,0.2,-5.894777164812441,-0.00460859409050533,0.9998335838317871,2350,8.603000730848483e-05,0.04730324074074074,-0.019094936549663544,0.0054033543,5e-05
237,-8215.89089314,308,2047680,7560.0,6644,1.0627834796905518,0.2,-5.885781088581791,-0.0027605704942511187,0.999770998954773,2360,0.00010210445943812375,0.04119212962962963,0.004640159197151661,0.0053987405,5e-05
238,-8217.42339756,308,2056320,7560.0,6673,1.0601403713226318,0.2,-5.879623869083546,-0.004578818082636981,0.9997555613517761,2370,0.00011890734255252432,0.03395833333333333,-0.03669728711247444,0.005103137,5e-05
239,-8216.88840527,308,2064960,7560.0,6701,1.0663425922393799,0.2,-5.88738863909686,-0.004903848349220223,0.9992801547050476,2380,0.00045284270992851817,0.043287037037037034,0.008596588857471943,0.0053484244,5e-05
240,-8215.100862109999,308,2073600,7560.0,6728,1.0620920658111572,0.2,-5.887504777908325,-0.005254958720739793,0.9998040199279785,2390,0.00012657846709771548,0.048657407407407406,-0.0024522619787603617,0.0056244796,5e-05
241,-8136.069366549999,308,2082240,7560.0,6756,1.0586514472961426,0.2,-5.872688751573916,-0.003470519950302939,0.9998307824134827,2400,0.00010962413169720633,0.03302083333333333,-0.007258143275976181,0.0046254136,5e-05
242,-8134.491436279999,308,2090880,7560.0,6784,1.055588722229004,0.2,-5.857777812392623,-0.004601211601661311,0.9998297691345215,2410,9.063003339246347e-05,0.049212962962962965,-0.020718783140182495,0.006525277,5e-05
243,-8016.043687830001,308,2099520,7560.0,6812,1.0500519275665283,0.2,-5.839569793630529,-0.004141652559585593,0.9997984766960144,2420,0.00021194024213333184,0.042708333333333334,0.005978361703455448,0.00540909,5e-05
244,-7914.289319119998,308,2108160,7560.0,6840,1.0527034997940063,0.2,-5.832728031652945,-0.0052243470221205995,0.9997636079788208,2430,0.00011671935275511782,0.04987268518518519,-0.024456998333334923,0.006619692,5e-05
245,-7814.88074009,308,2116800,7560.0,6869,1.0551960468292236,0.2,-5.843383591969808,-0.003614106387313869,0.9998131990432739,2440,0.00011250600309587619,0.030844907407407408,-0.0006461789598688483,0.004905415,5e-05
246,-7755.38844804,308,2125440,7560.0,6897,1.047331690788269,0.2,-5.83104342425311,-0.0032755333113622057,0.9998328685760498,2450,0.00018571168317942433,0.02753472222222222,-0.003627631114795804,0.0047943434,5e-05
247,-7664.313221430001,308,2134080,7560.0,6925,1.0433995723724365,0.2,-5.808074688381619,-0.004660193902975018,0.9997867941856384,2460,0.00012658982174158423,0.04556712962962963,-0.029582180082798004,0.0053795585,5e-05
248,-7605.37690246,308,2142720,7560.0,6953,1.0434308052062988,0.2,-5.802634151600025,-0.003495539754146227,0.9991477131843567,2470,0.0005644431144173723,0.052453703703703704,0.017176011577248573,0.006518757,5e-05
