time/iterations,rollout/ep_rew_mean,time/fps,time/total_timesteps,rollout/ep_len_mean,time/time_elapsed,train/std,train/clip_range,train/entropy_loss,train/policy_gradient_loss,train/explained_variance,train/n_updates,train/value_loss,train/clip_fraction,train/loss,train/approx_kl,train/learning_rate
249,-7543.9336726500005,308,2151360,7560.0,6980,1.0426018238067627,0.2,-5.80093130853441,-0.0040908350971423915,0.9992469549179077,2480,0.0003740429630205553,0.026678240740740742,0.00011777506006183103,0.004127951,5e-05
250,-7563.036562730001,308,2160000,7560.0,7008,1.0422310829162598,0.2,-5.7992394694575555,-0.0046289445725442085,0.9987040162086487,2490,0.0007272865951677819,0.04050925925925926,0.007737223990261555,0.0052396636,5e-05
251,-7613.19956089,308,2168640,7560.0,7036,1.0463929176330566,0.2,-5.805479858539723,-0.002860298723465315,0.9975762963294983,2500,0.0018457502164420914,0.02761574074074074,-0.00801206473261118,0.0038732039,5e-05
252,-7544.387556379999,308,2177280,7560.0,7066,1.051378607749939,0.2,-5.820717220659609,-0.005891989137701414,0.9979092478752136,2510,0.0007151390092568127,0.04234953703703704,-0.018642770126461983,0.0056377533,5e-05
253,-7548.30644487,308,2185920,7560.0,7093,1.0586838722229004,0.2,-5.84208744402285,-0.004214715688937792,0.9983840584754944,2520,0.0009532512145125549,0.03621527777777778,-0.0034708462189882994,0.004751909,5e-05
254,-7551.44273988,308,2194560,7560.0,7121,1.0653804540634155,0.2,-5.8675331483063875,-0.004401823920715186,0.9974955916404724,2530,0.0008593003513050025,0.03803240740740741,0.010524380020797253,0.00509315,5e-05
255,-7548.691910440001,308,2203200,7560.0,7149,1.0674676895141602,0.2,-5.883748431029143,-0.0029040536115428916,0.9979061484336853,2540,0.0007630974448855139,0.028310185185185185,-0.0011364365927875042,0.004589153,5e-05
256,-7538.424244960001,308,2211840,7560.0,7177,1.0698883533477783,0.2,-5.889657388616492,-0.005537899636439289,0.9981102347373962,2550,0.000788352372689621,0.03822916666666667,-0.0038236393593251705,0.004801768,5e-05
257,-7536.592899380002,308,2220480,7560.0,7204,1.0729167461395264,0.2,-5.900274359738385,-0.0031550586953138313,0.9982671737670898,2560,0.0008956636433463751,0.029965277777777778,-0.0065713487565517426,0.0046197316,5e-05
258,-7532.939981590001,308,2229120,7560.0,7232,1.074404001235962,0.2,-5.907822339093244,-0.005099237269239017,0.9982599020004272,2570,0.0012731233173528583,0.04793981481481482,-0.019419796764850616,0.0056936955,5e-05
259,-7524.38507205,308,2237760,7560.0,7262,1.0752198696136475,0.2,-5.912593133361251,-0.0037908672415478913,0.9985898733139038,2580,0.0009856992059374332,0.03666666666666667,-0.007277123164385557,0.004865195,5e-05
260,-7522.38687808,308,2246400,7560.0,7289,1.0789726972579956,0.2,-5.9208683617909745,-0.003894538687611068,0.9989148378372192,2590,0.0006155861129432365,0.031087962962962963,-0.01954103633761406,0.0046171355,5e-05
261,-7526.469842569999,308,2255040,7560.0,7317,1.085629940032959,0.2,-5.941678254869249,-0.003941135777126032,0.9984440803527832,2600,0.0010907253708110484,0.03304398148148148,-0.033509060740470886,0.0048551993,5e-05
262,-7529.13998262,308,2263680,7560.0,7345,1.0880720615386963,0.2,-5.956939360653912,-0.002987819542004554,0.9982009530067444,2610,0.001177625762259898,0.03125,0.006455867551267147,0.0047661737,5e-05
263,-7526.35422885,308,2272320,7560.0,7372,1.0873243808746338,0.2,-5.959593186908298,-0.003405681305254499,0.9981995820999146,2620,0.001787408743640063,0.03116898148148148,-0.015273057855665684,0.004392209,5e-05
264,-7517.619211300001,308,2280960,7560.0,7400,1.0907773971557617,0.2,-5.965405818091498,-0.005031653195964518,0.9987099766731262,2630,0.0014165112397124715,0.04900462962962963,-0.010730083100497723,0.005321398,5e-05
265,-7521.439237809999,308,2289600,7560.0,7427,1.091457486152649,0.2,-5.972173357009888,-0.0029165358946624175,0.9989314079284668,2640,0.0013995101886879033,0.02829861111111111,0.011801032349467278,0.0037621988,5e-05
266,-7536.829714149999,308,2298240,7560.0,7457,1.0964535474777222,0.2,-5.982794180269595,-0.003386707669124007,0.9987174272537231,2650,0.0013101461194175365,0.02991898148148148,-0.0036247558891773224,0.004776581,5e-05
267,-7540.101444769999,308,2306880,7560.0,7484,1.100374698638916,0.2,-5.999489653198808,-0.004174525750869954,0.9991014003753662,2660,0.0012016950061230023,0.03601851851851852,-0.009160691872239113,0.004843716,5e-05
268,-7545.302857719999,308,2315520,7560.0,7512,1.1048932075500488,0.2,-6.014869665922942,-0.0031728167304148278,0.9991212487220764,2670,0.0009051313587244497,0.03403935185185185,-0.007351693231612444,0.004384094,5e-05
269,-7552.288106769998,308,2324160,7560.0,7540,1.1063919067382812,0.2,-6.0253907793539545,-0.003468552493766226,0.9990854859352112,2680,0.0010314490325119415,0.03346064814814815,-0.004040983039885759,0.0041107945,5e-05
270,-7560.33165936,308,2332800,7560.0,7568,1.1104199886322021,0.2,-6.0343445071467645,-0.004097044554504531,0.999193549156189,2690,0.0009664708231920721,0.03002314814814815,-0.01788734458386898,0.0041448344,5e-05
271,-7565.6097930999995,308,2341440,7560.0,7595,1.1165883541107178,0.2,-6.053589999587447,-0.0031401508467064966,0.9991288185119629,2700,0.0013756343349275455,0.030324074074074073,-0.0035888487473130226,0.0047026156,5e-05
272,-7577.26609889,308,2350080,7560.0,7623,1.1209869384765625,0.2,-6.070445392749928,-0.004888587716828894,0.9993221163749695,2710,0.001022460871458019,0.047060185185185184,-0.009936864487826824,0.0049134903,5e-05
273,-7620.287366409999,308,2358720,7560.0,7652,1.1238138675689697,0.2,-6.083132955763075,-0.004362421868610437,0.9993632435798645,2720,0.0007754387536530245,0.04290509259259259,0.0021663405932486057,0.00496792,5e-05
274,-7630.620500519999,308,2367360,7560.0,7680,1.1241722106933594,0.2,-6.090070113076104,-0.004587268696890937,0.9994453191757202,2730,0.0008904278302065062,0.03638888888888889,0.0033653087448328733,0.0048243483,5e-05
275,-7674.77502233,308,2376000,7560.0,7707,1.1249245405197144,0.2,-6.092319045949865,-0.003781202468952095,0.9987912774085999,2740,0.0009308346512800738,0.028854166666666667,-0.001127299154177308,0.004150107,5e-05
276,-7723.275666119999,308,2384640,7560.0,7735,1.1319406032562256,0.2,-6.104774050535979,-0.00475298588267631,0.9994239807128906,2750,0.0007647614258328556,0.0390625,-0.02116752415895462,0.0049438765,5e-05
277,-7765.54329007,308,2393280,7560.0,7763,1.1333930492401123,0.2,-6.118172812638459,-0.004566074402450963,0.9991948008537292,2760,0.0009673985790491483,0.04662037037037037,-0.02298976480960846,0.0054984833,5e-05
278,-7815.362787690001,308,2401920,7560.0,7791,1.1359795331954956,0.2,-6.124814375064991,-0.00514119579249786,0.9993537068367004,2770,0.0014099260349542387,0.0343287037037037,-0.0022783782333135605,0.004634011,5e-05
279,-7869.148652690001,308,2410560,7560.0,7819,1.1418273448944092,0.2,-6.140247248896846,-0.004026615657429729,0.9995219707489014,2780,0.0014573118545942836,0.03179398148148148,-0.009854757227003574,0.004584138,5e-05
280,-7980.25459745,308,2419200,7560.0,7849,1.1455633640289307,0.2,-6.155452798914026,-0.004275776943950742,0.9995498061180115,2790,0.0009595814414744921,0.03561342592592592,0.005244150757789612,0.0046004695,5e-05
281,-8035.34942099,308,2427840,7560.0,7877,1.1449557542800903,0.2,-6.16046993220294,-0.0035860235535505195,0.9996819496154785,2800,0.000689304873554243,0.02771990740740741,-0.002816649153828621,0.0046651014,5e-05
282,-8101.0290899599995,308,2436480,7560.0,7905,1.1447527408599854,0.2,-6.160850328162865,-0.005658780609223026,0.9995206594467163,2810,0.0007391852596602231,0.0421412037037037,0.013178284280002117,0.005277546,5e-05
283,-8164.057178889999,308,2445120,7560.0,7932,1.1467856168746948,0.2,-6.166507238811917,-0.0052099350829505255,0.9996623396873474,2820,0.0006529856145519902,0.0366087962962963,-0.007494380231946707,0.005865884,5e-05
284,-8231.458438249998,308,2453760,7560.0,7961,1.1472703218460083,0.2,-6.171094577224166,-0.004502232353444453,0.9996795654296875,2830,0.0006942752258274359,0.04006944444444444,-0.004760576877743006,0.004726342,5e-05
285,-8297.568713569999,308,2462400,7560.0,7989,1.1484893560409546,0.2,-6.174843928725632,-0.004693233086296392,0.9995599389076233,2840,0.0016292502320181855,0.03253472222222222,0.01191055215895176,0.0051085525,5e-05
286,-8372.454128320001,308,2471040,7560.0,8017,1.1513129472732544,0.2,-6.18314467465436,-0.004163920247961802,0.9996336102485657,2850,0.0010097011283505708,0.03425925925925926,0.013627267442643642,0.0047475896,5e-05
287,-8498.332877210001,308,2479680,7560.0,8046,1.1502149105072021,0.2,-6.185706730595341,-0.005360874277367084,0.9994290471076965,2860,0.00228617451483539,0.03998842592592593,-0.013620644807815552,0.0049573034,5e-05
288,-8558.277597820002,308,2488320,7560.0,8073,1.1551566123962402,0.2,-6.190726647200408,-0.006191653370926226,0.9997487664222717,2870,0.0005620096544023706,0.044398148148148145,0.015208893455564976,0.005403369,5e-05
289,-8610.282468290003,308,2496960,7560.0,8101,1.1541857719421387,0.2,-6.197463307910495,-0.00422204568878644,0.9997671246528625,2880,0.0006482314536805023,0.03071759259259259,-0.0075197285041213036,0.004626675,5e-05
290,-8667.387903310002,308,2505600,7560.0,8129,1.154435634613037,0.2,-6.195320704424823,-0.005698235507330133,0.9996086955070496,2890,0.000874278462767877,0.03737268518518518,0.012120823375880718,0.004785849,5e-05
291,-8703.314033120001,308,2514240,7560.0,8157,1.1560444831848145,0.2,-6.197272477679783,-0.0061652498065356024,0.9995430111885071,2900,0.0008024093688732979,0.04835648148148148,-0.020150313153862953,0.0055648335,5e-05
292,-8766.874906430001,308,2522880,7560.0,8184,1.1487410068511963,0.2,-6.186135532591078,-0.0047881747233784865,0.9992076754570007,2910,0.0017262248692525275,0.03864583333333333,-0.0026087709702551365,0.00523466,5e-05
293,-8815.34362384,308,2531520,7560.0,8212,1.1465712785720825,0.2,-6.1720917002360025,-0.002923908925925692,0.9997354745864868,2920,0.0007113318931294123,0.027905092592592592,0.024893729016184807,0.0038548156,5e-05
294,-8935.44325159,308,2540160,7560.0,8242,1.1475434303283691,0.2,-6.169236947872021,-0.00618375421932864,0.9997144937515259,2930,0.0007870845160235789,0.0453125,-0.007717592176049948,0.0056815203,5e-05
295,-8994.10281325,308,2548800,7560.0,8270,1.1520938873291016,0.2,-6.177310806203772,-0.00533615368452889,0.9997249841690063,2940,0.0012725599621060408,0.03771990740740741,0.008457415737211704,0.0046043545,5e-05
296,-9105.63752513,308,2557440,7560.0,8297,1.1569362878799438,0.2,-6.193685913085938,-0.0031883991012970608,0.9997423887252808,2950,0.0007223594328496363,0.028935185185185185,-0.01139169093221426,0.004062876,5e-05
297,-9217.3605458,308,2566080,7560.0,8325,1.1558828353881836,0.2,-6.1992268103140376,-0.004090535386844917,0.9993067979812622,2960,0.0020233084450484496,0.03377314814814815,0.00043863599421456456,0.005025287,5e-05
298,-9326.82547321,308,2574720,7560.0,8352,1.1545162200927734,0.2,-6.19734283235338,-0.004307938361954358,0.9992886781692505,2970,0.003135073514271493,0.043506944444444445,-0.004507649224251509,0.0052886014,5e-05
299,-9390.861298290001,308,2583360,7560.0,8380,1.155140995979309,0.2,-6.196317964836403,-0.005066620760286847,0.9993337392807007,2980,0.003733595858707472,0.041296296296296296,-0.0031940597109496593,0.0049212035,5e-05
300,-9467.59511556,308,2592000,7560.0,8408,1.1555603742599487,0.2,-6.196649281537091,-0.003884366792454212,0.9997897148132324,2990,0.001044843845302239,0.033854166666666664,-0.012988818809390068,0.0047007008,5e-05
301,-9611.0485689,308,2600640,7560.0,8438,1.1566613912582397,0.2,-6.199666965979117,-0.004393742939595271,0.9994804859161377,3000,0.0014176599556123147,0.03679398148148148,-0.008847770281136036,0.0051139244,5e-05
302,-9720.23628654,308,2609280,7560.0,8466,1.1550642251968384,0.2,-6.199987795088027,-0.006531829678419011,0.9995452761650085,3010,0.004182151428303095,0.05449074074074074,0.018273506313562393,0.0062277955,5e-05
303,-9773.92378218,308,2617920,7560.0,8493,1.1602718830108643,0.2,-6.205600783736617,-0.004547093304874445,0.999544620513916,3020,0.001900886409696088,0.04357638888888889,-0.013194705359637737,0.005225618,5e-05
304,-9778.78620497,308,2626560,7560.0,8521,1.1635512113571167,0.2,-6.2201398188979535,-0.004035694547152768,0.9998262524604797,3030,0.0009609039895089895,0.025775462962962962,0.014408734627068043,0.0038279525,5e-05
305,-9798.05882271,308,2635200,7560.0,8549,1.1645594835281372,0.2,-6.226156597490664,-0.003680934697234382,0.9990043044090271,3040,0.0013392129280664785,0.03234953703703704,-0.01331936102360487,0.0044440906,5e-05
306,-9802.74507526,308,2643840,7560.0,8576,1.1622705459594727,0.2,-6.224268747612282,-0.005056458439470993,0.9990857839584351,3050,0.0019190230296226218,0.03342592592592593,0.006676287855952978,0.0053297183,5e-05
307,-9806.89989129,308,2652480,7560.0,8603,1.1656064987182617,0.2,-6.225187048382229,-0.005463900597662562,0.9981619119644165,3060,0.002125059566676134,0.039641203703703706,-0.009674918837845325,0.004981702,5e-05
308,-9818.62671893,308,2661120,7560.0,8633,1.1649303436279297,0.2,-6.232033785007618,-0.002654222978744656,0.998647928237915,3070,0.002349531095306803,0.02847222222222222,0.016680287197232246,0.0047104503,5e-05
309,-9823.12945222,308,2669760,7560.0,8661,1.1601284742355347,0.2,-6.222022503746881,-0.004474321047740954,0.9982618689537048,3080,0.0021688366818879905,0.03199074074074074,-0.008860578760504723,0.004554967,5e-05
310,-9823.70550755,308,2678400,7560.0,8689,1.165663242340088,0.2,-6.224168652075308,-0.0035010538267454617,0.9984501600265503,3090,0.0011525305487965752,0.03141203703703704,-0.014583619311451912,0.004228329,5e-05
311,-9828.504002779999,308,2687040,7560.0,8717,1.1624761819839478,0.2,-6.22636335655495,-0.0028663043569152552,0.9984452128410339,3100,0.0010464961684731491,0.03989583333333333,0.0023338431492447853,0.0060436795,5e-05
312,-9834.20055715,308,2695680,7560.0,8745,1.1660245656967163,0.2,-6.225920802575571,-0.003950283020320866,0.9987121820449829,3110,0.0013023697540888355,0.03512731481481481,-0.005346375517547131,0.0054378617,5e-05
313,-9839.10015752,308,2704320,7560.0,8773,1.166897177696228,0.2,-6.233597526903505,-0.004055641179783615,0.9990907907485962,3120,0.0008450337857033851,0.03234953703703704,-0.014828777872025967,0.0046383603,5e-05
314,-9841.57976065,308,2712960,7560.0,8800,1.1708065271377563,0.2,-6.242837771662959,-0.003909546182387405,0.9981143474578857,3130,0.0010964009781255974,0.03394675925925926,0.00923299603164196,0.0050782077,5e-05
315,-9849.62334291,308,2721600,7560.0,8830,1.1725668907165527,0.2,-6.250324651930067,-0.005100515634770057,0.9987911581993103,3140,0.0007544760707942597,0.03453703703703704,-0.0012026394251734018,0.004350138,5e-05
316,-9849.765941560001,308,2730240,7560.0,8858,1.1796619892120361,0.2,-6.2630079619089765,-0.004345282128046232,0.998375415802002,3150,0.0012311720341245678,0.03898148148148148,0.01597563922405243,0.0047631483,5e-05
317,-9849.31864135,308,2738880,7560.0,8886,1.1719144582748413,0.2,-6.260633579889933,-0.002719775048705439,0.999360203742981,3160,0.0005445960547809524,0.020590277777777777,-0.0016411627875640988,0.004146777,5e-05
318,-9849.279684520001,308,2747520,7560.0,8913,1.1709494590759277,0.2,-6.245850599783438,-0.0030806417847742086,0.9993557333946228,3170,0.0006268975414396091,0.031886574074074074,0.006451771594583988,0.004592867,5e-05
319,-9849.721958659999,308,2756160,7560.0,8941,1.1708537340164185,0.2,-6.2438258464248095,-0.004334864493769904,0.9993450045585632,3180,0.0004861831370659207,0.034340277777777775,-0.0019308575429022312,0.0042136167,5e-05
320,-9851.17088311,308,2764800,7560.0,8969,1.165513038635254,0.2,-6.234657173156738,-0.004555431983468157,0.9994802474975586,3190,0.0005301712190999684,0.05207175925925926,-0.02839464135468006,0.005466405,5e-05
321,-9850.90233254,308,2773440,7560.0,8996,1.1657756567001343,0.2,-6.225465994940864,-0.003026389997728445,0.9991528987884521,3200,0.0008696485861717654,0.03454861111111111,0.016647396609187126,0.0057032965,5e-05
322,-9857.14732132,308,2782080,7560.0,9026,1.168236494064331,0.2,-6.230897606390494,-0.0040460402706500006,0.9994587898254395,3210,0.00047017068889949263,0.0440625,0.004945327062159777,0.005401488,5e-05
323,-9857.53196082,308,2790720,7560.0,9053,1.1676843166351318,0.2,-6.234463961919149,-0.0037360699601574903,0.9993215203285217,3220,0.000706597873617688,0.03488425925925926,-0.0037827712949365377,0.004933413,5e-05
324,-9857.286914479999,308,2799360,7560.0,9082,1.1690510511398315,0.2,-6.23464916476497,-0.0032331533817988303,0.999411940574646,3230,0.0004618859188081438,0.03616898148148148,0.0006248875870369375,0.0055527776,5e-05
325,-9857.81503943,308,2808000,7560.0,9109,1.1668671369552612,0.2,-6.231740827560425,-0.003946438580578952,0.9993653893470764,3240,0.0005875861851274278,0.04434027777777778,-0.021008163690567017,0.0060629155,5e-05
326,-9856.16432452,308,2816640,7560.0,9137,1.1657487154006958,0.2,-6.225343810893871,-0.0032944032768891366,0.9993942379951477,3250,0.000517483609771632,0.03350694444444444,-0.02078084461390972,0.0053542736,5e-05
327,-9857.5064881,308,2825280,7560.0,9165,1.170746922492981,0.2,-6.2324240250057645,-0.0029447054226572314,0.9995171427726746,3260,0.0005208901977446792,0.039421296296296295,-0.009837931953370571,0.0053606015,5e-05
328,-9859.591220729999,308,2833920,7560.0,9193,1.1716220378875732,0.2,-6.242699737195616,-0.0028389300307672884,0.9992904663085938,3270,0.0004225143768363287,0.03902777777777778,-0.024083377793431282,0.005638754,5e-05
329,-9861.93858277,308,2842560,7560.0,9222,1.1679738759994507,0.2,-6.238132990024708,-0.004837879643223628,0.9995158314704895,3280,0.00039901912766961487,0.04628472222222222,-0.006155408453196287,0.005486006,5e-05
330,-9862.62908624,308,2851200,7560.0,9250,1.1651819944381714,0.2,-6.226561627917819,-0.004017182572020425,0.9995232224464417,3290,0.0003225870186320713,0.034212962962962966,-0.007601635064929724,0.0052699028,5e-05
331,-9863.48846881,308,2859840,7560.0,9277,1.1594133377075195,0.2,-6.2127601097248215,-0.004950608849025297,0.9994694590568542,3300,0.00031913332545189876,0.03640046296296296,-0.011749769560992718,0.005523123,5e-05
332,-9865.028173480001,308,2868480,7560.0,9305,1.1613398790359497,0.2,-6.20484519428677,-0.004430993743913455,0.9994663000106812,3310,0.00028785456845071167,0.05305555555555556,-0.017565185204148293,0.006332689,5e-05
333,-9865.977506939998,308,2877120,7560.0,9333,1.1613271236419678,0.2,-6.2076595122725875,-0.003437038329257457,0.9994592070579529,3320,0.0003577026979096613,0.027974537037037037,0.0007131081656552851,0.004573174,5e-05
334,-9867.52853089,308,2885760,7560.0,9360,1.1638026237487793,0.2,-6.212110463248359,-0.0036554772518920127,0.9995822906494141,3330,0.00030163508648035567,0.03747685185185185,0.005464736372232437,0.004995285,5e-05
335,-9866.30662116,308,2894400,7560.0,9388,1.1649434566497803,0.2,-6.2175625363102665,-0.004465371525191047,0.999359667301178,3340,0.0002796703106745284,0.04497685185185185,-0.005684900097548962,0.005742669,5e-05
336,-9855.13461802,308,2903040,7560.0,9418,1.16341233253479,0.2,-6.214679589448152,-0.0035842080249589075,0.9995309114456177,3350,0.0002946940915771174,0.037314814814814815,-0.012296067550778389,0.004853613,5e-05
337,-9794.56968054,308,2911680,7560.0,9445,1.1641504764556885,0.2,-6.212662713086163,-0.004393028146414845,0.9996024370193481,3360,0.00020833390284678897,0.05040509259259259,0.007280433550477028,0.005878253,5e-05
338,-9733.79472912,308,2920320,7560.0,9473,1.160635232925415,0.2,-6.20943863550822,-0.004373852297560208,0.9995397329330444,3370,0.00024581997233865505,0.03847222222222222,0.00041908147977665067,0.005505887,5e-05
339,-9730.64929311,308,2928960,7560.0,9500,1.158754825592041,0.2,-6.199371162697121,-0.003140601657020549,0.9995482563972473,3380,0.00021481379629457716,0.0341087962962963,-0.007698238827288151,0.0049832263,5e-05
340,-9667.67947635,308,2937600,7560.0,9528,1.1565895080566406,0.2,-6.19015755088241,-0.004436015007431032,0.9995551705360413,3390,0.00024617572909779414,0.054872685185185184,-0.00792800635099411,0.005489616,5e-05
341,-9603.35528707,308,2946240,7560.0,9555,1.1506073474884033,0.2,-6.174072254675406,-0.005128295201532267,0.9996144771575928,3400,0.00022394797716212148,0.05979166666666667,-0.0007163212867453694,0.0066643553,5e-05
342,-9535.58746807,308,2954880,7560.0,9583,1.146177053451538,0.2,-6.153643590432626,-0.005359556871914754,0.9994515776634216,3410,0.00024062215046325474,0.04133101851851852,-0.006808668375015259,0.0058963285,5e-05
343,-9405.28280719,308,2963520,7560.0,9612,1.1447173357009888,0.2,-6.1445365842183435,-0.005486178757553851,0.9995668530464172,3420,0.0002459662458676138,0.06578703703703703,-0.010557742789387703,0.00683405,5e-05
344,-9338.61115456,308,2972160,7560.0,9640,1.1422619819641113,0.2,-6.138060734360306,-0.0035656771327679357,0.9996696710586548,3430,0.0001680053150792244,0.03699074074074074,0.006978674326092005,0.0050453166,5e-05
345,-9272.88791123,308,2980800,7560.0,9668,1.135695457458496,0.2,-6.121079035511723,-0.0033743552504866214,0.9995977282524109,3440,0.00018897367132551693,0.039375,-0.023372620344161987,0.006316794,5e-05
346,-9208.01080027,308,2989440,7560.0,9695,1.138495683670044,0.2,-6.1131677313204165,-0.0031606681406911876,0.9996002912521362,3450,0.00015954161700965078,0.03832175925925926,-0.01466123852878809,0.0055575585,5e-05
347,-9145.673210859999,308,2998080,7560.0,9723,1.1346049308776855,0.2,-6.1125852351718475,-0.004054408366188269,0.9996176958084106,3460,0.00027506711399096444,0.04170138888888889,0.01794656552374363,0.0051467675,5e-05
348,-9078.555606670001,308,3006720,7560.0,9750,1.1333290338516235,0.2,-6.10485700112802,-0.004168640466544915,0.9996416568756104,3470,0.0002280596008737727,0.043402777777777776,-0.004466497804969549,0.005323934,5e-05
349,-9007.03190643,308,3015360,7560.0,9778,1.128597378730774,0.2,-6.094254445676451,-0.002700037143572613,0.9995396733283997,3480,0.000167807189521867,0.033229166666666664,0.019367702305316925,0.004955417,5e-05
350,-8867.823711609999,308,3024000,7560.0,9807,1.1262445449829102,0.2,-6.083659494894523,-0.0033435976986462873,0.9995321035385132,3490,0.0003866232937973648,0.04006944444444444,-0.012668819166719913,0.0047229705,5e-05
351,-8799.5323534,308,3032640,7560.0,9834,1.1249973773956299,0.2,-6.079041752285428,-0.0030069605750894105,0.9996461868286133,3500,0.0004471290926934065,0.0303125,-0.02413736842572689,0.004965311,5e-05
352,-8731.74760187,308,3041280,7560.0,9862,1.1253308057785034,0.2,-6.076438527990271,-0.0035319573644341695,0.9994580745697021,3510,0.00048294140014655166,0.040497685185185185,-0.012909695506095886,0.005510428,5e-05
353,-8657.45899863,308,3049920,7560.0,9891,1.1172287464141846,0.2,-6.0635656808923795,-0.004826603299696688,0.9996212720870972,3520,0.00019895238442350766,0.04313657407407408,-0.0031126595567911863,0.005843131,5e-05
354,-8587.81663333,308,3058560,7560.0,9919,1.1148666143417358,0.2,-6.046375358369615,-0.004442312890767223,0.9995396733283997,3530,0.00038336275071573995,0.045092592592592594,-0.002692954847589135,0.0060456293,5e-05
355,-8518.705194839999,308,3067200,7560.0,9950,1.1147658824920654,0.2,-6.042705073180022,-0.004323706034984854,0.9996021389961243,3540,0.00041710719609033766,0.046689814814814816,0.0065992530435323715,0.0051472895,5e-05
356,-8448.05369137,308,3075840,7560.0,9980,1.1162258386611938,0.2,-6.045234670992251,-0.004923338578600022,0.9994449615478516,3550,0.0005293544141885057,0.047581018518518516,0.007573332637548447,0.0060002706,5e-05
357,-8311.39778795,308,3084480,7560.0,10014,1.1153450012207031,0.2,-6.047271188453392,-0.0020120585071681826,0.9995265007019043,3560,0.00038321119696236027,0.023854166666666666,-0.014905031770467758,0.0046879593,5e-05
358,-8243.64680681,307,3093120,7560.0,10045,1.1151078939437866,0.2,-6.0449429430785,-0.0049185730084018026,0.9996308088302612,3570,0.00042843250979246846,0.048344907407407406,-0.02129988931119442,0.005120779,5e-05
359,-8175.3413674,307,3101760,7560.0,10075,1.1145024299621582,0.2,-6.043473173070837,-0.006094371034867234,0.9996299147605896,3580,0.000219507509520756,0.06739583333333334,-0.011693653650581837,0.00719832,5e-05
360,-8111.546611989999,307,3110400,7560.0,10103,1.116487979888916,0.2,-6.0458154031965465,-0.003614980971130232,0.9996534585952759,3590,0.00016182298911358143,0.0346875,0.00698363920673728,0.0052708504,5e-05
361,-8046.2622194,307,3119040,7560.0,10135,1.1121491193771362,0.2,-6.0420755598280165,-0.004109797177111937,0.9995208382606506,3600,0.00036728068699529913,0.035347222222222224,-0.007849506102502346,0.0052149803,5e-05
362,-8077.25969006,307,3127680,7560.0,10165,1.1083167791366577,0.2,-6.026314781683463,-0.00321062834278025,0.9995826482772827,3610,0.00019893181274205238,0.02912037037037037,-0.00538466963917017,0.004739047,5e-05
363,-8014.11719378,307,3136320,7560.0,10196,1.1079881191253662,0.2,-6.019674030233313,-0.00532456548160149,0.993075966835022,3620,0.0012223883470438455,0.03719907407407407,-0.005634810775518417,0.0052095503,5e-05
364,-7919.677831349999,307,3144960,7560.0,10229,1.110204815864563,0.2,-6.021440425095735,-0.005138626005328088,0.9979085922241211,3630,0.0010683915759350552,0.037280092592592594,0.009652738459408283,0.004985547,5e-05
