time/total_timesteps,time/time_elapsed,time/iterations,time/fps,rollout/ep_len_mean,rollout/ep_rew_mean,train/loss,train/explained_variance,train/clip_range,train/policy_gradient_loss,train/learning_rate,train/n_updates,train/value_loss,train/std,train/clip_fraction,train/approx_kl,train/entropy_loss
1088640,4306,126,252,7560.0,-8143.4818558000015,-0.67539381980896,0.9995549917221069,0.2,-0.0035627040777493407,5e-05,1250,0.00032453384020266607,7.062447547912598,0.026990740740740742,0.0047182445,-13.460326919555664
1097280,4338,127,252,7560.0,-8131.1558558800025,-0.7061914801597595,0.9996427893638611,0.2,-0.0028486262180807964,5e-05,1260,0.00014219377378510588,7.1862077713012695,0.024421296296296295,0.0041373926,-13.523983205159505
1105920,4370,128,253,7560.0,-8041.804854890002,-0.6889113783836365,0.9997929930686951,0.2,-0.0021626949794935407,5e-05,1270,0.00017173612937633018,7.269387722015381,0.009571759259259259,0.0028381322,-13.580375077282941
1114560,4403,129,253,7560.0,-8022.111827810001,-0.6983636021614075,0.9997697472572327,0.2,-0.003670552149070082,5e-05,1280,0.00019091813503311844,7.371367454528809,0.01849537037037037,0.004220278,-13.630361485657868
1123200,4435,130,253,7560.0,-7895.595010110002,-0.6971982717514038,0.9995977878570557,0.2,-0.003491198749591907,5e-05,1290,0.0002324096557707957,7.464146137237549,0.020300925925925927,0.0041592093,-13.68201377939295
1131840,4467,131,253,7560.0,-7691.2642378300025,-0.681791365146637,0.999705970287323,0.2,-0.003152359350480967,5e-05,1300,0.00022066619468171634,7.55961799621582,0.02087962962962963,0.0045801247,-13.732731427086724
1140480,4499,132,253,7560.0,-7612.599674390001,-0.7094205021858215,0.9997012615203857,0.2,-0.00348892402852437,5e-05,1310,0.00019611477240148275,7.666653156280518,0.016875,0.0037852807,-13.78450267650463
1149120,4533,133,253,7560.0,-7451.699855320002,-0.6777270436286926,0.9996048808097839,0.2,-0.0035776754994704214,5e-05,1320,0.00027068704324645094,7.797883033752441,0.01707175925925926,0.003557838,-13.846397173139785
1157760,4565,134,253,7560.0,-7362.254354390001,-0.7022005319595337,0.999772310256958,0.2,-0.003105045892643156,5e-05,1330,0.00013536999252984836,7.924711227416992,0.025046296296296296,0.004777775,-13.912319047715929
1166400,4597,135,253,7560.0,-7251.958846010001,-0.7107117772102356,0.9997880458831787,0.2,-0.0023943646712642577,5e-05,1340,0.0001990190464291825,7.993553161621094,0.016180555555555556,0.0035333491,-13.960337793562147
1175040,4629,136,253,7560.0,-7155.06822138,-0.7087570428848267,0.9996131062507629,0.2,-0.003128061972351538,5e-05,1350,0.00027732670264042636,8.0728178024292,0.02013888888888889,0.00403483,-13.996748477088081
1183680,4661,137,253,7560.0,-7114.462404269999,-0.7150846719741821,0.9996522068977356,0.2,-0.003464437019666312,5e-05,1360,0.0002535128200704801,8.198675155639648,0.01744212962962963,0.0042258985,-14.048622031035247
1192320,4694,138,254,7560.0,-7075.5945178599995,-0.7173681259155273,0.99971604347229,0.2,-0.0024755863946241637,5e-05,1370,0.0002126979353326735,8.332405090332031,0.01587962962962963,0.003567228,-14.111063355339898
1200960,4726,139,254,7560.0,-7048.547355459999,-0.694842517375946,0.99955815076828,0.2,-0.0030536644485848093,5e-05,1380,0.00023791110586629386,8.467572212219238,0.021284722222222222,0.0044060904,-14.176801639839455
1209600,4759,140,254,7560.0,-7014.748782460001,-0.7137083411216736,0.9996445178985596,0.2,-0.002586647527361358,5e-05,1390,0.00022243460922726188,8.584222793579102,0.01568287037037037,0.0034925563,-14.235129717367666
1218240,4791,141,254,7560.0,-6997.069790390001,-0.714331328868866,0.9997023344039917,0.2,-0.0036772740922040408,5e-05,1400,0.00021913775640617435,8.687257766723633,0.023310185185185184,0.0047188625,-14.284358761398881
1226880,4823,142,254,7560.0,-6973.35747915,-0.7299126386642456,0.999775767326355,0.2,-0.002959834054733316,5e-05,1410,0.00016172932397576342,8.789815902709961,0.018726851851851852,0.0043159425,-14.33058793315181
1235520,4855,143,254,7560.0,-6963.48426904,-0.7366549372673035,0.9997038841247559,0.2,-0.003530547127334608,5e-05,1420,0.00016641369963138087,8.908988952636719,0.025486111111111112,0.0041960864,-14.380047805927418
1244160,4887,144,254,7560.0,-6946.717884690001,-0.7377957105636597,0.9996774196624756,0.2,-0.004352485882118344,5e-05,1430,0.00029833486790367816,9.051031112670898,0.02101851851851852,0.004936805,-14.439258646081996
1252800,4920,145,254,7560.0,-6923.773130650001,-0.7333385944366455,0.9996781349182129,0.2,-0.0028319351350957595,5e-05,1440,0.0002731219850075259,9.194453239440918,0.02400462962962963,0.0040478325,-14.50002810019034
1261440,4952,146,254,7560.0,-6916.21435604,-0.7260696291923523,0.9996370673179626,0.2,-0.0024632687161297157,5e-05,1450,0.0001667876902717614,9.29152774810791,0.010798611111111111,0.003200841,-14.552440630594889
1270080,4986,147,254,7560.0,-6871.3771733,-0.7296682596206665,0.9992009997367859,0.2,-0.002298311519143344,5e-05,1460,0.0004748760151603535,9.437906265258789,0.0159375,0.0038655105,-14.602992194140398
1278720,5018,148,254,7560.0,-6847.57019622,-0.7157400846481323,0.9996697902679443,0.2,-0.0029680933391123456,5e-05,1470,0.00016760623157972954,9.595943450927734,0.02130787037037037,0.0040377667,-14.666080941094293
1287360,5050,149,254,7560.0,-6822.940273089999,-0.7210947871208191,0.9996708035469055,0.2,-0.003163167707518571,5e-05,1480,0.00024917699006403346,9.676372528076172,0.017800925925925925,0.004010642,-14.716997172037761
1296000,5082,150,255,7560.0,-6796.445660619999,-0.7344297766685486,0.9993128776550293,0.2,-0.0027172736640743637,5e-05,1490,0.0005574287434595775,9.811456680297852,0.01636574074074074,0.0039906907,-14.763270741921884
1304640,5114,151,255,7560.0,-6772.842012289999,-0.7717743515968323,0.99913489818573,0.2,-0.0043370957848512465,5e-05,1500,0.0004147054855625525,9.976316452026367,0.040011574074074074,0.005890547,-14.825271459508825
1313280,5145,152,255,7560.0,-6748.02824424,-0.7428699135780334,0.999264121055603,0.2,-0.0013398448621026345,5e-05,1510,0.00032407016235757273,10.10230827331543,0.02153935185185185,0.003643061,-14.882023129639801
1321920,5178,153,255,7560.0,-6724.057308089999,-0.751629650592804,0.9994983077049255,0.2,-0.002142604902662613,5e-05,1520,0.00021602280822763633,10.201764106750488,0.028888888888888888,0.0036623261,-14.925899878607856
1330560,5211,154,255,7560.0,-6675.69320919,-0.7614855170249939,0.9991732835769653,0.2,-0.003230554688273481,5e-05,1530,0.0002251041991338651,10.331918716430664,0.028888888888888888,0.004151372,-14.972044867762813
1339200,5243,155,255,7560.0,-6656.212342260002,-0.7581751346588135,0.9993859529495239,0.2,-0.0013707377745218023,5e-05,1540,0.00015974441118251652,10.47086238861084,0.009421296296296296,0.0025114939,-15.022585166648582
1347840,5275,156,255,7560.0,-6633.02274163,-0.7583577632904053,0.9994138479232788,0.2,-0.0017599712139754384,5e-05,1550,0.0003065255068348186,10.587297439575195,0.01787037037037037,0.003781437,-15.070664537217882
1356480,5307,157,255,7560.0,-6615.96335086,-0.7423785328865051,0.9994210004806519,0.2,-0.0018107901501503807,5e-05,1560,0.00016517644112927545,10.700069427490234,0.012708333333333334,0.0034666732,-15.11133406745063
1365120,5339,158,255,7560.0,-6601.329730840001,-0.7619083523750305,0.9994386434555054,0.2,-0.0010255452252372547,5e-05,1570,0.00013333603221528595,10.839630126953125,0.010277777777777778,0.0025002079,-15.156613570319282
1373760,5371,159,255,7560.0,-6582.595666710001,-0.7503685355186462,0.9991490244865417,0.2,-0.0022172414730475456,5e-05,1580,0.00015029392297610347,11.013148307800293,0.019560185185185184,0.0040917513,-15.214308382670085
1382400,5402,160,255,7560.0,-6562.400700630001,-0.7665132880210876,0.9992582201957703,0.2,-0.002173989377570925,5e-05,1590,0.00014097306953906943,11.11815071105957,0.01783564814814815,0.003596504,-15.263014736881962
1391040,5437,161,255,7560.0,-6518.70299884,-0.793867826461792,0.9991660714149475,0.2,-0.002503372737965374,5e-05,1600,0.00016148618170215437,11.250452041625977,0.02153935185185185,0.0040536933,-15.304407504046404
1399680,5469,162,255,7560.0,-6499.570860780001,-0.7655304074287415,0.9993043541908264,0.2,-0.0018356765853241087,5e-05,1610,0.00015781368395470998,11.384664535522461,0.01646990740740741,0.0038286678,-15.350381407561125
1408320,5510,163,255,7560.0,-6476.98016374,-0.7615157961845398,0.9992204904556274,0.2,-0.002152218281601866,5e-05,1620,0.00020247246504705228,11.526887893676758,0.015625,0.0037122772,-15.398815831078423
1416960,5542,164,255,7560.0,-6455.20618595,-0.7833971977233887,0.9993547201156616,0.2,-0.0032159969921189326,5e-05,1630,0.0001863574460084136,11.645498275756836,0.035625,0.0050852085,-15.444549840997766
1425600,5575,165,255,7560.0,-6430.809846109999,-0.7616241574287415,0.9992417097091675,0.2,-0.0028305621517615187,5e-05,1640,0.0001849728734534303,11.768340110778809,0.024375,0.0038887386,-15.484700856385407
1434240,5607,166,255,7560.0,-6407.354999409999,-0.7876246571540833,0.9992867708206177,0.2,-0.002455642358572395,5e-05,1650,0.00013916245260689822,11.93415641784668,0.023958333333333335,0.004438568,-15.533710103211579
1442880,5639,167,255,7560.0,-6385.102018959999,-0.7718193531036377,0.9991892576217651,0.2,-0.0029476753118689416,5e-05,1660,0.0001756117824967347,12.084251403808594,0.025763888888888888,0.004383523,-15.584140840459753
1451520,5675,168,255,7560.0,-6331.79951058,-0.7683565616607666,0.999298632144928,0.2,-0.002458584682015633,5e-05,1670,0.00013186772807751335,12.231045722961426,0.015474537037037037,0.0032150256,-15.632161124900536
1460160,5708,169,255,7560.0,-6310.028572380001,-0.8020215630531311,0.9994198679924011,0.2,-0.0019165021444118961,5e-05,1680,0.00013643006906258288,12.385098457336426,0.025717592592592594,0.0037359325,-15.677034712897406
1468800,5740,170,255,7560.0,-6283.237160580001,-0.773742139339447,0.999409019947052,0.2,-0.0033242553053423763,5e-05,1690,0.00018127121451134035,12.570208549499512,0.02636574074074074,0.004285959,-15.730306643026847
1477440,5773,171,255,7560.0,-6256.47238022,-0.7986923456192017,0.9994550943374634,0.2,-0.002828305248274571,5e-05,1700,0.00014552324685037428,12.738061904907227,0.024780092592592593,0.0033967218,-15.782143599898728
1486080,5805,172,255,7560.0,-6228.97998917,-0.7963539361953735,0.9995221495628357,0.2,-0.0012513823338128902,5e-05,1710,0.00012394118921225459,12.930388450622559,0.017465277777777777,0.0035514885,-15.836746484968398
1494720,5838,173,256,7560.0,-6212.46244356,-0.7980526685714722,0.9992002248764038,0.2,-0.002376989247967248,5e-05,1720,0.00011976414945685839,13.11738395690918,0.030462962962962963,0.0040491377,-15.892997856846563
1503360,5872,174,255,7560.0,-6187.88356948,-0.7994729280471802,0.9992498159408569,0.2,-0.001868942780247717,5e-05,1730,0.00010695792349805641,13.280494689941406,0.009479166666666667,0.0028583666,-15.944390418441207
1512000,5906,175,255,7560.0,-6138.951913380001,-0.8072448372840881,0.9992873668670654,0.2,-0.0016923633193666183,5e-05,1740,0.00012837680018155543,13.422626495361328,0.025694444444444443,0.003954148,-15.98822655218619
1520640,5939,176,256,7560.0,-6116.88125518,-0.8056979179382324,0.9995242953300476,0.2,-0.001758435121220019,5e-05,1750,0.00010930580243304441,13.573084831237793,0.011817129629629629,0.0025455356,-16.03092021235713
1529280,5972,177,256,7560.0,-6093.54081079,-0.8198078274726868,0.9993794560432434,0.2,-0.001906974158525743,5e-05,1760,0.00014080888891098936,13.787293434143066,0.005740740740740741,0.0023783804,-16.07981159210205
1537920,6006,178,256,7560.0,-6070.72973628,-0.8207058906555176,0.9993672966957092,0.2,-0.002122079104323078,5e-05,1770,0.00018881761745163843,14.026982307434082,0.01670138888888889,0.0033402138,-16.142976750974302
1546560,6041,179,256,7560.0,-6054.53857484,-0.8254480957984924,0.9993636608123779,0.2,-0.0031466240925645387,5e-05,1780,0.00014232896262978168,14.254509925842285,0.033414351851851855,0.0049419207,-16.20909873255977
1555200,6074,180,256,7560.0,-6029.238136579999,-0.8211096525192261,0.9994393587112427,0.2,-0.0012456639390438795,5e-05,1790,9.603139112894294e-05,14.484264373779297,0.013391203703703704,0.0034191008,-16.272786718297887
1563840,6107,181,256,7560.0,-6009.4082886900005,-0.8223842978477478,0.9994716048240662,0.2,-0.002130006550880218,5e-05,1800,0.00010555607077144992,14.65317153930664,0.02378472222222222,0.004187121,-16.327435230678983
1572480,6141,182,256,7560.0,-5974.18248059,-0.8124926090240479,0.9994227290153503,0.2,-0.002181030454941922,5e-05,1810,0.00011806699216659009,14.927611351013184,0.02917824074074074,0.0040822155,-16.38965966825132
1581120,6173,183,256,7560.0,-5955.39853034,-0.8499414324760437,0.9996351599693298,0.2,-0.002125089829442678,5e-05,1820,0.00010796280741353122,15.186400413513184,0.013738425925925926,0.003495508,-16.45683727123119
1589760,6206,184,256,7560.0,-5935.6781972,-0.8208822011947632,0.9995379447937012,0.2,-0.002683812260489773,5e-05,1830,0.00014391822303878144,15.371841430664062,0.028194444444444446,0.0044544465,-16.511568871957284
1598400,6238,185,256,7560.0,-5920.7070127900015,-0.8373237252235413,0.9994773864746094,0.2,-0.0020241065004288597,5e-05,1840,0.0001428490561024605,15.621790885925293,0.01292824074074074,0.0032164021,-16.566475071377223
1607040,6269,186,256,7560.0,-5905.27961279,-0.8368207812309265,0.999491810798645,0.2,-0.0019609946298792405,5e-05,1850,0.00010055596480486672,15.87179183959961,0.02172453703703704,0.0039288416,-16.63013761167173
1615680,6300,187,256,7560.0,-5889.668569880001,-0.842926561832428,0.99952632188797,0.2,-0.001295266971854424,5e-05,1860,0.00011297883885196859,16.142305374145508,0.011782407407407408,0.0031337843,-16.69367406350595
1624320,6332,188,256,7560.0,-5870.82235103,-0.8403897285461426,0.9995760917663574,0.2,-0.0027359616533956595,5e-05,1870,9.32640040722348e-05,16.342849731445312,0.011423611111111112,0.0032104221,-16.749850487885652
1632960,6365,189,256,7560.0,-5837.84650318,-0.8542108535766602,0.9994982481002808,0.2,-0.003654388311077599,5e-05,1880,8.984725065938956e-05,16.660017013549805,0.03076388888888889,0.00501691,-16.809905412462022
1641600,6397,190,256,7560.0,-5817.62370859,-0.8580321669578552,0.9995556473731995,0.2,-0.000848597782422547,5e-05,1890,0.00012268147389005645,16.916927337646484,0.005138888888888889,0.0020828687,-16.87614814899586
1650240,6428,191,256,7560.0,-5800.226910829999,-0.8427997827529907,0.999622106552124,0.2,-0.0015716156209991485,5e-05,1900,0.00014225140935364094,17.11591339111328,0.008506944444444444,0.0027263197,-16.927196714613174
1658880,6468,192,256,7560.0,-5781.42666644,-0.8520326018333435,0.9995617866516113,0.2,-0.0022497063118067603,5e-05,1910,0.0001600321490884569,17.349178314208984,0.012349537037037037,0.0034716108,-16.97600791083442
1667520,6502,193,256,7560.0,-5757.88921139,-0.8601612448692322,0.9995676279067993,0.2,-0.002634046856244957,5e-05,1920,0.0001464425905470745,17.53712272644043,0.02148148148148148,0.0041090082,-17.017688369750978
1676160,6536,194,256,7560.0,-5738.736730590001,-0.8743624687194824,0.999565839767456,0.2,-0.002704089816521715,5e-05,1930,0.00013821895089845553,17.824176788330078,0.017013888888888887,0.0033415284,-17.066544885988588
1684800,6569,195,256,7560.0,-5717.67980173,-0.8710160255432129,0.9994714260101318,0.2,-0.0036960773340736826,5e-05,1940,0.00013826883756943667,18.04170799255371,0.02704861111111111,0.004846617,-17.118892733256022
1693440,6603,196,256,7560.0,-5671.786827900001,-0.8569886684417725,0.9996362924575806,0.2,-0.001611646831346055,5e-05,1950,0.00010934301598657234,18.273893356323242,0.015370370370370371,0.0033308945,-17.16605252866392
1702080,6638,197,256,7560.0,-5654.440417510001,-0.8746097087860107,0.9997498393058777,0.2,-0.0023226569756796514,5e-05,1960,9.693173875685143e-05,18.52071762084961,0.006840277777777778,0.0029258055,-17.215259349964285
1710720,6670,198,256,7560.0,-5633.22150673,-0.8537510633468628,0.9995390176773071,0.2,-0.0018343157821369392,5e-05,1970,0.00014842665272428552,18.84086036682129,0.011805555555555555,0.0033965888,-17.270106332567003
1719360,6703,199,256,7560.0,-5598.473973649999,-0.8807925581932068,0.9996083974838257,0.2,-0.0013129421282145712,5e-05,1980,0.00013784626348987568,19.101518630981445,0.012094907407407407,0.0026993894,-17.325979956167714
1728000,6738,200,256,7560.0,-5573.696703589999,-0.8775719404220581,0.9996834993362427,0.2,-0.0026711156236490716,5e-05,1990,0.0001401455070569042,19.33552360534668,0.01460648148148148,0.0037743135,-17.373526930632416
1736640,6772,201,256,7560.0,-5546.242460959999,-0.8911718130111694,0.9996412396430969,0.2,-0.0018900498044159676,5e-05,2000,0.00014877972839544612,19.660741806030273,0.013344907407407408,0.0029572465,-17.42577631915057
1745280,6806,202,256,7560.0,-5524.826617430001,-0.884942889213562,0.9996224641799927,0.2,-0.002153459890504126,5e-05,2010,0.00010929574261050826,19.99304962158203,0.019097222222222224,0.0038597446,-17.486234266493057
1753920,6842,203,256,7560.0,-5487.246785190001,-0.8874613642692566,0.9996647238731384,0.2,-0.001496731417288107,5e-05,2020,0.00012417315804028745,20.275787353515625,0.012326388888888888,0.0025547487,-17.541746253967286
1762560,6875,204,256,7560.0,-5467.998356509999,-0.8843039870262146,0.9997204542160034,0.2,-0.0012506435671821236,5e-05,2030,0.00012350337756625204,20.641618728637695,0.012164351851851852,0.0032255915,-17.604456233271847
1771200,6909,205,256,7560.0,-5453.378215399999,-0.8852207064628601,0.9996560215950012,0.2,-0.0017045056487054184,5e-05,2040,0.00015918285279271745,20.829008102416992,0.008923611111111111,0.0023927595,-17.654434379295065
1779840,6943,206,256,7560.0,-5441.0796909,-0.8922212719917297,0.999250590801239,0.2,-0.001296618198113585,5e-05,2050,0.0001424932023305532,21.02908706665039,0.007326388888888889,0.002252104,-17.68626295160364
1788480,6978,207,256,7560.0,-5422.445439339999,-0.8967447876930237,0.9997100234031677,0.2,-0.002949739868787152,5e-05,2060,0.00014881660584554386,21.302581787109375,0.020196759259259258,0.0038267216,-17.72660032908122
1797120,7014,208,256,7560.0,-5401.926573930001,-0.8964159488677979,0.999764621257782,0.2,-0.0017001935135124734,5e-05,2070,0.00011734702957996719,21.493844985961914,0.012824074074074075,0.0027198037,-17.763827815585667
1805760,7048,209,256,7560.0,-5385.67356469,-0.8907846808433533,0.9997604489326477,0.2,-0.0026214615345277166,5e-05,2080,0.000101720574527496,21.738393783569336,0.016712962962962964,0.003396605,-17.802942393267596
1814400,7083,210,256,7560.0,-5359.600702670001,-0.8977108001708984,0.9989415407180786,0.2,-0.001519405767666521,5e-05,2090,0.0003610648313069423,22.077213287353516,0.010729166666666666,0.0023386853,-17.85549494708026
1823040,7115,211,256,7560.0,-5343.793513410001,-0.8869006633758545,0.9998128414154053,0.2,-0.002188435703843694,5e-05,2100,0.0001639625401434454,22.398231506347656,0.019004629629629628,0.0033255375,-17.913214754175257
1831680,7156,212,255,7560.0,-5329.7366338599995,-0.9282867908477783,0.999777615070343,0.2,-0.002403952168231761,5e-05,2110,0.00016175604564152847,22.68709945678711,0.016087962962962964,0.0032026565,-17.962787255181208
1840320,7189,213,255,7560.0,-5315.608422969999,-0.8965389132499695,0.9997401833534241,0.2,-0.0022889627157538024,5e-05,2120,0.0001789564985342117,23.04659652709961,0.02042824074074074,0.0037760779,-18.016064742759422
1848960,7221,214,256,7560.0,-5295.547708940001,-0.909268856048584,0.9996887445449829,0.2,-0.001963296728036194,5e-05,2130,0.0001372641213526583,23.38748550415039,0.012361111111111111,0.003368661,-18.06682953869855
1857600,7253,215,256,7560.0,-5276.79780826,-0.9109591841697693,0.9995855093002319,0.2,-0.0017944847021458877,5e-05,2140,0.00017590221566529687,23.63526153564453,0.006608796296296297,0.0021924751,-18.105460157041197
1866240,7284,216,256,7560.0,-5260.345368260001,-0.9144513010978699,0.9996439218521118,0.2,-0.000841277239723476,5e-05,2150,0.000139903783406394,23.90291976928711,0.012673611111111111,0.0022495028,-18.14168456607395
1874880,7317,217,256,7560.0,-5228.092796399999,-0.9200270175933838,0.9996089935302734,0.2,-0.0010715985627568982,5e-05,2160,0.00015600210069721841,24.260128021240234,0.00787037037037037,0.0020521993,-18.195016137582286
1883520,7349,218,256,7560.0,-5208.7861563199995,-0.9321255683898926,0.9998348951339722,0.2,-0.00027875874415729887,5e-05,2170,0.00010919509438314923,24.633522033691406,0.004050925925925926,0.0016491559,-18.256571037857622
1892160,7382,219,256,7560.0,-5194.77383037,-0.8922944664955139,0.9994717240333557,0.2,-0.002155290890864476,5e-05,2180,0.00019209278408433656,25.021141052246094,0.015891203703703703,0.0029176364,-18.317769084506565
1900800,7413,220,256,7560.0,-5177.5380298499995,-0.9280326962471008,0.9997025728225708,0.2,-0.0014025881534649267,5e-05,2190,0.00015314940616479832,25.276935577392578,0.011828703703703704,0.002494771,-18.36504968855116
1909440,7444,221,256,7560.0,-5160.7037694,-0.9278383851051331,0.9996894598007202,0.2,-0.002161548093168272,5e-05,2200,0.0001675942312242653,25.675548553466797,0.008796296296296297,0.0032610444,-18.412979008709943
1918080,7475,222,256,7560.0,-5143.732083020001,-0.9196993112564087,0.9996688961982727,0.2,-0.0012639090394670214,5e-05,2210,0.00014432444073867777,26.089447021484375,0.00931712962962963,0.0029313697,-18.470201132032606
1926720,7507,223,256,7560.0,-5127.60514146,-0.9303860068321228,0.999597430229187,0.2,-0.0020256180305861762,5e-05,2220,0.0001536855227836727,26.57298469543457,0.022546296296296297,0.003263394,-18.533132167392306
1935360,7539,224,256,7560.0,-5097.38161126,-0.9172120690345764,0.9995406270027161,0.2,-0.0008256124313575802,5e-05,2230,0.00025293114580563267,27.016551971435547,0.005717592592592593,0.0019131334,-18.59686281416151
1944000,7571,225,256,7560.0,-5080.268082580001,-0.9467976689338684,0.9994180202484131,0.2,-0.0008971432620590484,5e-05,2240,0.0002820126885921194,27.450275421142578,0.010347222222222223,0.0024568955,-18.656223845305266
1952640,7602,226,256,7560.0,-5064.54328674,-0.9262251853942871,0.9997590780258179,0.2,-0.001941721567677127,5e-05,2250,0.00020144547554621197,27.75423812866211,0.00980324074074074,0.0024906953,-18.7050566595572
1961280,7634,227,256,7560.0,-5054.631984070001,-0.9364519715309143,0.9986478090286255,0.2,-0.0010482455598604349,5e-05,2260,0.0003059513975340114,28.22089195251465,0.007581018518518518,0.0024655226,-18.756335252832482
1969920,7665,228,256,7560.0,-5034.47435074,-0.9299672842025757,0.9993181824684143,0.2,-0.0009044470738067671,5e-05,2270,0.00039460170214254133,28.48109245300293,0.005439814814814815,0.0015769886,-18.80078384399414
1978560,7697,229,257,7560.0,-5015.10543124,-0.9543426632881165,0.999564528465271,0.2,-0.0016386264892019056,5e-05,2280,0.0001795783619982777,28.81623649597168,0.014074074074074074,0.0025904449,-18.840352383366337
1987200,7728,230,257,7560.0,-4997.8189960400005,-0.9650051593780518,0.9997060894966125,0.2,-0.001562988927277426,5e-05,2290,0.00016396633408375137,29.269397735595703,0.019525462962962963,0.0026135815,-18.892771945529514
1995840,7760,231,257,7560.0,-4961.038555730001,-0.9366277456283569,0.9994695782661438,0.2,-0.001699391162816297,5e-05,2300,0.00019256050077038473,29.764150619506836,0.011643518518518518,0.0024896376,-18.954657940334744
2004480,7792,232,257,7560.0,-4944.00359041,-0.957506537437439,0.9998488426208496,0.2,-0.0014111115548035337,5e-05,2310,0.00016081182856632275,30.133840560913086,0.011331018518518518,0.0023578696,-19.00874319429751
2013120,7823,233,257,7560.0,-4923.65665395,-0.9796467423439026,0.9995117783546448,0.2,-0.0019553312498869165,5e-05,2320,0.00026736806153807,30.691890716552734,0.01273148148148148,0.0035572925,-19.062990108066135
2021760,7854,234,257,7560.0,-4908.83334818,-0.9748712182044983,0.9993878602981567,0.2,-0.0014204694639408477,5e-05,2330,0.0002715543572439519,31.299108505249023,0.010474537037037037,0.002543566,-19.130126098350242
2030400,7886,235,257,7560.0,-4889.3007164,-0.9578920602798462,0.9995802044868469,0.2,-0.0019919322020615694,5e-05,2340,0.0002546216814220383,31.7923641204834,0.01579861111111111,0.0029143286,-19.194859767489962
2039040,7917,236,257,7560.0,-4872.99874359,-0.9805258512496948,0.9996078014373779,0.2,-0.0017893175653147476,5e-05,2350,0.0002450959844497481,32.41423797607422,0.018645833333333334,0.0030045449,-19.261796352245188
2047680,7949,237,257,7560.0,-4859.612337240001,-0.9757522940635681,0.9996381402015686,0.2,-0.0015432614382977286,5e-05,2360,0.0001922690961456047,32.75465774536133,0.011284722222222222,0.0021865282,-19.319619928995767
2056320,7982,238,257,7560.0,-4838.494690709999,-0.9729575514793396,0.9996347427368164,0.2,-0.0016382924601849582,5e-05,2370,0.00015683618824200324,33.2247314453125,0.0078009259259259256,0.0026654676,-19.366314413282605
2064960,8013,239,257,7560.0,-4830.077181369999,-0.9692280888557434,0.9998747110366821,0.2,-0.0014105313545506861,5e-05,2380,0.00013816831831785817,33.740516662597656,0.005138888888888889,0.0022045095,-19.420836811772098
2073600,8044,240,257,7560.0,-4822.93740799,-0.9671441316604614,0.9996758699417114,0.2,-0.00171949564203344,5e-05,2390,0.00026768404907434834,34.140472412109375,0.01056712962962963,0.0025303955,-19.46800816571271
2082240,8076,241,257,7560.0,-4856.004031799999,-0.9786050915718079,0.9987971186637878,0.2,-0.00242099187914627,5e-05,2400,0.000659002706632708,34.701622009277344,0.009548611111111112,0.0023316455,-19.51881640964084
2090880,8107,242,257,7560.0,-4860.57708849,-0.9829397201538086,0.9974023699760437,0.2,-0.0018585040549644165,5e-05,2410,0.002498410040495434,35.361900329589844,0.01318287037037037,0.0033036554,-19.58889508706552
2099520,8139,243,257,7560.0,-4882.77656759,-0.9785369038581848,0.9982507228851318,0.2,-0.0019377312840272983,5e-05,2420,0.0013219801587035396,36.029388427734375,0.012314814814814815,0.00299027,-19.66237250999168
2108160,8170,244,258,7560.0,-4913.8213672,-0.9989779591560364,0.9971981048583984,0.2,-0.003453598589187971,5e-05,2430,0.0017108721765085916,36.71345138549805,0.03891203703703704,0.0051476373,-19.7312186022158
2116800,8203,245,258,7560.0,-4925.2671393,-0.9955586194992065,0.9978616833686829,0.2,-0.003814304705398778,5e-05,2440,0.0012057759553297527,37.43770217895508,0.026238425925925925,0.0040773214,-19.81229634037724
2125440,8234,246,258,7560.0,-4935.093105169999,-1.0079697370529175,0.9989809393882751,0.2,-0.002475003366427565,5e-05,2450,0.0009710229488943393,37.99287414550781,0.0190625,0.0029963162,-19.880842313413268
2134080,8265,247,258,7560.0,-4964.00818165,-1.0117803812026978,0.9982154369354248,0.2,-0.001666697478611712,5e-05,2460,0.0013550125510017905,38.54941177368164,0.014004629629629629,0.002726243,-19.94235804663764
2142720,8297,248,258,7560.0,-4979.711180859999,-1.0154719352722168,0.9985761046409607,0.2,-0.0027121076020584613,5e-05,2470,0.0016559555286248388,39.28822326660156,0.026747685185185187,0.003958702,-20.012871689973053
2151360,8328,249,258,7560.0,-4999.50615858,-1.0093439817428589,0.9986184239387512,0.2,-0.0014183925538910208,5e-05,2480,0.0012020706909458602,39.850425720214844,0.008761574074074074,0.002552262,-20.080986087940357
2160000,8359,250,258,7560.0,-5009.42930323,-1.017966866493225,0.9988417625427246,0.2,-0.0006965314517556517,5e-05,2490,0.0009723409370484727,40.38457489013672,0.013391203703703704,0.0026139484,-20.13933419828062
2168640,8390,251,258,7560.0,-5031.283611360001,-1.0294487476348877,0.9987007975578308,0.2,-0.0024311306462105778,5e-05,2500,0.0024099255689307704,41.024925231933594,0.01721064814814815,0.0029971215,-20.19558885079843
2177280,8423,252,258,7560.0,-5025.34705603,-1.011225938796997,0.997655987739563,0.2,-0.003355048881257298,5e-05,2510,0.0011574195558205246,41.633636474609375,0.029733796296296296,0.004071936,-20.253186569213867
