rollout/ep_rew_mean,rollout/ep_len_mean,time/fps,time/total_timesteps,time/iterations,time/time_elapsed,train/loss,train/entropy_loss,train/explained_variance,train/value_loss,train/clip_fraction,train/clip_range,train/std,train/learning_rate,train/n_updates,train/policy_gradient_loss,train/approx_kl
-6377.81087784,7560.0,300,1512000,15,431,0.0045127724297344685,-4.267589613243386,0.9997618794441223,0.0005656296881001994,0.03621527777777778,0.2,0.7162291407585144,5e-05,1734,-0.0030286394016541263,0.004843506
-6373.82127685,7560.0,300,1520640,16,459,0.003425762290135026,-4.265143311465228,0.9995291829109192,0.0007055944809582326,0.05811342592592592,0.2,0.7167227268218994,5e-05,1744,-0.004818325224763679,0.0065877223
-6362.586625759998,7560.0,300,1529280,17,488,-2.5112618459388614e-05,-4.26299774063958,0.9996464848518372,0.0004746275263540964,0.05074074074074074,0.2,0.7156801819801331,5e-05,1754,-0.005227645703556913,0.0064343163
-6360.705417829999,7560.0,299,1537920,18,518,0.015238064341247082,-4.254057156244913,0.9996699690818787,0.0006757733367784467,0.03670138888888889,0.2,0.7139104604721069,5e-05,1764,-0.0024603117502259987,0.004805073
-6355.662164269999,7560.0,299,1546560,19,547,-0.00010049344564322382,-4.242351025475396,0.999657392501831,0.00044206547921661426,0.050208333333333334,0.2,0.7120398283004761,5e-05,1774,-0.004497102384489996,0.005910735
-6343.99168188,7560.0,300,1555200,20,575,-0.0032634998206049204,-4.231393730728715,0.9991444945335388,0.0006063999511793049,0.05766203703703704,0.2,0.7108490467071533,5e-05,1784,-0.004902241961616609,0.0063174637
-6325.92107907,7560.0,299,1563840,21,606,0.0006369443144649267,-4.2267011335161,0.9998130798339844,0.0007112829727594982,0.047314814814814816,0.2,0.7108510732650757,5e-05,1794,-0.00441640284050394,0.005941903
-6325.778529300001,7560.0,297,1572480,22,638,-0.026131711900234222,-4.217175158394707,0.9997546672821045,0.000509493181177984,0.05559027777777778,0.2,0.7081536054611206,5e-05,1804,-0.005184039069443113,0.006113487
-6309.27339832,7560.0,298,1581120,23,666,-0.017748575657606125,-4.205332013942577,0.9989448189735413,0.0007794345050718186,0.0627662037037037,0.2,0.7064117789268494,5e-05,1814,-0.005961746495320565,0.00671728
-6301.74092197,7560.0,297,1589760,24,697,-0.01919109933078289,-4.192550418641832,0.9997400045394897,0.0004919746216964321,0.0646875,0.2,0.7037535905838013,5e-05,1824,-0.006636486418062338,0.0070214025
-6293.33293186,7560.0,297,1598400,25,725,0.004362048581242561,-4.174324664363155,0.9993829727172852,0.0006641588430890503,0.041875,0.2,0.7008347511291504,5e-05,1834,-0.0031753264303767573,0.005424706
-6284.77424522,7560.0,297,1607040,26,754,-0.01988994888961315,-4.155938066199973,0.9993592500686646,0.0006367229352084298,0.04469907407407407,0.2,0.6977535486221313,5e-05,1844,-0.0042770572431833935,0.005804534
-6280.134031010001,7560.0,297,1615680,27,782,-0.01866014674305916,-4.13955659477799,0.9994519352912903,0.000577627568833392,0.04278935185185185,0.2,0.69499671459198,5e-05,1854,-0.003559503490967607,0.005691146
-6263.939480810001,7560.0,297,1624320,28,813,-0.01730952225625515,-4.133297842873468,0.9992210268974304,0.0006420242089640212,0.05233796296296296,0.2,0.6959615349769592,5e-05,1864,-0.004543100503721723,0.00584578
-6253.41721461,7560.0,297,1632960,29,841,0.003169328672811389,-4.12892787332888,0.999443531036377,0.0005995613647327344,0.05555555555555555,0.2,0.6941500902175903,5e-05,1874,-0.004210584472381958,0.0059158164
-6243.10361318,7560.0,297,1641600,30,870,0.0007618714007548988,-4.119755529121116,0.9991771578788757,0.0008991656609793642,0.06295138888888889,0.2,0.6926983594894409,5e-05,1884,-0.005888231714963223,0.006642127
-6233.0662184699995,7560.0,297,1650240,31,899,-0.005716918967664242,-4.114177521952876,0.9993095397949219,0.0004729092269122635,0.04804398148148148,0.2,0.6931653022766113,5e-05,1894,-0.00403759027796763,0.005806583
-6222.0747849399995,7560.0,297,1658880,32,928,0.0014538512332364917,-4.109117744940298,0.9994726777076721,0.0003855900511822525,0.04527777777777778,0.2,0.6917523741722107,5e-05,1904,-0.0033003672995363122,0.0046667275
-6213.097764549999,7560.0,298,1667520,33,956,0.015151992440223694,-4.096095513237847,0.9992954730987549,0.000798126777722414,0.06170138888888889,0.2,0.688979983329773,5e-05,1914,-0.0065969906931881,0.0066094142
-6209.784650389999,7560.0,298,1676160,34,984,-0.006775373592972755,-4.087615943131623,0.9995192289352417,0.00054790916450589,0.061585648148148146,0.2,0.6900668144226074,5e-05,1924,-0.005328429032255102,0.0068577784
-6199.552761229999,7560.0,297,1684800,35,1015,0.003461456624791026,-4.090221157073975,0.9995434284210205,0.0004967118312897919,0.05980324074074074,0.2,0.690470814704895,5e-05,1934,-0.005714663023439546,0.006029418
-6187.23367368,7560.0,297,1693440,36,1043,-0.01770404353737831,-4.077403689843637,0.9996132254600525,0.000499640256101783,0.04957175925925926,0.2,0.6860231757164001,5e-05,1944,-0.0050682737190207395,0.0055457866
-6185.08374025,7560.0,297,1702080,37,1074,-0.011767808347940445,-4.0617816688396315,0.9997010827064514,0.0004851587513931682,0.0678125,0.2,0.6849862933158875,5e-05,1954,-0.004544882131912918,0.0067159566
-6178.365436540002,7560.0,297,1710720,38,1102,0.009728094562888145,-4.047981984527023,0.9994750022888184,0.0005454945631639997,0.05113425925925926,0.2,0.6814135313034058,5e-05,1964,-0.004616867410432961,0.005493489
-6172.6021296,7560.0,297,1719360,39,1131,-0.019383372738957405,-4.038541967250683,0.999440610408783,0.0006185906981139582,0.055405092592592596,0.2,0.6815136671066284,5e-05,1974,-0.004054380433151016,0.0071493043
-6162.488616350001,7560.0,297,1728000,40,1160,-0.003816758282482624,-4.034317061459577,0.9995157718658447,0.0006013644820820816,0.060578703703703704,0.2,0.6799737215042114,5e-05,1984,-0.005555013323426936,0.0067277974
-6156.008185249999,7560.0,297,1736640,41,1188,-0.013574340380728245,-4.022670389811198,0.9996231198310852,0.0005075365598141043,0.05572916666666667,0.2,0.6779584884643555,5e-05,1994,-0.005070350322251518,0.0061890185
-6138.134386639999,7560.0,297,1745280,42,1219,0.0010956268524751067,-4.0112725349708835,0.9996301531791687,0.0003578523907829852,0.049560185185185186,0.2,0.6766033172607422,5e-05,2004,-0.0032820477143481928,0.005531408
-6131.634950119998,7560.0,297,1753920,43,1249,-0.0178548451513052,-4.012050276509037,0.9995275139808655,0.000760375406664227,0.052905092592592594,0.2,0.6784344911575317,5e-05,2014,-0.005656384084787634,0.005883979
-6125.254746819999,7560.0,297,1762560,44,1278,-0.007674580905586481,-4.008957057529026,0.9995375275611877,0.0005350991265839656,0.0637037037037037,0.2,0.6766489148139954,5e-05,2024,-0.005001267969470333,0.006489404
-6123.283413979999,7560.0,297,1771200,45,1306,-0.020731134340167046,-3.997198146537498,0.9994847178459167,0.00039563291317554775,0.04828703703703704,0.2,0.6745362281799316,5e-05,2034,-0.004163534547098809,0.0058842837
-6116.3178137099985,7560.0,297,1779840,46,1335,-0.0015785775613039732,-3.9933708558259187,0.9994935989379883,0.000644728248363309,0.04474537037037037,0.2,0.6759029626846313,5e-05,2044,-0.004377333061355683,0.00540902
-6110.879892099998,7560.0,297,1788480,47,1363,0.008483038283884525,-3.980157267075998,0.9995247721672058,0.0007074311462498304,0.04960648148148148,0.2,0.671329140663147,5e-05,2054,-0.0043693540545387405,0.0059996573
-6097.628458949999,7560.0,297,1797120,48,1392,-0.0158477034419775,-3.965996025403341,0.9997199773788452,0.0003994461403905276,0.05179398148148148,0.2,0.6705657243728638,5e-05,2064,-0.00463168205158716,0.0056734313
-6086.931022339999,7560.0,297,1805760,49,1424,0.0006598380859941244,-3.9505536340784144,0.9994154572486877,0.0006784820474503148,0.053391203703703705,0.2,0.6661654114723206,5e-05,2074,-0.0048253726917836404,0.0063226065
-6087.21806387,7560.0,297,1814400,50,1452,-0.006084355991333723,-3.9257768009327076,0.9996095895767212,0.000681941821315343,0.05744212962962963,0.2,0.6631561517715454,5e-05,2084,-0.004892334178159082,0.0059679304
-6083.74312614,7560.0,297,1823040,51,1481,-0.01254978682845831,-3.9153389054757577,0.9995892643928528,0.00048506404905950787,0.05050925925925926,0.2,0.6633629202842712,5e-05,2094,-0.006324489489197731,0.0055248826
