time/iterations,time/total_timesteps,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,time/time_elapsed,train/learning_rate,train/clip_range,train/explained_variance,train/value_loss,train/n_updates,train/approx_kl,train/policy_gradient_loss,train/clip_fraction,train/entropy_loss,train/loss,train/std
128,1105920,-17168.6575992,311,8640.0,3547,5e-05,0.2,0.999596357345581,0.0009660622952247245,1270,0.0045065978,-0.005348413064386006,0.025300925925925925,-9.694609314247414,-0.4789692461490631,3.7245934009552
129,1114560,-17139.814980170002,311,8640.0,3575,5e-05,0.2,0.9993667602539062,0.0013142149140670275,1280,0.004514962,-0.004046371973775051,0.02824074074074074,-9.729867983217593,-0.5012862086296082,3.7837095260620117
130,1123200,-17116.34114502,311,8640.0,3603,5e-05,0.2,0.9996244311332703,0.0010840630337716666,1290,0.005195544,-0.0061122604998483975,0.03532407407407408,-9.788992404937744,-0.4900372326374054,3.8509602546691895
131,1131840,-17089.4188504,311,8640.0,3631,5e-05,0.2,0.9995654821395874,0.0010693648652630617,1300,0.004541269,-0.004226656895372327,0.02378472222222222,-9.850142332712808,-0.47152313590049744,3.9260599613189697
132,1140480,-17059.39835772,311,8640.0,3658,5e-05,0.2,0.9996443390846252,0.0011087862875407424,1310,0.0048132846,-0.0047318157339813535,0.03528935185185185,-9.890879065195719,-0.5281842350959778,3.9647293090820312
133,1149120,-17031.55873924,311,8640.0,3686,5e-05,0.2,0.9996849298477173,0.0010259865743056354,1320,0.0030422334,-0.0032926612530179596,0.018958333333333334,-9.914182383925827,-0.4961548447608948,4.0037617683410645
134,1157760,-16997.76985837,311,8640.0,3714,5e-05,0.2,0.9996916651725769,0.0009081005575178467,1330,0.004000592,-0.004564564573337083,0.02141203703703704,-9.940581506799768,-0.4986838102340698,4.055187225341797
135,1166400,-16963.98949749,311,8640.0,3742,5e-05,0.2,0.999707818031311,0.0008679257153697243,1340,0.004737507,-0.005424736606095124,0.026412037037037036,-9.956633344579625,-0.4995908737182617,4.086429595947266
136,1175040,-16929.860461460004,311,8640.0,3770,5e-05,0.2,0.9997210502624512,0.0008734946840666924,1350,0.004745501,-0.004924067362142658,0.03155092592592593,-9.97493525399102,-0.5045454502105713,4.128539562225342
137,1183680,-16901.898890769997,311,8640.0,3798,5e-05,0.2,0.9997085332870483,0.0008739926910709107,1360,0.004562379,-0.005443400333256081,0.02091435185185185,-10.001975806200946,-0.5065943598747253,4.181841850280762
138,1192320,-16872.34226021,311,8640.0,3826,5e-05,0.2,0.9997338652610779,0.000846040743118566,1370,0.0042868718,-0.003454314350771407,0.023217592592592592,-10.04556109181157,-0.5219995379447937,4.252462863922119
139,1200960,-16846.874563499998,311,8640.0,3854,5e-05,0.2,0.9997539520263672,0.0008127330210818737,1380,0.0041419426,-0.0031838720716122126,0.021527777777777778,-10.095101509094238,-0.5401826500892639,4.313593864440918
140,1209600,-16818.53038648,311,8640.0,3882,5e-05,0.2,0.9997014403343201,0.0008768401486385199,1390,0.004558624,-0.003239100298292383,0.023101851851851853,-10.14486535248933,-0.5180935263633728,4.3849592208862305
141,1218240,-16793.98757153,311,8640.0,3910,5e-05,0.2,0.9996856451034546,0.0009421036326912818,1400,0.0037891993,-0.003307488259376475,0.020925925925925924,-10.195448851408782,-0.5190168023109436,4.456954479217529
142,1226880,-16769.09278118,311,8640.0,3938,5e-05,0.2,0.9996669292449951,0.0010007454872916074,1410,0.004241879,-0.004049454012161328,0.024652777777777777,-10.249238544746682,-0.5331806540489197,4.538464546203613
143,1235520,-16756.376341370004,311,8640.0,3966,5e-05,0.2,0.9997286796569824,0.0010110989695251058,1420,0.0042199064,-0.00442001153887422,0.024444444444444446,-10.295594223163747,-0.5323576927185059,4.593835353851318
144,1244160,-16729.01025852,311,8640.0,3994,5e-05,0.2,0.9993879199028015,0.0015256737727947808,1430,0.0048390166,-0.0045117104784758,0.02971064814814815,-10.335951682903149,-0.5370952486991882,4.666354179382324
145,1252800,-16712.197404040005,311,8640.0,4021,5e-05,0.2,0.9997068643569946,0.0010707165849291615,1440,0.004682947,-0.004303270198266815,0.029189814814814814,-10.379378484796595,-0.5215647220611572,4.7340240478515625
146,1261440,-16694.969244840006,311,8640.0,4049,5e-05,0.2,0.9996086359024048,0.0009812633957524128,1450,0.0038447045,-0.0028754265114871993,0.016064814814814816,-10.421125196527552,-0.494051456451416,4.808330059051514
147,1270080,-16673.941422320007,311,8640.0,4077,5e-05,0.2,0.9996288418769836,0.0011050942430005375,1460,0.0033928505,-0.002534838391088501,0.015381944444444445,-10.469453821535463,-0.5338988900184631,4.890334606170654
148,1278720,-16650.365324160004,311,8640.0,4105,5e-05,0.2,0.9997298717498779,0.000999628168776528,1470,0.0045492705,-0.004667465501050982,0.026747685185185187,-10.513699401572898,-0.544369101524353,4.960563659667969
149,1287360,-16630.625632830004,311,8640.0,4133,5e-05,0.2,0.9997425079345703,0.0008794786638356056,1480,0.0038987296,-0.004217655794970967,0.024259259259259258,-10.551742176479763,-0.5209553837776184,5.033909320831299
150,1296000,-16609.06817802,311,8640.0,4161,5e-05,0.2,0.999799907207489,0.0009022095595934877,1490,0.004077271,-0.003904444720354621,0.021099537037037038,-10.587692765129937,-0.5191361308097839,5.097901344299316
151,1304640,-16586.210675140002,311,8640.0,4189,5e-05,0.2,0.9997400641441345,0.0012290763770687152,1500,0.0037041253,-0.0038073217334156787,0.018680555555555554,-10.622591662230315,-0.5500550270080566,5.166008949279785
152,1313280,-16567.97813067,311,8640.0,4217,5e-05,0.2,0.9997779726982117,0.0009972907689882926,1510,0.0046392637,-0.005010065550708936,0.0321875,-10.657568301448116,-0.5593640208244324,5.233736038208008
153,1321920,-16549.40410408,311,8640.0,4245,5e-05,0.2,0.9997992515563965,0.0009442074593648108,1520,0.0049730656,-0.005234586707040392,0.029652777777777778,-10.697215336693658,-0.5474287867546082,5.307024955749512
154,1330560,-16531.2833876,311,8640.0,4272,5e-05,0.2,0.999809980392456,0.0010532268113672251,1530,0.004200573,-0.004132456143421156,0.01888888888888889,-10.733884415096707,-0.5470921993255615,5.38642692565918
155,1339200,-16510.103248000007,311,8640.0,4300,5e-05,0.2,0.9998011589050293,0.001039137092388787,1540,0.0045886384,-0.00457353149652826,0.026956018518518518,-10.770987086825901,-0.5419641733169556,5.473968982696533
156,1347840,-16491.115358720002,311,8640.0,4328,5e-05,0.2,0.9998120665550232,0.000917288975173573,1550,0.004280167,-0.004552485765199419,0.022453703703703705,-10.804737350322583,-0.5405784249305725,5.544572830200195
157,1356480,-16475.97843564,311,8640.0,4356,5e-05,0.2,0.9997973442077637,0.0008831702312454581,1560,0.0040877024,-0.004454575138408001,0.020891203703703703,-10.833015707510489,-0.5344387292861938,5.602554798126221
158,1365120,-16454.598391350002,311,8640.0,4384,5e-05,0.2,0.9998117685317993,0.0011549933108337292,1570,0.0035009927,-0.0034282712638378145,0.012662037037037038,-10.855617858745434,-0.5537668466567993,5.653792381286621
159,1373760,-16438.03357296,311,8640.0,4412,5e-05,0.2,0.999781608581543,0.0012501853580707339,1580,0.0039962404,-0.004651746422190357,0.020185185185185184,-10.878214384714763,-0.5560576319694519,5.722247123718262
160,1382400,-16421.785631960003,311,8640.0,4439,5e-05,0.2,0.9998197555541992,0.0006975300087274432,1590,0.004322463,-0.004920741549382607,0.025902777777777778,-10.901259064850985,-0.5569646954536438,5.787337303161621
161,1391040,-16402.302969900004,311,8640.0,4467,5e-05,0.2,0.999855637550354,0.0009589443377357115,1600,0.003128809,-0.0036340311145478927,0.014756944444444444,-10.918500509615297,-0.5467557907104492,5.842566967010498
162,1399680,-16384.64538717,311,8640.0,4495,5e-05,0.2,0.99981689453125,0.0010458948114386725,1610,0.0029754157,-0.004259312661985556,0.012777777777777779,-10.935917734923185,-0.5403567552566528,5.903882026672363
163,1408320,-16362.982815950001,311,8640.0,4523,5e-05,0.2,0.9998525977134705,0.0009068070794886875,1620,0.003793173,-0.005264865326074263,0.027731481481481482,-10.96288492626614,-0.5719112157821655,6.00385856628418
164,1416960,-16340.67046506,311,8640.0,4550,5e-05,0.2,0.9998564124107361,0.0009038237859796802,1630,0.0037998133,-0.0038132543244433622,0.01945601851851852,-10.994960336331967,-0.5468169450759888,6.089061737060547
165,1425600,-16320.999155660002,311,8640.0,4578,5e-05,0.2,0.9998558759689331,0.0007613285672764674,1640,0.0037593096,-0.004831075979638155,0.023460648148148147,-11.023247588828758,-0.553027331829071,6.15949010848999
166,1434240,-16299.761022339999,311,8640.0,4606,5e-05,0.2,0.9998474717140198,0.0010463796795509687,1650,0.0038451508,-0.0040891547131145164,0.022152777777777778,-11.050755029607702,-0.5349673628807068,6.242191791534424
167,1442880,-16282.89515859,311,8640.0,4633,5e-05,0.2,0.999869704246521,0.0008012823593000778,1660,0.0042863414,-0.004792551423629953,0.02953703703703704,-11.083881197328921,-0.576965868473053,6.334442138671875
168,1451520,-16259.948177339997,311,8640.0,4661,5e-05,0.2,0.999895453453064,0.0006826563595138766,1670,0.004339898,-0.005031342178203718,0.023599537037037037,-11.109380577228688,-0.543759286403656,6.393701076507568
169,1460160,-16239.574151330002,311,8640.0,4689,5e-05,0.2,0.9998781681060791,0.0007256401528569835,1680,0.003989088,-0.0038742120977905063,0.020520833333333332,-11.130313470628526,-0.5564797520637512,6.482074737548828
170,1468800,-16215.7640704,311,8640.0,4717,5e-05,0.2,0.9998605847358704,0.0008985199871326418,1690,0.004060718,-0.0034997130275048593,0.02158564814814815,-11.165328929335983,-0.5673773884773254,6.575281620025635
171,1477440,-16192.079634410004,311,8640.0,4745,5e-05,0.2,0.9998308420181274,0.0008569324364954675,1700,0.0028804638,-0.0020211613369691705,0.01369212962962963,-11.196559898941604,-0.5300653576850891,6.6390533447265625
172,1486080,-16167.920111200001,311,8640.0,4773,5e-05,0.2,0.9998927712440491,0.0007371355970476374,1710,0.0035294383,-0.002991428730698923,0.01392361111111111,-11.22717971165975,-0.5751559138298035,6.706492900848389
173,1494720,-16145.40591603,311,8640.0,4801,5e-05,0.2,0.9998782277107239,0.0008777659677650296,1720,0.004235001,-0.0051769399484274566,0.027916666666666666,-11.260270401283547,-0.5887373685836792,6.831851005554199
174,1503360,-16121.584668030004,311,8640.0,4829,5e-05,0.2,0.9998507499694824,0.0008747613189862696,1730,0.003496045,-0.005256286514060641,0.02329861111111111,-11.294123299916585,-0.5538079142570496,6.890881538391113
175,1512000,-16101.830684350003,311,8640.0,4856,5e-05,0.2,0.9998705983161926,0.000807861496815113,1740,0.0030556212,-0.0030744738531885323,0.012361111111111111,-11.325170710528338,-0.5607848167419434,6.983060836791992
176,1520640,-16076.801949720004,311,8640.0,4884,5e-05,0.2,0.9998785257339478,0.0008169570873508713,1750,0.0037466977,-0.004328005524973075,0.016840277777777777,-11.34788794906051,-0.5692062377929688,7.037932872772217
177,1529280,-16047.0225527,311,8640.0,4912,5e-05,0.2,0.9999018907546997,0.0007785450522701635,1760,0.0037863106,-0.004992994460346246,0.022430555555555554,-11.358558406123409,-0.5804550051689148,7.0914130210876465
178,1537920,-16016.612909980002,311,8640.0,4939,5e-05,0.2,0.9999098181724548,0.0007842348711953188,1770,0.0035595074,-0.004491430554211278,0.01650462962962963,-11.37071926964654,-0.5677211880683899,7.173613548278809
179,1546560,-15968.104080500001,311,8640.0,4967,5e-05,0.2,0.999912679195404,0.0006073386022493381,1780,0.002991925,-0.00394566813742535,0.01974537037037037,-11.389779303515398,-0.5753450989723206,7.257080078125
180,1555200,-15924.985077640002,311,8640.0,4995,5e-05,0.2,0.9999009370803833,0.0007947134725637389,1790,0.003764232,-0.004961099980950907,0.022534722222222223,-11.415157924228245,-0.5880180597305298,7.363844871520996
181,1563840,-15873.897112030001,311,8640.0,5023,5e-05,0.2,0.9998376369476318,0.0011063209957770865,1800,0.0041896817,-0.005108507419418958,0.03130787037037037,-11.439704655541314,-0.571246862411499,7.45523738861084
182,1572480,-15814.15280309,311,8640.0,5051,5e-05,0.2,0.9998903870582581,0.0008189243404410297,1810,0.0035547127,-0.003679737204996248,0.0225,-11.471027353074815,-0.5706532001495361,7.5501227378845215
183,1581120,-15769.75066266,311,8640.0,5079,5e-05,0.2,0.9998990893363953,0.0007597343136957433,1820,0.0043651164,-0.004740241345673524,0.026678240740740742,-11.502981191564489,-0.568371057510376,7.660543441772461
184,1589760,-15706.337443350001,311,8640.0,5107,5e-05,0.2,0.9991973638534546,0.002363046060393875,1830,0.0039984607,-0.0030798168721850273,0.0234375,-11.547131285490813,-0.5871715545654297,7.791840553283691
185,1598400,-15660.03442701,311,8640.0,5135,5e-05,0.2,0.9999030828475952,0.0005955745015806449,1840,0.00406115,-0.005277270091076692,0.02568287037037037,-11.584177103395815,-0.5869132280349731,7.861749649047852
186,1607040,-15597.588353149999,311,8640.0,5162,5e-05,0.2,0.9993707537651062,0.0020317318067342664,1850,0.004222129,-0.0034021458129777954,0.02556712962962963,-11.614403210392705,-0.6011487245559692,7.974496841430664
187,1615680,-15548.287036540001,311,8640.0,5190,5e-05,0.2,0.9998384714126587,0.0008215816155145014,1860,0.00453242,-0.004208513205974466,0.02732638888888889,-11.65990954928928,-0.6083092093467712,8.068229675292969
188,1624320,-15473.26857507,311,8640.0,5217,5e-05,0.2,0.9999067783355713,0.0006402772713530188,1870,0.004582978,-0.004203558601266532,0.019560185185185184,-11.691219690817373,-0.5960197448730469,8.201504707336426
189,1632960,-15422.036264060001,311,8640.0,5245,5e-05,0.2,0.9999114871025085,0.0006367073606708329,1880,0.0043703155,-0.004737645713612437,0.024722222222222222,-11.720021582002992,-0.591737687587738,8.310340881347656
190,1641600,-15383.843494480001,311,8640.0,5273,5e-05,0.2,0.9999048113822937,0.0006841070344456023,1890,0.0045314976,-0.004677063094934932,0.026469907407407407,-11.74646475120827,-0.5926960110664368,8.437658309936523
191,1650240,-15349.637179440002,311,8640.0,5301,5e-05,0.2,0.9998825192451477,0.0007998810597928241,1900,0.004133388,-0.0035220486729371325,0.02273148148148148,-11.780154823727077,-0.5986819267272949,8.565289497375488
192,1658880,-15317.42112458,311,8640.0,5329,5e-05,0.2,0.9998927712440491,0.0007641862935809143,1910,0.0038508112,-0.004191166688343165,0.02414351851851852,-11.813455898143626,-0.5921184420585632,8.668801307678223
193,1667520,-15291.021901989998,311,8640.0,5357,5e-05,0.2,0.9997932314872742,0.0010958198411174602,1920,0.0043534883,-0.002969698706400339,0.02547453703703704,-11.844299886491564,-0.6039107441902161,8.767599105834961
194,1676160,-15262.574018300002,311,8640.0,5384,5e-05,0.2,0.9996315240859985,0.0015337119137661325,1930,0.0038513197,-0.0029367357521766315,0.02326388888888889,-11.884409658643934,-0.6121662259101868,8.877824783325195
195,1684800,-15229.971995909998,311,8640.0,5412,5e-05,0.2,0.9997351169586182,0.0010362424789194915,1940,0.0034163105,-0.0043886061471507505,0.0203125,-11.93407098699499,-0.5946023464202881,9.022265434265137
196,1693440,-15200.729766679997,311,8640.0,5440,5e-05,0.2,0.9998942613601685,0.0007394267866793261,1950,0.0034000394,-0.003235384513175598,0.01601851851851852,-11.977352074517144,-0.6048794984817505,9.131828308105469
197,1702080,-15169.903391490001,311,8640.0,5468,5e-05,0.2,0.9999155402183533,0.0006117654029879271,1960,0.005129558,-0.0053145512631507935,0.035138888888888886,-12.005051084447791,-0.6314657330513,9.2121000289917
198,1710720,-15141.660978310001,311,8640.0,5496,5e-05,0.2,0.9998882412910461,0.0006221924934113675,1970,0.0047201635,-0.005486471792338071,0.027118055555555555,-12.038796549196597,-0.6316434144973755,9.399044036865234
199,1719360,-15115.226595549997,311,8640.0,5524,5e-05,0.2,0.9999004602432251,0.0006628049564810849,1980,0.002959956,-0.0032481170202501948,0.014421296296296297,-12.07678785889237,-0.6130586862564087,9.532303810119629
200,1728000,-15088.73029814,311,8640.0,5551,5e-05,0.2,0.9998820424079895,0.0007782489518609105,1990,0.0049828626,-0.005081230429932475,0.027835648148148148,-12.103415586683486,-0.6202581524848938,9.623764038085938
201,1736640,-15061.9238824,311,8640.0,5579,5e-05,0.2,0.9999131560325623,0.000504522170511471,2000,0.004066983,-0.003308449600547276,0.021122685185185185,-12.1262927253158,-0.6103206872940063,9.753196716308594
202,1745280,-15038.081500719998,311,8640.0,5607,5e-05,0.2,0.9999130964279175,0.0005329483757506952,2010,0.004050568,-0.003277984730105985,0.027511574074074074,-12.168584905553747,-0.6296644806861877,9.906829833984375
203,1753920,-15012.529688609999,311,8640.0,5635,5e-05,0.2,0.9999161958694458,0.0005447269469948002,2020,0.0053908196,-0.005200587404132993,0.0419212962962963,-12.214305801391601,-0.60722416639328,10.04929256439209
204,1762560,-14992.439253199997,311,8640.0,5663,5e-05,0.2,0.9999168515205383,0.0004484047220817215,2030,0.0033088985,-0.0030355009605625163,0.014247685185185184,-12.241757488957157,-0.6244457364082336,10.15911865234375
205,1771200,-14971.663395349995,311,8640.0,5691,5e-05,0.2,0.9998877644538879,0.0005812698311314711,2040,0.0029312086,-0.0027204297324297604,0.01292824074074074,-12.265165135418927,-0.6115599870681763,10.278735160827637
206,1779840,-14948.59942069,311,8640.0,5719,5e-05,0.2,0.9998812675476074,0.0005280926369596273,2050,0.0039034393,-0.0040628336287207075,0.024826388888888887,-12.295794449558965,-0.5918227434158325,10.367384910583496
207,1788480,-14929.29682011,311,8640.0,5746,5e-05,0.2,0.9998931288719177,0.0005457997522683366,2060,0.004262317,-0.004519185521294949,0.03275462962962963,-12.325837491353353,-0.6130648255348206,10.477513313293457
208,1797120,-14905.17365515,311,8640.0,5774,5e-05,0.2,0.9998850226402283,0.00051304859483261,2070,0.0035606388,-0.003347412658234437,0.01920138888888889,-12.356863140530056,-0.6065781116485596,10.628028869628906
209,1805760,-14885.83151712,311,8640.0,5802,5e-05,0.2,0.999912440776825,0.0005953837383788562,2080,0.0036639182,-0.0030481235482902437,0.01664351851851852,-12.392518401675755,-0.6338762640953064,10.771384239196777
210,1814400,-14866.075747140001,311,8640.0,5830,5e-05,0.2,0.9999101161956787,0.0004892026642402117,2090,0.0028745185,-0.00274128550870551,0.015578703703703704,-12.422216606846563,-0.6344351768493652,10.89246654510498
211,1823040,-14845.79852036,311,8640.0,5857,5e-05,0.2,0.9999069571495056,0.0004505665388273041,2100,0.003769947,-0.003319131380326494,0.025787037037037035,-12.454732082508228,-0.635482907295227,11.035284042358398
212,1831680,-14824.407794489998,311,8640.0,5885,5e-05,0.2,0.9999068379402161,0.000574693347195905,2110,0.004427276,-0.0035758087352884037,0.028356481481481483,-12.487980269679317,-0.6027262806892395,11.16019058227539
213,1840320,-14804.14005337,311,8640.0,5913,5e-05,0.2,0.9999055862426758,0.0005333672208319143,2120,0.0038429773,-0.0036656424322131054,0.02020833333333333,-12.520702613547996,-0.6528906226158142,11.296509742736816
214,1848960,-14785.21407014,311,8640.0,5941,5e-05,0.2,0.9999008178710938,0.0005127064265522036,2130,0.003288344,-0.0035722120419248112,0.01576388888888889,-12.55420915886208,-0.6322116255760193,11.470622062683105
215,1857600,-14768.11054386,311,8640.0,5969,5e-05,0.2,0.9999182820320129,0.0005193315582733636,2140,0.004860545,-0.0045577490666053365,0.0303125,-12.586644865671794,-0.6225028038024902,11.634753227233887
216,1866240,-14745.84417013,311,8640.0,5997,5e-05,0.2,0.9998908042907715,0.00048390432185476165,2150,0.003992865,-0.004550456802567674,0.02238425925925926,-12.612996083718759,-0.6110848188400269,11.784703254699707
217,1874880,-14729.42914136,311,8640.0,6025,5e-05,0.2,0.9999140501022339,0.0005013399601685469,2160,0.0038359978,-0.0039567570100296975,0.02388888888888889,-12.637483800958703,-0.6325737237930298,11.951048851013184
218,1883520,-14709.147424479997,311,8640.0,6053,5e-05,0.2,0.9999027252197266,0.0006491696935888656,2170,0.0038542545,-0.0032163467177155395,0.01642361111111111,-12.673056370770489,-0.6417378783226013,12.138936042785645
219,1892160,-14691.678755549998,311,8640.0,6081,5e-05,0.2,0.9999127388000488,0.00041651383695554814,2180,0.004320636,-0.00482992197352427,0.021203703703703704,-12.70754763144034,-0.6385559439659119,12.305387496948242
220,1900800,-14675.052319359997,311,8640.0,6108,5e-05,0.2,0.9999155402183533,0.0004864149101087134,2190,0.0033735458,-0.003027837832837745,0.012164351851851852,-12.736765549977621,-0.6456588506698608,12.441615104675293
221,1909440,-14660.255238499994,311,8640.0,6136,5e-05,0.2,0.9999136924743652,0.0004786995624696525,2200,0.0037840155,-0.0041070748600005,0.024618055555555556,-12.770770553306297,-0.6538834571838379,12.572382926940918
222,1918080,-14638.346641179998,311,8640.0,6164,5e-05,0.2,0.9998984336853027,0.000533265861277296,2210,0.003097305,-0.005111828343080426,0.020243055555555556,-12.805794477815981,-0.6723368167877197,12.720040321350098
223,1926720,-14619.00257243,311,8640.0,6192,5e-05,0.2,0.9999046325683594,0.000525869310561878,2220,0.003119318,-0.003391964205333756,0.02020833333333333,-12.84238219579061,-0.6425213813781738,12.868501663208008
224,1935360,-14594.94789469,311,8640.0,6220,5e-05,0.2,0.9999297857284546,0.0006033647962181863,2230,0.0032697937,-0.003109207552667983,0.017824074074074076,-12.8789932152077,-0.6410027146339417,13.004669189453125
225,1944000,-14572.712602610001,311,8640.0,6248,5e-05,0.2,0.9999125003814697,0.0005186313910396873,2240,0.003015373,-0.003827734213943283,0.015185185185185185,-12.908257373527244,-0.6390351057052612,13.128188133239746
226,1952640,-14564.930709900002,311,8640.0,6276,5e-05,0.2,0.9999023675918579,0.0005348804963998393,2250,0.0036472052,-0.0038454208371263964,0.018506944444444444,-12.945181757609049,-0.6555944085121155,13.338890075683594
227,1961280,-14550.728683290003,311,8640.0,6304,5e-05,0.2,0.9995691180229187,0.001452279759881397,2260,0.0037962922,-0.004240794439144708,0.022835648148148147,-12.997613295095938,-0.6607553958892822,13.540742874145508
228,1969920,-14538.008762759999,311,8640.0,6332,5e-05,0.2,0.9998399615287781,0.0007713350776531216,2270,0.0035254797,-0.004360515347043811,0.023460648148148147,-13.049468335752135,-0.6435259580612183,13.720256805419922
229,1978560,-14525.277346209998,311,8640.0,6359,5e-05,0.2,0.9995391964912415,0.0010168821558451141,2280,0.0040550963,-0.0049773342888457354,0.029097222222222222,-13.103698794047038,-0.6292659640312195,13.9552640914917
230,1987200,-14503.54071754,311,8640.0,6387,5e-05,0.2,0.9997949600219727,0.0007603538918300291,2290,0.005235817,-0.0037545992243448617,0.0356712962962963,-13.166450361322473,-0.6646314859390259,14.232656478881836
231,1995840,-14501.29917148,311,8640.0,6415,5e-05,0.2,0.9999219179153442,0.000493677550920337,2300,0.0033158537,-0.0029587790449322375,0.012835648148148148,-13.213092494540744,-0.6756056547164917,14.445564270019531
232,2004480,-14504.218490159998,311,8640.0,6442,5e-05,0.2,0.9994779229164124,0.001247201989581636,2310,0.0033300773,-0.00407640869177326,0.02130787037037037,-13.257870014331958,-0.65888512134552,14.679424285888672
233,2013120,-14495.51374181,311,8640.0,6470,5e-05,0.2,0.9993456602096558,0.0018023523607903539,2320,0.0042359857,-0.004092802961046497,0.027685185185185184,-13.3265064324273,-0.6778337359428406,14.968401908874512
234,2021760,-14499.632252409998,311,8640.0,6498,5e-05,0.2,0.9998787045478821,0.0006620525423635694,2330,0.0034682415,-0.003662999936689933,0.022476851851851852,-13.382494508248788,-0.6726377010345459,15.106188774108887
235,2030400,-14500.84873975,311,8640.0,6526,5e-05,0.2,0.9996281266212463,0.0010205619275587162,2340,0.004320956,-0.0036438017097060326,0.02621527777777778,-13.433818410944056,-0.7000584006309509,15.39840030670166
236,2039040,-14499.37276907,311,8640.0,6554,5e-05,0.2,0.9996755123138428,0.0009767519057667987,2350,0.0042976714,-0.006188567408222568,0.030081018518518517,-13.499781444690846,-0.66929692029953,15.660930633544922
237,2047680,-14495.95775352,311,8640.0,6582,5e-05,0.2,0.9998204112052917,0.0007402247762204044,2360,0.0035777541,-0.0051356738362530316,0.024965277777777777,-13.5580331103007,-0.6850118041038513,15.921493530273438
238,2056320,-14532.77515963,311,8640.0,6610,5e-05,0.2,0.9997966885566711,0.0008651259306309469,2370,0.00347777,-0.003175186406200131,0.016516203703703703,-13.611250575736717,-0.6851633191108704,16.17240333557129
239,2064960,-14550.82095,311,8640.0,6637,5e-05,0.2,0.9979159235954285,0.002693028145348998,2380,0.004101619,-0.0044322530840765,0.02741898148148148,-13.672508233388266,-0.7007867693901062,16.445194244384766
240,2073600,-14561.822663820001,311,8640.0,6666,5e-05,0.2,0.9991471171379089,0.001672568578419655,2390,0.004839168,-0.005828880176672505,0.03690972222222222,-13.751839909730133,-0.6951976418495178,16.75901222229004
241,2082240,-14570.737477800003,311,8640.0,6694,5e-05,0.2,0.9995554685592651,0.0015304464795109299,2400,0.0037142097,-0.004362864945152843,0.019363425925925926,-13.813055576041894,-0.6517783403396606,16.963552474975586
242,2090880,-14579.108129880002,311,8640.0,6721,5e-05,0.2,0.9996057748794556,0.0013962570207702273,2410,0.003943846,-0.003253346469287795,0.023113425925925926,-13.87739018758138,-0.6816169619560242,17.34942054748535
243,2099520,-14590.757809370001,311,8640.0,6749,5e-05,0.2,0.9996396899223328,0.0010457371145538572,2420,0.0033686887,-0.0046553959273215794,0.021030092592592593,-13.940792571173773,-0.6915832757949829,17.620784759521484
244,2108160,-14606.200443000002,311,8640.0,6776,5e-05,0.2,0.9993128180503845,0.001759220395254454,2430,0.004279342,-0.0052434450470738945,0.027997685185185184,-14.00293388084129,-0.7015888690948486,17.917917251586914
245,2116800,-14611.33648148,311,8640.0,6804,5e-05,0.2,0.9996363520622253,0.0013181689253758157,2440,0.0043253317,-0.004483758162327663,0.026226851851851852,-14.066756644072356,-0.7235473394393921,18.16407012939453
246,2125440,-14608.775744670002,311,8640.0,6832,5e-05,0.2,0.9994970560073853,0.0012398866189350546,2450,0.0033551524,-0.004154078780363004,0.01875,-14.118909938247116,-0.7226817607879639,18.411720275878906
247,2134080,-14621.298904889998,311,8640.0,6860,5e-05,0.2,0.999642550945282,0.0013309219489693297,2460,0.0040416284,-0.0034325789040195996,0.02021990740740741,-14.17313349476567,-0.7304518818855286,18.69991111755371
248,2142720,-14654.1725391,311,8640.0,6888,5e-05,0.2,0.9995966553688049,0.0013026831694878639,2470,0.0033484094,-0.0039468190600854105,0.019872685185185184,-14.218316024497703,-0.7334898710250854,18.87784194946289
249,2151360,-14674.745018110001,311,8640.0,6916,5e-05,0.2,0.9989150166511536,0.002269403490074048,2480,0.0041978974,-0.004939111616910884,0.025520833333333333,-14.268816520549633,-0.72294682264328,19.185346603393555
250,2160000,-14683.492897600001,311,8640.0,6944,5e-05,0.2,0.9996366500854492,0.00139864172829591,2490,0.0038304674,-0.004881866882658667,0.021921296296296296,-14.330035945044623,-0.7216165661811829,19.53310775756836
251,2168640,-14690.426612479998,311,8640.0,6971,5e-05,0.2,0.9997763633728027,0.001043723651522736,2500,0.0030278817,-0.00403411832327644,0.016412037037037037,-14.37445283677843,-0.7301203012466431,19.81829261779785
252,2177280,-14704.071397579999,311,8640.0,6999,5e-05,0.2,0.9997137188911438,0.0009930399960743402,2510,0.0031097338,-0.004219713293671332,0.01375,-14.419065956539578,-0.7472410798072815,20.20516586303711
253,2185920,-14723.24395854,311,8640.0,7027,5e-05,0.2,0.9998076558113098,0.0011947267986963399,2520,0.0042400514,-0.004861374179211756,0.029583333333333333,-14.464750596505624,-0.7444285750389099,20.480466842651367
254,2194560,-14728.16209172,311,8640.0,7055,5e-05,0.2,0.9997043609619141,0.0011298117593482688,2530,0.0046457094,-0.006713725559378939,0.03045138888888889,-14.50905102553191,-0.7200204133987427,20.85357666015625
255,2203200,-14734.39098202,311,8640.0,7083,5e-05,0.2,0.9998143911361694,0.0008919505567367499,2540,0.0036264763,-0.003939778212009481,0.017361111111111112,-14.558751589457193,-0.7296006679534912,21.244840621948242
