time/time_elapsed,time/fps,time/iterations,time/total_timesteps,train/policy_gradient_loss,train/clip_range,train/loss,train/clip_fraction,train/std,train/entropy_loss,rollout/ep_len_mean,train/n_updates,rollout/ep_rew_mean,train/explained_variance,train/approx_kl,train/learning_rate,train/value_loss
218,296,15,64800,-0.006312893919633044,0.2,-0.06852679699659348,0.026815257352941175,0.9998843669891357,-5.677381738494424,7560.0,140,-17206.169091625,0.9908591508865356,0.006160978,1e-05,0.0014144715747748064
234,295,16,69120,-0.0100578154084574,0.2,-0.06579163670539856,0.05374540441176471,1.0006473064422607,-5.67672422913944,7560.0,150,-19981.178194222222,0.8402467966079712,0.008526753,1e-05,0.017103363443439937
247,296,17,73440,-0.005447855430162128,0.2,-0.058834437280893326,0.019784007352941176,1.001488208770752,-5.6798472446553845,7560.0,160,-19981.178194222222,0.9618620276451111,0.0059491317,1e-05,0.01615147870102459
262,296,18,77760,-0.0016011290187153088,0.2,-0.0569843128323555,0.0006433823529411765,1.0018963813781738,-5.682429285610423,7560.0,170,-19175.6168239,0.9943981170654297,0.0023147701,1e-05,0.0012718067450965891
275,297,19,82080,-0.004823535883128095,0.2,-0.07678829878568649,0.004526654411764706,1.001981258392334,-5.683420678447274,7560.0,180,-19175.6168239,0.9963787198066711,0.0027225818,1e-05,0.008824886588092126
290,296,20,86400,-0.003213411636705346,0.2,-0.07124414294958115,0.006456801470588235,1.001825213432312,-5.6833663954454305,7560.0,190,-18783.385365,0.9957970380783081,0.0041221725,1e-05,0.0021064160218777356
306,295,21,90720,-0.0034531082252643127,0.2,-0.054036956280469894,0.003400735294117647,1.0020650625228882,-5.683519530997557,7560.0,200,-18353.507505666665,0.9926769733428955,0.002381981,1e-05,0.008267945781356983
321,295,22,95040,-0.0029471650315612994,0.2,-0.07041241973638535,0.003998161764705882,1.002175211906433,-5.684244149572709,7560.0,210,-18353.507505666665,0.9939976334571838,0.0034072595,1e-05,0.0016721995931755587
337,294,23,99360,-0.0037070901369374684,0.2,-0.04321541264653206,0.003400735294117647,1.0012784004211426,-5.682607864632326,7560.0,220,-17803.86379176923,0.9956560730934143,0.0031723473,1e-05,0.0013611948431763961
351,294,24,103680,-0.0012415339560795794,0.2,-0.049848880618810654,0.0005514705882352941,1.0013288259506226,-5.680841534979203,7560.0,230,-17803.86379176923,0.994857132434845,0.0019129245,1e-05,0.0014198736360413022
367,294,25,108000,-0.0015490806404747726,0.2,-0.06471250206232071,0.0004365808823529412,1.001216173171997,-5.680707921701319,7560.0,240,-17343.62475592857,0.9963991641998291,0.0018679572,1e-05,0.0011508828701420604
381,294,26,112320,-0.001705735721899306,0.2,-0.051187664270401,0.0023207720588235294,1.0015238523483276,-5.681074524627013,7560.0,250,-17343.62475592857,0.9866679906845093,0.0026161936,1e-05,0.010216156523572007
396,293,27,116640,-0.0013913814310559675,0.2,-0.056850843131542206,2.2977941176470588e-05,1.0013530254364014,-5.681469985316782,7560.0,260,-17602.481660133333,0.9900586605072021,0.0006346114,1e-05,0.006126392903987674
411,293,28,120960,-0.004766429011258023,0.2,-0.05280366539955139,0.0046875,1.0014064311981201,-5.681419434266932,7560.0,270,-17236.260352562498,0.9911059737205505,0.002925595,1e-05,0.004292347430001588
425,294,29,125280,-0.002912832741789958,0.2,-0.08247888088226318,0.00857077205882353,1.0018430948257446,-5.682197820439058,7560.0,280,-17236.260352562498,0.9954543113708496,0.004243097,1e-05,0.0014976659997688222
440,294,30,129600,-0.0025039827228551183,0.2,-0.05986549332737923,0.002734375,1.0019623041152954,-5.683410449589,7560.0,290,-16892.242937529412,0.9956068396568298,0.003121611,1e-05,0.0011924730048443
453,295,31,133920,-0.0037562463668805056,0.2,-0.06292948871850967,0.011029411764705883,1.0035606622695923,-5.686522779745214,7560.0,300,-16892.242937529412,0.9820243716239929,0.0038945288,1e-05,0.011848698635517126
468,294,32,138240,-0.002766087030142765,0.2,-0.06921330839395523,0.007490808823529412,1.0044300556182861,-5.6915977821630594,7560.0,310,-17275.787352166666,0.9876396059989929,0.0037597974,1e-05,0.011875878546304782
482,295,33,142560,-0.003689818221883958,0.2,-0.08099379390478134,0.004848345588235294,1.0052419900894165,-5.694933324000415,7560.0,320,-17275.787352166666,0.9645503759384155,0.0019729834,1e-05,0.0069948825570891665
497,295,34,146880,-0.0030004436181009036,0.2,-0.04123644903302193,0.003125,1.0048986673355103,-5.695979344844818,7560.0,330,-16962.149808157894,0.9847484230995178,0.0024213165,1e-05,0.005113482693730689
512,295,35,151200,-0.0037649428725297397,0.2,-0.02374349907040596,0.004044117647058824,1.0038397312164307,-5.693379993298475,7560.0,340,-16686.85694305,0.9875353574752808,0.003291793,1e-05,0.0018885803836918272
525,295,36,155520,-0.0010294726693674046,0.2,-0.06967490911483765,0.00011488970588235294,1.0038690567016602,-5.691031491055208,7560.0,350,-16686.85694305,0.9947260618209839,0.001586537,1e-05,0.0016494406324722257
541,295,37,159840,-0.0018640176153413076,0.2,-0.07410911470651627,0.0015854779411764706,1.0038411617279053,-5.6909957486040454,7560.0,360,-16438.793887666667,0.9947383999824524,0.0027607847,1e-05,0.001407915208127473
