time/total_timesteps,time/time_elapsed,time/fps,time/iterations,train/explained_variance,train/std,rollout/ep_rew_mean,train/approx_kl,train/loss,train/clip_fraction,train/clip_range,train/learning_rate,train/value_loss,train/n_updates,train/entropy_loss,train/policy_gradient_loss,rollout/ep_len_mean
2177280,6344,343,504,0.9990766644477844,0.6337659358978271,-5414.2292523,0.0055117495,-0.009574026800692081,0.07280092590372078,0.2,0.0005,0.008757570793386548,5030,-3.8299223303794863,-0.007088784125236813,7560.0
2181600,6355,343,505,0.9963109493255615,0.6327109932899475,-5414.2292523,0.009886837,-0.0045836688950657845,0.08405092677567154,0.2,0.0005,0.029794076411053538,5040,-3.8283523321151733,-0.008851566846240999,7560.0
2185920,6368,343,506,0.995453417301178,0.6320186853408813,-5420.686834420001,0.00559528,0.18471486866474152,0.03296296386397444,0.2,0.0005,0.6464880496263504,5050,-3.8225345730781557,-0.0023891170345383015,7560.0
2190240,6380,343,507,0.9963434338569641,0.6319191455841064,-5420.686834420001,0.003388856,0.193541020154953,0.010138888802612201,0.2,0.0005,0.6344551265239715,5060,-3.820553648471832,-0.0030742738276172245,7560.0
2194560,6393,343,508,0.9970880150794983,0.6318655610084534,-5431.448142409999,0.006442565,-0.0056905425153672695,0.04884259275859222,0.2,0.0005,0.02609962709248066,5070,-3.8204994440078734,-0.004233284844101748,7560.0
2198880,6404,343,509,0.9983697533607483,0.6316882371902466,-5431.448142409999,0.009125346,0.07402101159095764,0.06571759324287996,0.2,0.0005,0.2693236880004406,5080,-3.8202375292778017,-0.006996346317119562,7560.0
2203200,6417,343,510,0.992220938205719,0.6318507194519043,-5435.28939579,0.0039048244,0.21488553285598755,0.02046296322660055,0.2,0.0005,0.6493914946913719,5090,-3.820078933238983,-0.0018214786475147626,7560.0
2207520,6430,343,511,0.9990050196647644,0.6321855187416077,-5436.8085962000005,0.0047576977,0.02033991925418377,0.017013888782821597,0.2,0.0005,0.08502827594056725,5100,-3.821292150020599,-0.002252584588778461,7560.0
2211840,6441,343,512,0.9963172674179077,0.6319380402565002,-5436.8085962000005,0.009439746,-0.002721816301345825,0.08791666603647172,0.2,0.0005,0.02981377188116312,5110,-3.8213719606399534,-0.006237903464923989,7560.0
2216160,6454,343,513,0.9963191747665405,0.6315087080001831,-5430.48376682,0.008033748,0.13361571729183197,0.05335648087784648,0.2,0.0005,0.40399526059627533,5120,-3.816699194908142,-0.0027213719109446368,7560.0
2220480,6465,343,514,0.9978913068771362,0.6314119100570679,-5430.48376682,0.008988496,0.10254418104887009,0.04928240725421347,0.2,0.0005,0.3471872672438622,5130,-3.8148815274238586,-0.005034363468749525,7560.0
2224800,6479,343,515,0.9970507621765137,0.6311915516853333,-5429.93982726,0.0072151106,-0.0077465302310884,0.059351852169493215,0.2,0.0005,0.02192341457121074,5140,-3.813913869857788,-0.0053235595259799595,7560.0
2229120,6490,343,516,0.9983473420143127,0.6304435133934021,-5429.93982726,0.005968432,-0.007833283394575119,0.06476851891202387,0.2,0.0005,0.014130351506173611,5150,-3.811094808578491,-0.005332378020054129,7560.0
2233440,6503,343,517,0.996573805809021,0.6325839757919312,-5429.131221260001,0.0055846693,-0.003988544922322035,0.05011574093659874,0.2,0.0005,0.027253471501171588,5160,-3.812087798118591,-0.003954739295241439,7560.0
2237760,6516,343,518,0.9987345337867737,0.6332526803016663,-5427.668050449999,0.008189352,-0.010063037276268005,0.08807870441814884,0.2,0.0005,0.009693435090593994,5170,-3.8283068180084228,-0.007799535043541894,7560.0
2242080,6527,343,519,0.9968183636665344,0.6308496594429016,-5427.668050449999,0.009724855,-0.005475047510117292,0.08930555523838848,0.2,0.0005,0.025651630898937582,5180,-3.8222715139389036,-0.0066890577370454455,7560.0
2246400,6540,343,520,0.997015655040741,0.6295462250709534,-5418.037731429999,0.0075398255,0.08669091016054153,0.0511111115309177,0.2,0.0005,0.3154319792985916,5190,-3.8071494817733766,-0.0036063815981227875,7560.0
2250720,6552,343,521,0.9956625699996948,0.6293959021568298,-5418.037731429999,0.0039609275,0.11394431442022324,0.0046527778846211735,0.2,0.0005,0.4028813667595387,5200,-3.8037055850028993,-0.0016390426827032067,7560.0
2255040,6565,343,522,0.9971070289611816,0.6292751431465149,-5404.716261850001,0.007969446,0.06675136834383011,0.05074074081494473,0.2,0.0005,0.2993141882121563,5210,-3.8029788374900817,-0.004862259306957916,7560.0
2259360,6576,343,523,0.9991491436958313,0.6286616325378418,-5404.716261850001,0.004945377,0.017172696068882942,0.03770833329763264,0.2,0.0005,0.11084434222429991,5220,-3.800647699832916,-0.0038122518879147973,7560.0
2263680,6589,343,524,0.9957770109176636,0.628327488899231,-5392.60521341,0.009292004,0.06233077123761177,0.049305555690079925,0.2,0.0005,0.24539843648672105,5230,-3.7967705607414244,-0.0049666107686803015,7560.0
2268000,6602,343,525,0.9963763952255249,0.628283679485321,-5380.341715640001,0.0025141495,0.05212778225541115,0.0010648148512700573,0.2,0.0005,0.22063571847975255,5240,-3.7960739374160766,-0.001549909084860701,7560.0
2272320,6613,343,526,0.9964370727539062,0.6278667449951172,-5380.341715640001,0.005259988,0.06087816506624222,0.023402777937008068,0.2,0.0005,0.2543372601270676,5250,-3.795389640331268,-0.0026713190588997906,7560.0
2276640,6626,343,527,0.9966591000556946,0.6272419095039368,-5366.6985039,0.007682051,0.025391556322574615,0.029884258907986804,0.2,0.0005,0.19693372286856176,5260,-3.7919332504272463,-0.0043407233330557075,7560.0
2280960,6637,343,528,0.9969737529754639,0.6268084645271301,-5366.6985039,0.0048727468,0.020234035328030586,0.014861111136269756,0.2,0.0005,0.1694088626652956,5270,-3.7885460257530212,-0.0018854431626550649,7560.0
2285280,6650,343,529,0.9986491203308105,0.6266298890113831,-5353.169862940001,0.003830512,0.038520392030477524,0.010925925889750943,0.2,0.0005,0.24297274313867093,5280,-3.7867918014526367,-0.0019701915591767262,7560.0
2289600,6661,343,530,0.999275267124176,0.6260762214660645,-5353.169862940001,0.005082667,0.008895592764019966,0.04331018489028793,0.2,0.0005,0.07546696048229933,5290,-3.784877860546112,-0.0036434929646256276,7560.0
2293920,6674,343,531,0.9985266327857971,0.6258471012115479,-5339.489935450001,0.0052426015,0.023462563753128052,0.010856481414521113,0.2,0.0005,0.215413199365139,5300,-3.781491148471832,-0.002025574568884192,7560.0
2298240,6686,343,532,0.9989500641822815,0.6261848211288452,-5325.37900907,0.006625936,0.017872139811515808,0.030879629772971384,0.2,0.0005,0.10569381825625897,5310,-3.7820251107215883,-0.0023784272893478953,7560.0
2302560,6698,343,533,0.9964956045150757,0.6262180805206299,-5325.37900907,0.0069547715,0.014043545350432396,0.025578703673090786,0.2,0.0005,0.1839259011670947,5320,-3.7832866668701173,-0.003989579057690396,7560.0
2306880,6711,343,534,0.9966782331466675,0.6262239217758179,-5311.362576570001,0.0059824367,0.02283325046300888,0.01425925904768519,0.2,0.0005,0.1832524064928293,5330,-3.7827378273010255,-0.0026498621875389095,7560.0
2311200,6722,343,535,0.9946622252464294,0.6262365579605103,-5311.362576570001,0.004291849,0.04532981663942337,0.0057407407701248305,0.2,0.0005,0.19327193163335324,5340,-3.782766783237457,-0.001714421494438767,7560.0
2315520,6735,343,536,0.9972391128540039,0.6262272596359253,-5297.2310572900005,0.0060251476,0.04082928225398064,0.02289351839572191,0.2,0.0005,0.15781676024198532,5350,-3.7827738523483276,-0.0026884043311548923,7560.0
2319840,6746,343,537,0.996174156665802,0.6263120174407959,-5297.2310572900005,0.0051026186,0.062010303139686584,0.019375000227591956,0.2,0.0005,0.1511394377797842,5360,-3.7824241757392882,-0.0017579965992876368,7560.0
2324160,6759,343,538,0.9961392879486084,0.6261457204818726,-5282.53565755,0.005794838,0.032865580171346664,0.024513889031368308,0.2,0.0005,0.15857344195246698,5370,-3.78263658285141,-0.0028707990220478764,7560.0
2328480,6772,343,539,0.9953535795211792,0.6258382201194763,-5270.335864929999,0.006221976,0.01596306636929512,0.019328704188228584,0.2,0.0005,0.13776814360171558,5380,-3.7807321786880492,-0.002077057457990361,7560.0
2332800,6783,343,540,0.9949747920036316,0.6255108118057251,-5270.335864929999,0.006805919,0.03096124343574047,0.0332175922463648,0.2,0.0005,0.17141746766865254,5390,-3.779412579536438,-0.002936165341115693,7560.0
2337120,6796,343,541,0.9968241453170776,0.6250830888748169,-5255.54656982,0.009509515,0.01690584421157837,0.054259259736863893,0.2,0.0005,0.11811183784157038,5400,-3.776827394962311,-0.0036670755743075214,7560.0
2341440,6807,343,542,0.9935987591743469,0.6249898672103882,-5255.54656982,0.005806433,0.022941390052437782,0.03166666653414722,0.2,0.0005,0.16579965893179177,5410,-3.7749416708946226,-0.0026968656485809707,7560.0
2345760,6820,343,543,0.9979025721549988,0.6252504587173462,-5241.14209533,0.0062539997,0.02077982947230339,0.025555555714527146,0.2,0.0005,0.14350999817252158,5420,-3.7751043677330016,-0.00276410705788841,7560.0
2350080,6831,344,544,0.9951716065406799,0.6255043745040894,-5241.14209533,0.003396893,0.01777985319495201,0.0030092592467553915,0.2,0.0005,0.16265121530741453,5430,-3.776993763446808,-0.001664758529578747,7560.0
2354400,6844,343,545,0.9968277215957642,0.6253920793533325,-5227.93746533,0.006237581,0.039164237678050995,0.025046296048094517,0.2,0.0005,0.16262349300086498,5440,-3.7776079535484315,-0.003012636794576018,7560.0
2358720,6857,343,546,0.9950411319732666,0.6248828172683716,-5214.70248617,0.0055289767,0.015152519568800926,0.0212268520204816,0.2,0.0005,0.15851671434938908,5450,-3.776030707359314,-0.003170578432430027,7560.0
2363040,6868,344,547,0.9960101842880249,0.6245529651641846,-5214.70248617,0.0047736894,0.02667524851858616,0.021550926275085657,0.2,0.0005,0.11932816561311484,5460,-3.772225296497345,-0.002860357472144881,7560.0
2367360,6881,344,548,0.9959867000579834,0.6246185898780823,-5202.57689456,0.007940756,0.02142740972340107,0.029583333307527937,0.2,0.0005,0.13864407390356065,5470,-3.772131860256195,-0.00245008121325454,7560.0
2371680,6892,344,549,0.9939082264900208,0.6245139837265015,-5202.57689456,0.006288861,0.030858870595693588,0.017199074136442505,0.2,0.0005,0.16634566709399223,5480,-3.7722010970115663,-0.0027061720551635913,7560.0
2376000,6905,344,550,0.9982889890670776,0.6241077780723572,-5190.693667330001,0.0064294925,0.016044307500123978,0.03023148156644311,0.2,0.0005,0.10410842895507813,5490,-3.770796608924866,-0.002828458998263628,7560.0
2380320,6916,344,551,0.9953789114952087,0.6232154965400696,-5190.693667330001,0.005114697,0.02283690683543682,0.016875000135041774,0.2,0.0005,0.11666287276893854,5500,-3.765780436992645,-0.0014939128958697534,7560.0
2384640,6929,344,552,0.9963886141777039,0.6227678656578064,-5180.337922200001,0.006408496,0.0214153453707695,0.03946759263053536,0.2,0.0005,0.12731586918234825,5510,-3.761011528968811,-0.005565542577619276,7560.0
2388960,6942,344,553,0.9961729049682617,0.6221661567687988,-5171.134661530001,0.004150809,0.028415434062480927,0.009120370348682627,0.2,0.0005,0.12911551613360644,5520,-3.758222234249115,-0.0014388444399999756,7560.0
2393280,6953,344,554,0.9960181713104248,0.6211218237876892,-5171.134661530001,0.0051239235,0.020468171685934067,0.025694444598047993,0.2,0.0005,0.11188507135957479,5530,-3.7532374620437623,-0.0030594634516186046,7560.0
2397600,6966,344,555,0.9964540004730225,0.6199949979782104,-5162.84353055,0.0075410837,0.01404961384832859,0.028634259558748452,0.2,0.0005,0.11210101302713156,5540,-3.745945632457733,-0.003690019985073108,7560.0
2401920,6978,344,556,0.9955484867095947,0.6191073656082153,-5162.84353055,0.0055661956,0.01315199863165617,0.02712962967925705,0.2,0.0005,0.11086301002651452,5550,-3.739659142494202,-0.0034582778770332113,7560.0
2406240,6990,344,557,0.9981581568717957,0.6184351444244385,-5153.581525370001,0.0065799,0.012348640710115433,0.05835648143547587,0.2,0.0005,0.09358606077730655,5560,-3.7340320110321046,-0.0049774112701211235,7560.0
2410560,7002,344,558,0.9968470931053162,0.6179353594779968,-5153.581525370001,0.005440541,0.002424871549010277,0.03706018459051848,0.2,0.0005,0.09547352725639939,5570,-3.7307270765304565,-0.004345539335481518,7560.0
2414880,7014,344,559,0.995710551738739,0.6169912219047546,-5144.7836457700005,0.0068601575,0.01652948558330536,0.047268518625060096,0.2,0.0005,0.10180208049714565,5580,-3.725484812259674,-0.005563678061194821,7560.0
2419200,7027,344,560,0.9975014328956604,0.6169338226318359,-5135.31967006,0.0061068595,0.008616622537374496,0.05560185208742041,0.2,0.0005,0.08737745881080627,5590,-3.7211710691452025,-0.002844543525770149,7560.0
2423520,7039,344,561,0.9958493113517761,0.6168269515037537,-5135.31967006,0.004685171,0.021613286808133125,0.027499999973224477,0.2,0.0005,0.09333858005702496,5600,-3.721831262111664,-0.0031887430712528087,7560.0
2427840,7052,344,562,0.9970312714576721,0.6163839101791382,-5125.22036055,0.0062953923,0.016267497092485428,0.05546296269167215,0.2,0.0005,0.0997594453394413,5610,-3.7195787906646727,-0.003643850446274399,7560.0
2432160,7063,344,563,0.99683678150177,0.6165120601654053,-5125.22036055,0.005965461,0.002404896542429924,0.02812499977299012,0.2,0.0005,0.0772696539759636,5620,-3.7180848717689514,-0.0034885154963855136,7560.0
2436480,7076,344,564,0.998125433921814,0.6176562309265137,-5113.4771032,0.008564718,0.0025560837239027023,0.06851851932588034,0.2,0.0005,0.05937469499185681,5630,-3.722016751766205,-0.004712607452292339,7560.0
2440800,7087,344,565,0.9977489709854126,0.61762535572052,-5113.4771032,0.005636409,-0.002170570194721222,0.055000000004656616,0.2,0.0005,0.06592231839895249,5640,-3.726990830898285,-0.0046121879929032165,7560.0
2445120,7100,344,566,0.9956445693969727,0.6165078282356262,-5103.113282509999,0.0054195556,0.009115595370531082,0.023819444369291887,0.2,0.0005,0.08484943993389607,5650,-3.721422827243805,-0.002597092830410119,7560.0
2449440,7113,344,567,0.9981537461280823,0.6149673461914062,-5092.291042100001,0.0038855292,0.002293276134878397,0.02780092578323092,0.2,0.0005,0.06607820261269808,5660,-3.7135077238082888,-0.0029376888146132986,7560.0
2453760,7124,344,568,0.9964001178741455,0.6133855581283569,-5092.291042100001,0.005369422,0.004283299669623375,0.041458333702757956,0.2,0.0005,0.05568386102095246,5670,-3.701958787441254,-0.003951336121228666,7560.0
2458080,7137,344,569,0.9977879524230957,0.6128445863723755,-5081.70771882,0.007371825,0.002131054177880287,0.05333333384187426,0.2,0.0005,0.07826704774051904,5680,-3.695464050769806,-0.0048744827261597125,7560.0
2462400,7148,344,570,0.9976800084114075,0.6127787828445435,-5081.70771882,0.006815215,0.0014558164402842522,0.04657407401828095,0.2,0.0005,0.06447996739298105,5690,-3.6938201665878294,-0.0033493372677805056,7560.0
2466720,7161,344,571,0.9980125427246094,0.612097442150116,-5070.40231103,0.0042221216,0.008198313415050507,0.016851851920364425,0.2,0.0005,0.07278103334829211,5700,-3.6937358736991883,-0.003138661053494107,7560.0
2471040,7172,344,572,0.9981560707092285,0.6115565299987793,-5070.40231103,0.0050597135,0.019178755581378937,0.04766203754406888,0.2,0.0005,0.08330793222412466,5710,-3.6886510610580445,-0.004108376524194757,7560.0
2475360,7185,344,573,0.9954842329025269,0.6111873388290405,-5059.3948443,0.006291976,0.003164864145219326,0.042013888884685005,0.2,0.0005,0.0620966044254601,5720,-3.686396634578705,-0.004634805279619525,7560.0
2479680,7199,344,574,0.9985193610191345,0.6116681098937988,-5047.84755701,0.0067179445,0.0013740584254264832,0.05331018522847444,0.2,0.0005,0.04814551863819361,5730,-3.6854658007621763,-0.004437511494888224,7560.0
2484000,7210,344,575,0.9965962767601013,0.6118150949478149,-5047.84755701,0.005500544,-0.0021023517474532127,0.036921296163927766,0.2,0.0005,0.044110440229997036,5740,-3.6880062222480774,-0.004579311787178808,7560.0
2488320,7225,344,576,0.997704267501831,0.6115273237228394,-5035.65648135,0.0075500435,0.009929616935551167,0.047523148261825555,0.2,0.0005,0.07125964853912592,5750,-3.686308002471924,-0.003916484013313593,7560.0
2492640,7236,344,577,0.9982323050498962,0.6099790930747986,-5035.65648135,0.0066194646,-0.003962076734751463,0.0497685186972376,0.2,0.0005,0.04304714580066502,5760,-3.682258439064026,-0.0046109520945443625,7560.0
2496960,7249,344,578,0.9976014494895935,0.6087536215782166,-5023.6753426,0.005517001,0.009469466283917427,0.07479166621342301,0.2,0.0005,0.05938738686963916,5770,-3.671023225784302,-0.005936428165425412,7560.0
2501280,7261,344,579,0.9985893368721008,0.6080887913703918,-5023.6753426,0.00625527,-0.0030112196691334248,0.052152777893934396,0.2,0.0005,0.05159011851064861,5780,-3.6662307024002074,-0.004230238736688818,7560.0
2505600,7273,344,580,0.9943803548812866,0.6072245240211487,-5012.41060132,0.0062346077,0.003447076305747032,0.0392824073904194,0.2,0.0005,0.06104832356795668,5790,-3.6608301162719727,-0.004435148716842807,7560.0
2509920,7287,344,581,0.9988473057746887,0.6060804128646851,-5001.91630679,0.0055465586,0.006097462028264999,0.02120370392804034,0.2,0.0005,0.04827297627925873,5800,-3.653434360027313,-0.0024763506500729447,7560.0
2514240,7298,344,582,0.9967043399810791,0.6058123111724854,-5001.91630679,0.0070867334,0.0034684869460761547,0.03981481519003864,0.2,0.0005,0.042048847489058974,5810,-3.6467350840568544,-0.004137506653388812,7560.0
2518560,7311,344,583,0.9983294010162354,0.60606849193573,-4992.04409948,0.0066888193,0.004782959818840027,0.05391203744802624,0.2,0.0005,0.057831145636737344,5820,-3.6484277844429016,-0.00537522443992744,7560.0
2522880,7322,344,584,0.9983894228935242,0.6062777042388916,-4992.04409948,0.0057351296,0.0007163397967815399,0.04641203742939979,0.2,0.0005,0.0492730095051229,5830,-3.649544858932495,-0.0050393137707147595,7560.0
2527200,7335,344,585,0.9978026747703552,0.6053258776664734,-4981.36348836,0.005756649,0.01067756675183773,0.03756944495835342,0.2,0.0005,0.04965825015679002,5840,-3.648290240764618,-0.00348451101092877,7560.0
2531520,7346,344,586,0.9986958503723145,0.6054564714431763,-4981.36348836,0.013742903,0.0024785473942756653,0.09539351926068776,0.2,0.0005,0.05027087302878499,5850,-3.643040359020233,-0.00510102247877513,7560.0
2535840,7359,344,587,0.9952067732810974,0.605528712272644,-4969.980487219999,0.006471446,0.002352648414671421,0.04018518560042139,0.2,0.0005,0.049722117744386195,5860,-3.6469900250434875,-0.004235511219971943,7560.0
2540160,7372,344,588,0.9988932609558105,0.6047757863998413,-4958.85147126,0.0051528187,-0.008004622533917427,0.059421296278014776,0.2,0.0005,0.03452295255847275,5870,-3.645449388027191,-0.005425045864669542,7560.0
2544480,7383,344,589,0.9966502785682678,0.6060147285461426,-4958.85147126,0.007990668,-0.002150595188140869,0.06502314829267561,0.2,0.0005,0.041042540967464444,5880,-3.645730400085449,-0.005291522879959753,7560.0
2548800,7396,344,590,0.9987415075302124,0.6067366003990173,-4948.70040949,0.0068454854,-0.005505817010998726,0.049027777853189035,0.2,0.0005,0.042018374102190136,5890,-3.6583320021629335,-0.0033482978977662724,7560.0
2553120,7407,344,591,0.998441219329834,0.6057952642440796,-4948.70040949,0.00772879,0.0031804433092474937,0.0628240742487833,0.2,0.0005,0.04668914824724198,5900,-3.6544911861419678,-0.00704879967856904,7560.0
2557440,7420,344,592,0.9976328015327454,0.6051113605499268,-4937.60853166,0.008998254,-0.0009712856262922287,0.07337962963792961,0.2,0.0005,0.04116216618567705,5910,-3.651374363899231,-0.006246278800848515,7560.0
2561760,7432,344,593,0.9990102648735046,0.6048312783241272,-4937.60853166,0.007888662,-0.006539142224937677,0.049351851711981,0.2,0.0005,0.036259291553869845,5920,-3.647377300262451,-0.004597094345839636,7560.0
2566080,7444,344,594,0.9950658082962036,0.6047555804252625,-4925.16185133,0.007430395,-0.002461015246808529,0.06916666629258543,0.2,0.0005,0.043491967022418976,5930,-3.648610007762909,-0.006056085526598309,7560.0
2570400,7457,344,595,0.9992560148239136,0.6037129759788513,-4912.089903960001,0.0064325924,-0.007009637542068958,0.06122685188311152,0.2,0.0005,0.02936362139880657,5940,-3.644191932678223,-0.006536672225704887,7560.0
2574720,7469,344,596,0.9967765808105469,0.6045836210250854,-4912.089903960001,0.005658002,-0.0042269411496818066,0.055000000144355,0.2,0.0005,0.03069453719072044,5950,-3.6385855197906496,-0.005473747907265292,7560.0
2579040,7482,344,597,0.998828113079071,0.6054140329360962,-4898.70769999,0.007833807,-0.0026288283988833427,0.06458333375339861,0.2,0.0005,0.03269513030536473,5960,-3.648894989490509,-0.004839067809982822,7560.0
2583360,7493,344,598,0.9989563226699829,0.6056141257286072,-4898.70769999,0.008973953,-0.0045911087654531,0.05189814720652066,0.2,0.0005,0.025709801306948065,5970,-3.6489100575447084,-0.004771934525418797,7560.0
2587680,7506,344,599,0.9977354407310486,0.6059244871139526,-4885.10999204,0.0038116055,0.00428931787610054,0.02780092594330199,0.2,0.0005,0.03482767343521118,5980,-3.652282106876373,-0.002982261076168591,7560.0
2592000,7517,344,600,0.9991475939750671,0.6040660738945007,-4885.10999204,0.0069705895,-0.005731848068535328,0.07574074158910662,0.2,0.0005,0.02669148435816169,5990,-3.649458718299866,-0.005440389344574292,7560.0
2596320,7530,344,601,0.995354175567627,0.6014074087142944,-4871.47503159,0.0061649643,-0.004914643242955208,0.07083333401824347,0.2,0.0005,0.03848987873643637,6000,-3.632874381542206,-0.005996569236179994,7560.0
2600640,7543,344,602,0.9993643760681152,0.6008052825927734,-4858.041274450001,0.007080829,0.0013575372286140919,0.05284722286160104,0.2,0.0005,0.026412597438320518,6010,-3.6216447234153746,-0.003671070347164118,7560.0
2604960,7554,344,603,0.9964465498924255,0.5988487601280212,-4858.041274450001,0.009322374,-0.0016574491746723652,0.08009259261889383,0.2,0.0005,0.03528538290411234,6020,-3.6158668041229247,-0.005894226692719329,7560.0
2609280,7567,344,604,0.9987941980361938,0.5981852412223816,-4845.977681820001,0.008681426,-0.0021118326112627983,0.07458333339018282,0.2,0.0005,0.035292516183108094,6030,-3.6054885745048524,-0.0046051179316472625,7560.0
2613600,7578,344,605,0.9992027282714844,0.5970738530158997,-4845.977681820001,0.0062983446,-0.007096645887941122,0.04907407373539172,0.2,0.0005,0.02171302502974868,6040,-3.60298490524292,-0.004892328182209494,7560.0
2617920,7591,344,606,0.9975854158401489,0.595034122467041,-4832.487616779999,0.006611642,-0.004620088264346123,0.04192129725997802,0.2,0.0005,0.03339734133332968,6050,-3.5908971309661863,-0.005035764065606019,7560.0
2622240,7603,344,607,0.9993018507957458,0.5946260094642639,-4832.487616779999,0.007899846,-0.009422389790415764,0.054027777805458754,0.2,0.0005,0.021100690914317967,6060,-3.5797467708587645,-0.004510993700504407,7560.0
2626560,7615,344,608,0.9953972101211548,0.5960604548454285,-4821.004227120001,0.0060039377,-0.00279217679053545,0.0499074066610774,0.2,0.0005,0.03612990705296397,6070,-3.5826977849006654,-0.005763273783981004,7560.0
2630880,7628,344,609,0.9993036389350891,0.5935869216918945,-4808.737190209999,0.005605962,-0.004474330227822065,0.06178240703302436,0.2,0.0005,0.02001562681980431,6080,-3.5835899114608765,-0.004258035030043317,7560.0
2635200,7639,344,610,0.996915340423584,0.5920203328132629,-4808.737190209999,0.008238824,-0.004794138018041849,0.06849537079688162,0.2,0.0005,0.02618150068446994,6090,-3.56411052942276,-0.006463748032347882,7560.0
2639520,7652,344,611,0.9983040690422058,0.5916935205459595,-4798.5855013,0.0060769226,0.0007736301049590111,0.05525463023222983,0.2,0.0005,0.04125044085085392,6100,-3.5636776089668274,-0.004484466851992863,7560.0
2643840,7664,344,612,0.9991280436515808,0.5911417603492737,-4798.5855013,0.0070387833,-0.008624961599707603,0.06655092508299276,0.2,0.0005,0.023477088008075953,6110,-3.559394586086273,-0.006824117218691939,7560.0
2648160,7677,344,613,0.9971417188644409,0.5899887681007385,-4786.59595105,0.0073215747,-0.0007281554862856865,0.045462962525198235,0.2,0.0005,0.031142653804272412,6120,-3.5577569723129274,-0.00528215716868381,7560.0
2652480,7688,344,614,0.9991666078567505,0.5894796848297119,-4786.59595105,0.007421886,-0.005721132270991802,0.08578703675884754,0.2,0.0005,0.022054508049041032,6130,-3.5505786657333376,-0.00605994788082036,7560.0
2656800,7701,344,615,0.9964681267738342,0.5872536301612854,-4772.750675449999,0.0064113503,-0.005631781183183193,0.04368055613012985,0.2,0.0005,0.02391029307618737,6140,-3.5473530530929565,-0.00494200239575644,7560.0
2661120,7714,344,616,0.9992554783821106,0.5855356454849243,-4758.05649009,0.0060478626,-0.007344016805291176,0.05671296273358166,0.2,0.0005,0.01923452061600983,6150,-3.5274292826652527,-0.00525653610488348,7560.0
2665440,7725,345,617,0.9973955154418945,0.5869470238685608,-4758.05649009,0.006291866,-0.008779765106737614,0.06932870382443071,0.2,0.0005,0.02048159409314394,6160,-3.5268951892852782,-0.006150989244127203,7560.0
2669760,7738,345,618,0.9986766576766968,0.5843502283096313,-4743.699636530001,0.00736302,-0.002431171480566263,0.06182870328193531,0.2,0.0005,0.025155942095443605,6170,-3.5283560872077944,-0.00536086596249703,7560.0
2674080,7749,345,619,0.9993595480918884,0.5797579288482666,-4743.699636530001,0.009264852,-0.003167408285662532,0.08476851886953227,0.2,0.0005,0.014910874352790416,6180,-3.498223865032196,-0.005169065622932223,7560.0
2678400,7762,345,620,0.9974682331085205,0.578998863697052,-4728.918768150001,0.00648052,-0.0007073832675814629,0.060115740285255015,0.2,0.0005,0.02242030007764697,6190,-3.4776617527008056,-0.004685004843329921,7560.0
2682720,7773,345,621,0.9991856813430786,0.5800862908363342,-4728.918768150001,0.006302344,-0.008010395802557468,0.06266203778213822,0.2,0.0005,0.020077825617045165,6200,-3.4807116031646728,-0.003977175568447677,7560.0
2687040,7786,345,622,0.9969105124473572,0.5795612335205078,-4713.996947150001,0.00814697,-0.0067873746156692505,0.06689814756100532,0.2,0.0005,0.019520211173221468,6210,-3.487014877796173,-0.006626120088255494,7560.0
2691360,7798,345,623,0.9992639422416687,0.576870322227478,-4698.702637390001,0.008265609,-0.004891046788543463,0.07777777856681496,0.2,0.0005,0.015581203787587584,6220,-3.47469676733017,-0.0042616597495630515,7560.0
2695680,7810,345,624,0.9977526664733887,0.5745968222618103,-4698.702637390001,0.0076891477,-0.008259253576397896,0.08428240711800754,0.2,0.0005,0.015922224009409548,6230,-3.4571849942207336,-0.0054694252005882404,7560.0
2700000,7822,345,625,0.9982500076293945,0.573383092880249,-4685.43628254,0.010856545,-0.00890371948480606,0.09946759238373488,0.2,0.0005,0.024214046215638517,6240,-3.4447678565979003,-0.006478500579466573,7560.0
2704320,7834,345,626,0.9994043707847595,0.5721740126609802,-4685.43628254,0.007896217,-0.005982068832963705,0.08162037069851066,0.2,0.0005,0.013861697912216187,6250,-3.438062047958374,-0.006072249470976043,7560.0
2708640,7847,345,627,0.9967883825302124,0.5706285238265991,-4669.640917590001,0.008277547,-0.004601987544447184,0.09763888804009184,0.2,0.0005,0.02060740953311324,6260,-3.4277862429618837,-0.004327408980946812,7560.0
2712960,7858,345,628,0.9992199540138245,0.5718504786491394,-4669.640917590001,0.00702476,-0.007224506698548794,0.07557870533200912,0.2,0.0005,0.016976082534529268,6270,-3.420154869556427,-0.0054588280462700926,7560.0
2717280,7871,345,629,0.9969525337219238,0.5718275308609009,-4655.28756432,0.00700826,-0.004029660020023584,0.0646527781849727,0.2,0.0005,0.017939072195440532,6280,-3.4307952642440798,-0.004732695298497913,7560.0
2721600,7884,345,630,0.9990974068641663,0.5706926584243774,-4642.09863171,0.00760823,-0.004574186634272337,0.0676851848809747,0.2,0.0005,0.014219543128274382,6290,-3.4228139400482176,-0.004454858805572037,7560.0
2725920,7895,345,631,0.9978068470954895,0.5697067975997925,-4642.09863171,0.007129987,-0.010601080022752285,0.08708333357644733,0.2,0.0005,0.014345854823477566,6300,-3.4169267773628236,-0.0064032099350663785,7560.0
