time/time_elapsed,time/iterations,rollout/ep_rew_mean,rollout/ep_len_mean,time/fps,time/total_timesteps,train/entropy_loss,train/loss,train/learning_rate,train/approx_kl,train/explained_variance,train/clip_fraction,train/n_updates,train/clip_range,train/policy_gradient_loss,train/value_loss,train/std
3319,118,-17532.3625655,8640.0,307,1019520,-9.314506008713334,-0.47886422276496887,5e-05,0.0045051672,0.9997009038925171,0.024108796296296295,1170,0.2,-0.004213529079117709,0.0009852952099862267,3.243224620819092
3348,119,-17487.405309280002,8640.0,307,1028160,-9.342763286873147,-0.4729742109775543,5e-05,0.004116373,0.999631941318512,0.02171296296296296,1180,0.2,-0.0032939987607231293,0.0010252091079234595,3.290853977203369
3376,120,-17435.33972849,8640.0,307,1036800,-9.375874212053088,-0.47641196846961975,5e-05,0.0046427287,0.9997172355651855,0.022847222222222224,1190,0.2,-0.004301275560735829,0.0010507573994928627,3.333336353302002
3405,121,-17387.814952520002,8640.0,306,1045440,-9.41072552645648,-0.4773769676685333,5e-05,0.005149074,0.9997410774230957,0.03409722222222222,1200,0.2,-0.005382532523255106,0.0009213693320095815,3.383105993270874
3434,122,-17352.18124242,8640.0,306,1054080,-9.449564861721463,-0.46059635281562805,5e-05,0.0046465695,0.999714732170105,0.03203703703703704,1210,0.2,-0.004624638573128592,0.0008893631940224656,3.430431604385376
3463,123,-17309.856775469998,8640.0,306,1062720,-9.486791349340368,-0.4888876974582672,5e-05,0.005165566,0.9995338320732117,0.03424768518518519,1220,0.2,-0.005365379013259102,0.0011080230242805555,3.475440502166748
3491,124,-17277.94353356,8640.0,306,1071360,-9.535309193929036,-0.4967532455921173,5e-05,0.005134299,0.9996684789657593,0.03415509259259259,1230,0.2,-0.00619950104608304,0.0008835857907413608,3.5350825786590576
3519,125,-17252.86959173,8640.0,306,1080000,-9.587811340049461,-0.49767449498176575,5e-05,0.004333347,0.9994379878044128,0.022233796296296297,1240,0.2,-0.003196166611655995,0.0010481527041971545,3.5930838584899902
3548,126,-17217.45826042,8640.0,306,1088640,-9.625016489382144,-0.4995139241218567,5e-05,0.0042579523,0.9995603561401367,0.024652777777777777,1250,0.2,-0.004219318258024201,0.0011007388254317145,3.629263401031494
3576,127,-17190.39817037,8640.0,306,1097280,-9.662744602627225,-0.48186132311820984,5e-05,0.00444469,0.9996482133865356,0.025231481481481483,1260,0.2,-0.003785640518353493,0.0010340365167940035,3.6867785453796387
3606,128,-17168.6575992,8640.0,306,1105920,-9.694609314247414,-0.4789692461490631,5e-05,0.0045065978,0.999596357345581,0.025300925925925925,1270,0.2,-0.005348413064386006,0.0009660622952247245,3.7245934009552
3635,129,-17139.814980170002,8640.0,306,1114560,-9.729867983217593,-0.5012862086296082,5e-05,0.004514962,0.9993667602539062,0.02824074074074074,1280,0.2,-0.004046371973775051,0.0013142149140670275,3.7837095260620117
3663,130,-17116.34114502,8640.0,306,1123200,-9.788992404937744,-0.4900372326374054,5e-05,0.005195544,0.9996244311332703,0.03532407407407408,1290,0.2,-0.0061122604998483975,0.0010840630337716666,3.8509602546691895
3692,131,-17089.4188504,8640.0,306,1131840,-9.850142332712808,-0.47152313590049744,5e-05,0.004541269,0.9995654821395874,0.02378472222222222,1300,0.2,-0.004226656895372327,0.0010693648652630617,3.9260599613189697
3721,132,-17059.39835772,8640.0,306,1140480,-9.890879065195719,-0.5281842350959778,5e-05,0.0048132846,0.9996443390846252,0.03528935185185185,1310,0.2,-0.0047318157339813535,0.0011087862875407424,3.9647293090820312
3750,133,-17031.55873924,8640.0,306,1149120,-9.914182383925827,-0.4961548447608948,5e-05,0.0030422334,0.9996849298477173,0.018958333333333334,1320,0.2,-0.0032926612530179596,0.0010259865743056354,4.0037617683410645
3779,134,-16997.76985837,8640.0,306,1157760,-9.940581506799768,-0.4986838102340698,5e-05,0.004000592,0.9996916651725769,0.02141203703703704,1330,0.2,-0.004564564573337083,0.0009081005575178467,4.055187225341797
3808,135,-16963.98949749,8640.0,306,1166400,-9.956633344579625,-0.4995908737182617,5e-05,0.004737507,0.999707818031311,0.026412037037037036,1340,0.2,-0.005424736606095124,0.0008679257153697243,4.086429595947266
3836,136,-16929.860461460004,8640.0,306,1175040,-9.97493525399102,-0.5045454502105713,5e-05,0.004745501,0.9997210502624512,0.03155092592592593,1350,0.2,-0.004924067362142658,0.0008734946840666924,4.128539562225342
3865,137,-16901.898890769997,8640.0,306,1183680,-10.001975806200946,-0.5065943598747253,5e-05,0.004562379,0.9997085332870483,0.02091435185185185,1360,0.2,-0.005443400333256081,0.0008739926910709107,4.181841850280762
3894,138,-16872.34226021,8640.0,306,1192320,-10.04556109181157,-0.5219995379447937,5e-05,0.0042868718,0.9997338652610779,0.023217592592592592,1370,0.2,-0.003454314350771407,0.000846040743118566,4.252462863922119
3923,139,-16846.874563499998,8640.0,306,1200960,-10.095101509094238,-0.5401826500892639,5e-05,0.0041419426,0.9997539520263672,0.021527777777777778,1380,0.2,-0.0031838720716122126,0.0008127330210818737,4.313593864440918
3953,140,-16818.53038648,8640.0,305,1209600,-10.14486535248933,-0.5180935263633728,5e-05,0.004558624,0.9997014403343201,0.023101851851851853,1390,0.2,-0.003239100298292383,0.0008768401486385199,4.3849592208862305
3982,141,-16793.98757153,8640.0,305,1218240,-10.195448851408782,-0.5190168023109436,5e-05,0.0037891993,0.9996856451034546,0.020925925925925924,1400,0.2,-0.003307488259376475,0.0009421036326912818,4.456954479217529
4010,142,-16769.09278118,8640.0,305,1226880,-10.249238544746682,-0.5331806540489197,5e-05,0.004241879,0.9996669292449951,0.024652777777777777,1410,0.2,-0.004049454012161328,0.0010007454872916074,4.538464546203613
4039,143,-16756.376341370004,8640.0,305,1235520,-10.295594223163747,-0.5323576927185059,5e-05,0.0042199064,0.9997286796569824,0.024444444444444446,1420,0.2,-0.00442001153887422,0.0010110989695251058,4.593835353851318
4067,144,-16729.01025852,8640.0,305,1244160,-10.335951682903149,-0.5370952486991882,5e-05,0.0048390166,0.9993879199028015,0.02971064814814815,1430,0.2,-0.0045117104784758,0.0015256737727947808,4.666354179382324
4095,145,-16712.197404040005,8640.0,305,1252800,-10.379378484796595,-0.5215647220611572,5e-05,0.004682947,0.9997068643569946,0.029189814814814814,1440,0.2,-0.004303270198266815,0.0010707165849291615,4.7340240478515625
4123,146,-16694.969244840006,8640.0,305,1261440,-10.421125196527552,-0.494051456451416,5e-05,0.0038447045,0.9996086359024048,0.016064814814814816,1450,0.2,-0.0028754265114871993,0.0009812633957524128,4.808330059051514
4151,147,-16673.941422320007,8640.0,305,1270080,-10.469453821535463,-0.5338988900184631,5e-05,0.0033928505,0.9996288418769836,0.015381944444444445,1460,0.2,-0.002534838391088501,0.0011050942430005375,4.890334606170654
4179,148,-16650.365324160004,8640.0,305,1278720,-10.513699401572898,-0.544369101524353,5e-05,0.0045492705,0.9997298717498779,0.026747685185185187,1470,0.2,-0.004667465501050982,0.000999628168776528,4.960563659667969
4208,149,-16630.625632830004,8640.0,305,1287360,-10.551742176479763,-0.5209553837776184,5e-05,0.0038987296,0.9997425079345703,0.024259259259259258,1480,0.2,-0.004217655794970967,0.0008794786638356056,5.033909320831299
4236,150,-16609.06817802,8640.0,305,1296000,-10.587692765129937,-0.5191361308097839,5e-05,0.004077271,0.999799907207489,0.021099537037037038,1490,0.2,-0.003904444720354621,0.0009022095595934877,5.097901344299316
4265,151,-16586.210675140002,8640.0,305,1304640,-10.622591662230315,-0.5500550270080566,5e-05,0.0037041253,0.9997400641441345,0.018680555555555554,1500,0.2,-0.0038073217334156787,0.0012290763770687152,5.166008949279785
4293,152,-16567.97813067,8640.0,305,1313280,-10.657568301448116,-0.5593640208244324,5e-05,0.0046392637,0.9997779726982117,0.0321875,1510,0.2,-0.005010065550708936,0.0009972907689882926,5.233736038208008
4321,153,-16549.40410408,8640.0,305,1321920,-10.697215336693658,-0.5474287867546082,5e-05,0.0049730656,0.9997992515563965,0.029652777777777778,1520,0.2,-0.005234586707040392,0.0009442074593648108,5.307024955749512
4350,154,-16531.2833876,8640.0,305,1330560,-10.733884415096707,-0.5470921993255615,5e-05,0.004200573,0.999809980392456,0.01888888888888889,1530,0.2,-0.004132456143421156,0.0010532268113672251,5.38642692565918
4378,155,-16510.103248000007,8640.0,305,1339200,-10.770987086825901,-0.5419641733169556,5e-05,0.0045886384,0.9998011589050293,0.026956018518518518,1540,0.2,-0.00457353149652826,0.001039137092388787,5.473968982696533
4406,156,-16491.115358720002,8640.0,305,1347840,-10.804737350322583,-0.5405784249305725,5e-05,0.004280167,0.9998120665550232,0.022453703703703705,1550,0.2,-0.004552485765199419,0.000917288975173573,5.544572830200195
4434,157,-16475.97843564,8640.0,305,1356480,-10.833015707510489,-0.5344387292861938,5e-05,0.0040877024,0.9997973442077637,0.020891203703703703,1560,0.2,-0.004454575138408001,0.0008831702312454581,5.602554798126221
4462,158,-16454.598391350002,8640.0,305,1365120,-10.855617858745434,-0.5537668466567993,5e-05,0.0035009927,0.9998117685317993,0.012662037037037038,1570,0.2,-0.0034282712638378145,0.0011549933108337292,5.653792381286621
4490,159,-16438.03357296,8640.0,305,1373760,-10.878214384714763,-0.5560576319694519,5e-05,0.0039962404,0.999781608581543,0.020185185185185184,1580,0.2,-0.004651746422190357,0.0012501853580707339,5.722247123718262
4518,160,-16421.785631960003,8640.0,305,1382400,-10.901259064850985,-0.5569646954536438,5e-05,0.004322463,0.9998197555541992,0.025902777777777778,1590,0.2,-0.004920741549382607,0.0006975300087274432,5.787337303161621
4547,161,-16402.302969900004,8640.0,305,1391040,-10.918500509615297,-0.5467557907104492,5e-05,0.003128809,0.999855637550354,0.014756944444444444,1600,0.2,-0.0036340311145478927,0.0009589443377357115,5.842566967010498
4575,162,-16384.64538717,8640.0,305,1399680,-10.935917734923185,-0.5403567552566528,5e-05,0.0029754157,0.99981689453125,0.012777777777777779,1610,0.2,-0.004259312661985556,0.0010458948114386725,5.903882026672363
4603,163,-16362.982815950001,8640.0,305,1408320,-10.96288492626614,-0.5719112157821655,5e-05,0.003793173,0.9998525977134705,0.027731481481481482,1620,0.2,-0.005264865326074263,0.0009068070794886875,6.00385856628418
4631,164,-16340.67046506,8640.0,305,1416960,-10.994960336331967,-0.5468169450759888,5e-05,0.0037998133,0.9998564124107361,0.01945601851851852,1630,0.2,-0.0038132543244433622,0.0009038237859796802,6.089061737060547
4659,165,-16320.999155660002,8640.0,305,1425600,-11.023247588828758,-0.553027331829071,5e-05,0.0037593096,0.9998558759689331,0.023460648148148147,1640,0.2,-0.004831075979638155,0.0007613285672764674,6.15949010848999
4688,166,-16299.761022339999,8640.0,305,1434240,-11.050755029607702,-0.5349673628807068,5e-05,0.0038451508,0.9998474717140198,0.022152777777777778,1650,0.2,-0.0040891547131145164,0.0010463796795509687,6.242191791534424
4716,167,-16282.89515859,8640.0,305,1442880,-11.083881197328921,-0.576965868473053,5e-05,0.0042863414,0.999869704246521,0.02953703703703704,1660,0.2,-0.004792551423629953,0.0008012823593000778,6.334442138671875
4745,168,-16259.948177339997,8640.0,305,1451520,-11.109380577228688,-0.543759286403656,5e-05,0.004339898,0.999895453453064,0.023599537037037037,1670,0.2,-0.005031342178203718,0.0006826563595138766,6.393701076507568
4773,169,-16239.574151330002,8640.0,305,1460160,-11.130313470628526,-0.5564797520637512,5e-05,0.003989088,0.9998781681060791,0.020520833333333332,1680,0.2,-0.0038742120977905063,0.0007256401528569835,6.482074737548828
4801,170,-16215.7640704,8640.0,305,1468800,-11.165328929335983,-0.5673773884773254,5e-05,0.004060718,0.9998605847358704,0.02158564814814815,1690,0.2,-0.0034997130275048593,0.0008985199871326418,6.575281620025635
4829,171,-16192.079634410004,8640.0,305,1477440,-11.196559898941604,-0.5300653576850891,5e-05,0.0028804638,0.9998308420181274,0.01369212962962963,1700,0.2,-0.0020211613369691705,0.0008569324364954675,6.6390533447265625
4857,172,-16167.920111200001,8640.0,305,1486080,-11.22717971165975,-0.5751559138298035,5e-05,0.0035294383,0.9998927712440491,0.01392361111111111,1710,0.2,-0.002991428730698923,0.0007371355970476374,6.706492900848389
4885,173,-16145.40591603,8640.0,305,1494720,-11.260270401283547,-0.5887373685836792,5e-05,0.004235001,0.9998782277107239,0.027916666666666666,1720,0.2,-0.0051769399484274566,0.0008777659677650296,6.831851005554199
4913,174,-16121.584668030004,8640.0,305,1503360,-11.294123299916585,-0.5538079142570496,5e-05,0.003496045,0.9998507499694824,0.02329861111111111,1730,0.2,-0.005256286514060641,0.0008747613189862696,6.890881538391113
4941,175,-16101.830684350003,8640.0,305,1512000,-11.325170710528338,-0.5607848167419434,5e-05,0.0030556212,0.9998705983161926,0.012361111111111111,1740,0.2,-0.0030744738531885323,0.000807861496815113,6.983060836791992
4969,176,-16076.801949720004,8640.0,305,1520640,-11.34788794906051,-0.5692062377929688,5e-05,0.0037466977,0.9998785257339478,0.016840277777777777,1750,0.2,-0.004328005524973075,0.0008169570873508713,7.037932872772217
4997,177,-16047.0225527,8640.0,306,1529280,-11.358558406123409,-0.5804550051689148,5e-05,0.0037863106,0.9999018907546997,0.022430555555555554,1760,0.2,-0.004992994460346246,0.0007785450522701635,7.0914130210876465
5025,178,-16016.612909980002,8640.0,306,1537920,-11.37071926964654,-0.5677211880683899,5e-05,0.0035595074,0.9999098181724548,0.01650462962962963,1770,0.2,-0.004491430554211278,0.0007842348711953188,7.173613548278809
5053,179,-15968.104080500001,8640.0,306,1546560,-11.389779303515398,-0.5753450989723206,5e-05,0.002991925,0.999912679195404,0.01974537037037037,1780,0.2,-0.00394566813742535,0.0006073386022493381,7.257080078125
5081,180,-15924.985077640002,8640.0,306,1555200,-11.415157924228245,-0.5880180597305298,5e-05,0.003764232,0.9999009370803833,0.022534722222222223,1790,0.2,-0.004961099980950907,0.0007947134725637389,7.363844871520996
5110,181,-15873.897112030001,8640.0,306,1563840,-11.439704655541314,-0.571246862411499,5e-05,0.0041896817,0.9998376369476318,0.03130787037037037,1800,0.2,-0.005108507419418958,0.0011063209957770865,7.45523738861084
5138,182,-15814.15280309,8640.0,306,1572480,-11.471027353074815,-0.5706532001495361,5e-05,0.0035547127,0.9998903870582581,0.0225,1810,0.2,-0.003679737204996248,0.0008189243404410297,7.5501227378845215
5165,183,-15769.75066266,8640.0,306,1581120,-11.502981191564489,-0.568371057510376,5e-05,0.0043651164,0.9998990893363953,0.026678240740740742,1820,0.2,-0.004740241345673524,0.0007597343136957433,7.660543441772461
5193,184,-15706.337443350001,8640.0,306,1589760,-11.547131285490813,-0.5871715545654297,5e-05,0.0039984607,0.9991973638534546,0.0234375,1830,0.2,-0.0030798168721850273,0.002363046060393875,7.791840553283691
5221,185,-15660.03442701,8640.0,306,1598400,-11.584177103395815,-0.5869132280349731,5e-05,0.00406115,0.9999030828475952,0.02568287037037037,1840,0.2,-0.005277270091076692,0.0005955745015806449,7.861749649047852
5249,186,-15597.588353149999,8640.0,306,1607040,-11.614403210392705,-0.6011487245559692,5e-05,0.004222129,0.9993707537651062,0.02556712962962963,1850,0.2,-0.0034021458129777954,0.0020317318067342664,7.974496841430664
5277,187,-15548.287036540001,8640.0,306,1615680,-11.65990954928928,-0.6083092093467712,5e-05,0.00453242,0.9998384714126587,0.02732638888888889,1860,0.2,-0.004208513205974466,0.0008215816155145014,8.068229675292969
5305,188,-15473.26857507,8640.0,306,1624320,-11.691219690817373,-0.5960197448730469,5e-05,0.004582978,0.9999067783355713,0.019560185185185184,1870,0.2,-0.004203558601266532,0.0006402772713530188,8.201504707336426
5333,189,-15422.036264060001,8640.0,306,1632960,-11.720021582002992,-0.591737687587738,5e-05,0.0043703155,0.9999114871025085,0.024722222222222222,1880,0.2,-0.004737645713612437,0.0006367073606708329,8.310340881347656
5361,190,-15383.843494480001,8640.0,306,1641600,-11.74646475120827,-0.5926960110664368,5e-05,0.0045314976,0.9999048113822937,0.026469907407407407,1890,0.2,-0.004677063094934932,0.0006841070344456023,8.437658309936523
5389,191,-15349.637179440002,8640.0,306,1650240,-11.780154823727077,-0.5986819267272949,5e-05,0.004133388,0.9998825192451477,0.02273148148148148,1900,0.2,-0.0035220486729371325,0.0007998810597928241,8.565289497375488
5417,192,-15317.42112458,8640.0,306,1658880,-11.813455898143626,-0.5921184420585632,5e-05,0.0038508112,0.9998927712440491,0.02414351851851852,1910,0.2,-0.004191166688343165,0.0007641862935809143,8.668801307678223
5445,193,-15291.021901989998,8640.0,306,1667520,-11.844299886491564,-0.6039107441902161,5e-05,0.0043534883,0.9997932314872742,0.02547453703703704,1920,0.2,-0.002969698706400339,0.0010958198411174602,8.767599105834961
5474,194,-15262.574018300002,8640.0,306,1676160,-11.884409658643934,-0.6121662259101868,5e-05,0.0038513197,0.9996315240859985,0.02326388888888889,1930,0.2,-0.0029367357521766315,0.0015337119137661325,8.877824783325195
5501,195,-15229.971995909998,8640.0,306,1684800,-11.93407098699499,-0.5946023464202881,5e-05,0.0034163105,0.9997351169586182,0.0203125,1940,0.2,-0.0043886061471507505,0.0010362424789194915,9.022265434265137
5529,196,-15200.729766679997,8640.0,306,1693440,-11.977352074517144,-0.6048794984817505,5e-05,0.0034000394,0.9998942613601685,0.01601851851851852,1950,0.2,-0.003235384513175598,0.0007394267866793261,9.131828308105469
5557,197,-15169.903391490001,8640.0,306,1702080,-12.005051084447791,-0.6314657330513,5e-05,0.005129558,0.9999155402183533,0.035138888888888886,1960,0.2,-0.0053145512631507935,0.0006117654029879271,9.2121000289917
5585,198,-15141.660978310001,8640.0,306,1710720,-12.038796549196597,-0.6316434144973755,5e-05,0.0047201635,0.9998882412910461,0.027118055555555555,1970,0.2,-0.005486471792338071,0.0006221924934113675,9.399044036865234
5613,199,-15115.226595549997,8640.0,306,1719360,-12.07678785889237,-0.6130586862564087,5e-05,0.002959956,0.9999004602432251,0.014421296296296297,1980,0.2,-0.0032481170202501948,0.0006628049564810849,9.532303810119629
5641,200,-15088.73029814,8640.0,306,1728000,-12.103415586683486,-0.6202581524848938,5e-05,0.0049828626,0.9998820424079895,0.027835648148148148,1990,0.2,-0.005081230429932475,0.0007782489518609105,9.623764038085938
5669,201,-15061.9238824,8640.0,306,1736640,-12.1262927253158,-0.6103206872940063,5e-05,0.004066983,0.9999131560325623,0.021122685185185185,2000,0.2,-0.003308449600547276,0.000504522170511471,9.753196716308594
5697,202,-15038.081500719998,8640.0,306,1745280,-12.168584905553747,-0.6296644806861877,5e-05,0.004050568,0.9999130964279175,0.027511574074074074,2010,0.2,-0.003277984730105985,0.0005329483757506952,9.906829833984375
5725,203,-15012.529688609999,8640.0,306,1753920,-12.214305801391601,-0.60722416639328,5e-05,0.0053908196,0.9999161958694458,0.0419212962962963,2020,0.2,-0.005200587404132993,0.0005447269469948002,10.04929256439209
5753,204,-14992.439253199997,8640.0,306,1762560,-12.241757488957157,-0.6244457364082336,5e-05,0.0033088985,0.9999168515205383,0.014247685185185184,2030,0.2,-0.0030355009605625163,0.0004484047220817215,10.15911865234375
5781,205,-14971.663395349995,8640.0,306,1771200,-12.265165135418927,-0.6115599870681763,5e-05,0.0029312086,0.9998877644538879,0.01292824074074074,2040,0.2,-0.0027204297324297604,0.0005812698311314711,10.278735160827637
5810,206,-14948.59942069,8640.0,306,1779840,-12.295794449558965,-0.5918227434158325,5e-05,0.0039034393,0.9998812675476074,0.024826388888888887,2050,0.2,-0.0040628336287207075,0.0005280926369596273,10.367384910583496
5838,207,-14929.29682011,8640.0,306,1788480,-12.325837491353353,-0.6130648255348206,5e-05,0.004262317,0.9998931288719177,0.03275462962962963,2060,0.2,-0.004519185521294949,0.0005457997522683366,10.477513313293457
5865,208,-14905.17365515,8640.0,306,1797120,-12.356863140530056,-0.6065781116485596,5e-05,0.0035606388,0.9998850226402283,0.01920138888888889,2070,0.2,-0.003347412658234437,0.00051304859483261,10.628028869628906
5893,209,-14885.83151712,8640.0,306,1805760,-12.392518401675755,-0.6338762640953064,5e-05,0.0036639182,0.999912440776825,0.01664351851851852,2080,0.2,-0.0030481235482902437,0.0005953837383788562,10.771384239196777
5921,210,-14866.075747140001,8640.0,306,1814400,-12.422216606846563,-0.6344351768493652,5e-05,0.0028745185,0.9999101161956787,0.015578703703703704,2090,0.2,-0.00274128550870551,0.0004892026642402117,10.89246654510498
5949,211,-14845.79852036,8640.0,306,1823040,-12.454732082508228,-0.635482907295227,5e-05,0.003769947,0.9999069571495056,0.025787037037037035,2100,0.2,-0.003319131380326494,0.0004505665388273041,11.035284042358398
5976,212,-14824.407794489998,8640.0,306,1831680,-12.487980269679317,-0.6027262806892395,5e-05,0.004427276,0.9999068379402161,0.028356481481481483,2110,0.2,-0.0035758087352884037,0.000574693347195905,11.16019058227539
6004,213,-14804.14005337,8640.0,306,1840320,-12.520702613547996,-0.6528906226158142,5e-05,0.0038429773,0.9999055862426758,0.02020833333333333,2120,0.2,-0.0036656424322131054,0.0005333672208319143,11.296509742736816
6032,214,-14785.21407014,8640.0,306,1848960,-12.55420915886208,-0.6322116255760193,5e-05,0.003288344,0.9999008178710938,0.01576388888888889,2130,0.2,-0.0035722120419248112,0.0005127064265522036,11.470622062683105
6060,215,-14768.11054386,8640.0,306,1857600,-12.586644865671794,-0.6225028038024902,5e-05,0.004860545,0.9999182820320129,0.0303125,2140,0.2,-0.0045577490666053365,0.0005193315582733636,11.634753227233887
6088,216,-14745.84417013,8640.0,306,1866240,-12.612996083718759,-0.6110848188400269,5e-05,0.003992865,0.9998908042907715,0.02238425925925926,2150,0.2,-0.004550456802567674,0.00048390432185476165,11.784703254699707
6116,217,-14729.42914136,8640.0,306,1874880,-12.637483800958703,-0.6325737237930298,5e-05,0.0038359978,0.9999140501022339,0.02388888888888889,2160,0.2,-0.0039567570100296975,0.0005013399601685469,11.951048851013184
6144,218,-14709.147424479997,8640.0,306,1883520,-12.673056370770489,-0.6417378783226013,5e-05,0.0038542545,0.9999027252197266,0.01642361111111111,2170,0.2,-0.0032163467177155395,0.0006491696935888656,12.138936042785645
6171,219,-14691.678755549998,8640.0,306,1892160,-12.70754763144034,-0.6385559439659119,5e-05,0.004320636,0.9999127388000488,0.021203703703703704,2180,0.2,-0.00482992197352427,0.00041651383695554814,12.305387496948242
6199,220,-14675.052319359997,8640.0,306,1900800,-12.736765549977621,-0.6456588506698608,5e-05,0.0033735458,0.9999155402183533,0.012164351851851852,2190,0.2,-0.003027837832837745,0.0004864149101087134,12.441615104675293
6227,221,-14660.255238499994,8640.0,306,1909440,-12.770770553306297,-0.6538834571838379,5e-05,0.0037840155,0.9999136924743652,0.024618055555555556,2200,0.2,-0.0041070748600005,0.0004786995624696525,12.572382926940918
6255,222,-14638.346641179998,8640.0,306,1918080,-12.805794477815981,-0.6723368167877197,5e-05,0.003097305,0.9998984336853027,0.020243055555555556,2210,0.2,-0.005111828343080426,0.000533265861277296,12.720040321350098
6283,223,-14619.00257243,8640.0,306,1926720,-12.84238219579061,-0.6425213813781738,5e-05,0.003119318,0.9999046325683594,0.02020833333333333,2220,0.2,-0.003391964205333756,0.000525869310561878,12.868501663208008
6311,224,-14594.94789469,8640.0,306,1935360,-12.8789932152077,-0.6410027146339417,5e-05,0.0032697937,0.9999297857284546,0.017824074074074076,2230,0.2,-0.003109207552667983,0.0006033647962181863,13.004669189453125
6339,225,-14572.712602610001,8640.0,306,1944000,-12.908257373527244,-0.6390351057052612,5e-05,0.003015373,0.9999125003814697,0.015185185185185185,2240,0.2,-0.003827734213943283,0.0005186313910396873,13.128188133239746
6367,226,-14564.930709900002,8640.0,306,1952640,-12.945181757609049,-0.6555944085121155,5e-05,0.0036472052,0.9999023675918579,0.018506944444444444,2250,0.2,-0.0038454208371263964,0.0005348804963998393,13.338890075683594
6394,227,-14550.728683290003,8640.0,306,1961280,-12.997613295095938,-0.6607553958892822,5e-05,0.0037962922,0.9995691180229187,0.022835648148148147,2260,0.2,-0.004240794439144708,0.001452279759881397,13.540742874145508
6422,228,-14538.008762759999,8640.0,306,1969920,-13.049468335752135,-0.6435259580612183,5e-05,0.0035254797,0.9998399615287781,0.023460648148148147,2270,0.2,-0.004360515347043811,0.0007713350776531216,13.720256805419922
6450,229,-14525.277346209998,8640.0,306,1978560,-13.103698794047038,-0.6292659640312195,5e-05,0.0040550963,0.9995391964912415,0.029097222222222222,2280,0.2,-0.0049773342888457354,0.0010168821558451141,13.9552640914917
6478,230,-14503.54071754,8640.0,306,1987200,-13.166450361322473,-0.6646314859390259,5e-05,0.005235817,0.9997949600219727,0.0356712962962963,2290,0.2,-0.0037545992243448617,0.0007603538918300291,14.232656478881836
6506,231,-14501.29917148,8640.0,306,1995840,-13.213092494540744,-0.6756056547164917,5e-05,0.0033158537,0.9999219179153442,0.012835648148148148,2300,0.2,-0.0029587790449322375,0.000493677550920337,14.445564270019531
6533,232,-14504.218490159998,8640.0,306,2004480,-13.257870014331958,-0.65888512134552,5e-05,0.0033300773,0.9994779229164124,0.02130787037037037,2310,0.2,-0.00407640869177326,0.001247201989581636,14.679424285888672
6561,233,-14495.51374181,8640.0,306,2013120,-13.3265064324273,-0.6778337359428406,5e-05,0.0042359857,0.9993456602096558,0.027685185185185184,2320,0.2,-0.004092802961046497,0.0018023523607903539,14.968401908874512
6589,234,-14499.632252409998,8640.0,306,2021760,-13.382494508248788,-0.6726377010345459,5e-05,0.0034682415,0.9998787045478821,0.022476851851851852,2330,0.2,-0.003662999936689933,0.0006620525423635694,15.106188774108887
6617,235,-14500.84873975,8640.0,306,2030400,-13.433818410944056,-0.7000584006309509,5e-05,0.004320956,0.9996281266212463,0.02621527777777778,2340,0.2,-0.0036438017097060326,0.0010205619275587162,15.39840030670166
6646,236,-14499.37276907,8640.0,306,2039040,-13.499781444690846,-0.66929692029953,5e-05,0.0042976714,0.9996755123138428,0.030081018518518517,2350,0.2,-0.006188567408222568,0.0009767519057667987,15.660930633544922
6674,237,-14495.95775352,8640.0,306,2047680,-13.5580331103007,-0.6850118041038513,5e-05,0.0035777541,0.9998204112052917,0.024965277777777777,2360,0.2,-0.0051356738362530316,0.0007402247762204044,15.921493530273438
6701,238,-14532.77515963,8640.0,306,2056320,-13.611250575736717,-0.6851633191108704,5e-05,0.00347777,0.9997966885566711,0.016516203703703703,2370,0.2,-0.003175186406200131,0.0008651259306309469,16.17240333557129
6729,239,-14550.82095,8640.0,306,2064960,-13.672508233388266,-0.7007867693901062,5e-05,0.004101619,0.9979159235954285,0.02741898148148148,2380,0.2,-0.0044322530840765,0.002693028145348998,16.445194244384766
6757,240,-14561.822663820001,8640.0,306,2073600,-13.751839909730133,-0.6951976418495178,5e-05,0.004839168,0.9991471171379089,0.03690972222222222,2390,0.2,-0.005828880176672505,0.001672568578419655,16.75901222229004
6785,241,-14570.737477800003,8640.0,306,2082240,-13.813055576041894,-0.6517783403396606,5e-05,0.0037142097,0.9995554685592651,0.019363425925925926,2400,0.2,-0.004362864945152843,0.0015304464795109299,16.963552474975586
6813,242,-14579.108129880002,8640.0,306,2090880,-13.87739018758138,-0.6816169619560242,5e-05,0.003943846,0.9996057748794556,0.023113425925925926,2410,0.2,-0.003253346469287795,0.0013962570207702273,17.34942054748535
6841,243,-14590.757809370001,8640.0,306,2099520,-13.940792571173773,-0.6915832757949829,5e-05,0.0033686887,0.9996396899223328,0.021030092592592593,2420,0.2,-0.0046553959273215794,0.0010457371145538572,17.620784759521484
6869,244,-14606.200443000002,8640.0,306,2108160,-14.00293388084129,-0.7015888690948486,5e-05,0.004279342,0.9993128180503845,0.027997685185185184,2430,0.2,-0.0052434450470738945,0.001759220395254454,17.917917251586914
6897,245,-14611.33648148,8640.0,306,2116800,-14.066756644072356,-0.7235473394393921,5e-05,0.0043253317,0.9996363520622253,0.026226851851851852,2440,0.2,-0.004483758162327663,0.0013181689253758157,18.16407012939453
